Latitude,Longitude,Comment,Depth,G&G-DO
1139.10782N,12223.59268E,61,0.7,4.318
1139.10782N,12223.59268E,61,0.8,4.297
1139.10782N,12223.59268E,61,0.9,4.217
1139.10782N,12223.59268E,61,1.0,4.157
1139.10782N,12223.59268E,61,1.1,4.167
1139.10782N,12223.59268E,61,1.2,4.111
1133.64032N,12228.61861E,53,0.0,6.878
1133.64032N,12228.61861E,53,0.1,6.845
1133.64032N,12228.61861E,53,0.2,6.768
1133.64032N,12228.61861E,53,0.3,6.578
1133.64032N,12228.61861E,53,0.4,6.272
1133.64032N,12228.61861E,53,0.5,6.287
1133.64032N,12228.61861E,53,0.6,6.271
1133.64032N,12228.61861E,53,0.7,6.164
1133.64032N,12228.61861E,53,0.8,6.147
1133.64032N,12228.61861E,53,0.9,6.131
1133.64032N,12228.61861E,53,1.0,6.119
1133.64032N,12228.61861E,53,1.1,6.114
1133.64032N,12228.61861E,53,1.2,6.138
1133.64032N,12228.61861E,53,1.3,6.135
1133.64032N,12228.61861E,53,1.4,6.159
1133.64032N,12228.61861E,53,1.5,6.18
1133.64032N,12228.61861E,53,1.6,6.195
1133.64032N,12228.61861E,53,1.7,6.204
1133.64032N,12228.61861E,53,1.8,6.212
1133.64032N,12228.61861E,53,1.9,6.202
1133.64032N,12228.61861E,53,2.0,6.16
1133.64032N,12228.61861E,53,2.1,6.078
1133.64032N,12228.61861E,53,2.2,5.89
1133.64032N,12228.61861E,53,2.3,5.84
1133.64032N,12228.61861E,53,2.4,5.759
1133.64032N,12228.61861E,53,2.5,5.77
1133.64032N,12228.61861E,53,2.6,5.793
1133.64032N,12228.61861E,53,2.7,5.838
1133.64032N,12228.61861E,53,2.8,5.848
1133.64032N,12228.61861E,53,2.9,5.857
1133.64032N,12228.61861E,53,3.0,5.895
1133.64032N,12228.61861E,53,3.1,5.959
1133.64032N,12228.61861E,53,3.2,5.989
1133.64032N,12228.61861E,53,3.3,6.029
1133.64032N,12228.61861E,53,3.4,6.064
1133.64032N,12228.61861E,53,3.5,6.119
1133.64032N,12228.61861E,53,3.6,6.141
1133.64032N,12228.61861E,53,3.7,6.166
1133.64032N,12228.61861E,53,3.8,6.172
1133.64032N,12228.61861E,53,3.9,6.181
1133.64032N,12228.61861E,53,4.0,6.185
1133.64032N,12228.61861E,53,4.1,6.184
1133.64032N,12228.61861E,53,4.2,6.186
1133.64032N,12228.61861E,53,4.3,6.179
1133.64032N,12228.61861E,53,4.4,6.177
1133.64032N,12228.61861E,53,4.5,6.182
1133.64032N,12228.61861E,53,4.6,6.157
1133.64032N,12228.61861E,53,4.7,6.125
1133.64032N,12228.61861E,53,4.8,6.077
1133.64032N,12228.61861E,53,4.9,6.051
1133.64032N,12228.61861E,53,5.0,6.026
1133.64032N,12228.61861E,53,5.1,6.022
1133.64032N,12228.61861E,53,5.2,6.017
1133.64032N,12228.61861E,53,5.3,6.011
1133.64032N,12228.61861E,53,5.4,6.021
1133.64032N,12228.61861E,53,5.5,6.026
1133.64032N,12228.61861E,53,5.6,6.021
1133.64032N,12228.61861E,53,5.7,6.023
1133.64032N,12228.61861E,53,5.8,6.006
1133.64032N,12228.61861E,53,5.9,5.999
1133.64032N,12228.61861E,53,6.0,5.981
1133.64032N,12228.61861E,53,6.1,5.956
1133.64032N,12228.61861E,53,6.2,5.937
1133.64032N,12228.61861E,53,6.3,5.94
1133.64032N,12228.61861E,53,6.4,5.941
1133.64032N,12228.61861E,53,6.5,5.912
1133.64032N,12228.61861E,53,6.6,5.906
1133.64032N,12228.61861E,53,6.7,5.899
1133.64032N,12228.61861E,53,6.8,5.895
1133.64032N,12228.61861E,53,6.9,5.886
1133.64032N,12228.61861E,53,7.0,5.888
1133.64032N,12228.61861E,53,7.1,5.884
1133.64032N,12228.61861E,53,7.2,5.88
1133.64032N,12228.61861E,53,7.3,5.881
1133.64032N,12228.61861E,53,7.4,5.872
1133.64032N,12228.61861E,53,7.5,5.894
1133.64032N,12228.61861E,53,7.6,5.899
1133.64032N,12228.61861E,53,7.7,5.89
1133.64032N,12228.61861E,53,7.8,5.89
1133.64032N,12228.61861E,53,7.9,5.891
1133.64032N,12228.61861E,53,8.0,5.893
1133.64032N,12228.61861E,53,8.1,5.894
1133.64032N,12228.61861E,53,8.2,5.884
1133.64032N,12228.61861E,53,8.3,5.864
1133.64032N,12228.61861E,53,8.4,5.846
1133.64032N,12228.61861E,53,8.5,5.809
1133.64032N,12228.61861E,53,8.6,5.78
1133.64032N,12228.61861E,53,8.7,5.77
1133.64032N,12228.61861E,53,8.8,5.767
1133.64032N,12228.61861E,53,8.9,5.763
1133.64032N,12228.61861E,53,9.0,5.763
1133.64032N,12228.61861E,53,9.1,5.756
1133.64032N,12228.61861E,53,9.2,5.722
1133.64032N,12228.61861E,53,9.3,5.684
1133.64032N,12228.61861E,53,9.4,5.674
1133.64032N,12228.61861E,53,9.5,5.669
1133.64032N,12228.61861E,53,9.6,5.671
1133.64032N,12228.61861E,53,9.7,5.665
1133.64032N,12228.61861E,53,9.8,5.664
1133.64032N,12228.61861E,53,9.9,5.655
1133.64032N,12228.61861E,53,10.0,5.63
1133.64032N,12228.61861E,53,10.1,5.622
1133.64032N,12228.61861E,53,10.2,5.603
1133.64032N,12228.61861E,53,10.3,5.553
1133.64032N,12228.61861E,53,10.4,5.537
1133.64032N,12228.61861E,53,10.5,5.508
1133.64032N,12228.61861E,53,10.6,5.476
1133.64032N,12228.61861E,53,10.7,5.483
1133.64032N,12228.61861E,53,10.8,5.487
1133.64032N,12228.61861E,53,10.9,5.482
1133.64032N,12228.61861E,53,11.0,5.481
1133.64032N,12228.61861E,53,11.1,5.481
1133.64032N,12228.61861E,53,11.2,5.484
1133.64032N,12228.61861E,53,11.3,5.496
1133.64032N,12228.61861E,53,11.4,5.507
1133.64032N,12228.61861E,53,11.5,5.509
1139.22444N,12223.60183E,62,0.0,3.783
1139.22444N,12223.60183E,62,0.1,3.759
1139.22444N,12223.60183E,62,0.2,3.754
1139.22444N,12223.60183E,62,0.3,3.737
1139.22444N,12223.60183E,62,0.4,3.619
1139.22444N,12223.60183E,62,0.5,3.618
1139.22444N,12223.60183E,62,0.6,3.584
1139.22444N,12223.60183E,62,0.7,3.541
1139.22444N,12223.60183E,62,0.8,3.507
1139.22444N,12223.60183E,62,0.9,3.485
1139.22444N,12223.60183E,62,1.0,3.478
1139.22444N,12223.60183E,62,1.1,3.482
1139.22444N,12223.60183E,62,1.2,3.481
1134.81144N,12227.49905E,57,0.0,6.187
1134.81144N,12227.49905E,57,0.1,6.085
1134.81144N,12227.49905E,57,0.2,6.045
1139.03183N,12224.10410E,63,0.0,5.718
1139.03183N,12224.10410E,63,0.1,5.67
1139.03183N,12224.10410E,63,0.2,5.653
1139.03183N,12224.10410E,63,0.3,5.633
1139.03183N,12224.10410E,63,0.4,5.446
1139.03183N,12224.10410E,63,0.5,5.368
1139.03183N,12224.10410E,63,0.6,5.084
1139.03183N,12224.10410E,63,0.7,5.004
1139.03183N,12224.10410E,63,0.8,4.965
1139.03183N,12224.10410E,63,0.9,4.816
1139.03183N,12224.10410E,63,1.0,4.75
1139.03183N,12224.10410E,63,1.1,4.664
1139.03183N,12224.10410E,63,1.2,4.605
1139.03183N,12224.10410E,63,1.3,4.567
1139.03183N,12224.10410E,63,1.4,4.312
1139.03183N,12224.10410E,63,1.5,4.14
1133.86519N,12227.80964E,54,0.0,6.358
1133.86519N,12227.80964E,54,0.1,6.352
1133.86519N,12227.80964E,54,0.2,6.343
1133.86519N,12227.80964E,54,0.3,6.343
1133.86519N,12227.80964E,54,0.4,6.322
1133.86519N,12227.80964E,54,0.5,6.3
1133.86519N,12227.80964E,54,0.6,6.202
1133.86519N,12227.80964E,54,0.7,6.147
1133.86519N,12227.80964E,54,0.8,6.115
1133.86519N,12227.80964E,54,0.9,6.076
1133.86519N,12227.80964E,54,1.0,5.985
1133.86519N,12227.80964E,54,1.1,5.912
1133.86519N,12227.80964E,54,1.2,5.832
1133.86519N,12227.80964E,54,1.3,5.776
1133.86519N,12227.80964E,54,1.4,5.648
1133.86519N,12227.80964E,54,1.5,5.582
1133.86519N,12227.80964E,54,1.6,5.583
1133.86519N,12227.80964E,54,1.7,5.603
1133.86519N,12227.80964E,54,1.8,5.728
1133.86519N,12227.80964E,54,1.9,5.975
1138.94211N,12225.21185E,51,0.0,6.691
1138.94211N,12225.21185E,51,0.1,6.681
1138.94211N,12225.21185E,51,0.2,6.681
1138.94211N,12225.21185E,51,0.3,6.665
1138.94211N,12225.21185E,51,0.4,6.513
1138.94211N,12225.21185E,51,0.5,6.474
1138.94211N,12225.21185E,51,0.6,6.411
1138.94211N,12225.21185E,51,0.7,6.348
1138.94211N,12225.21185E,51,0.8,6.358
1138.94211N,12225.21185E,51,0.9,6.351
1138.94211N,12225.21185E,51,1.0,6.462
1138.94211N,12225.21185E,51,1.1,6.581
1138.94211N,12225.21185E,51,1.2,6.627
1138.94211N,12225.21185E,51,1.3,6.695
1138.94211N,12225.21185E,51,1.4,6.716
1138.94211N,12225.21185E,51,1.5,6.474
1138.94211N,12225.21185E,51,1.6,6.411
1138.94211N,12225.21185E,51,1.7,6.44
1138.94211N,12225.21185E,51,1.8,6.427
1138.94211N,12225.21185E,51,1.9,6.215
1138.94211N,12225.21185E,51,2.0,6.032
1138.94211N,12225.21185E,51,2.1,5.897
1138.94211N,12225.21185E,51,2.2,5.624
1138.94211N,12225.21185E,51,2.3,5.475
1138.94211N,12225.21185E,51,2.4,5.387
1138.94211N,12225.21185E,51,2.5,5.076
1138.94211N,12225.21185E,51,2.6,4.934
1138.94211N,12225.21185E,51,2.7,4.861
1138.94211N,12225.21185E,51,2.8,4.845
1138.94211N,12225.21185E,51,2.9,4.766
1138.94211N,12225.21185E,51,3.0,4.686
1138.94211N,12225.21185E,51,3.1,4.671
1138.94211N,12225.21185E,51,3.2,4.634
1138.94211N,12225.21185E,51,3.3,4.586
1138.94211N,12225.21185E,51,3.4,4.582
1138.94211N,12225.21185E,51,3.5,4.571
1138.94211N,12225.21185E,51,3.6,4.508
1138.94211N,12225.21185E,51,3.7,4.436
1138.94211N,12225.21185E,51,3.8,4.429
1138.94211N,12225.21185E,51,3.9,4.414
1138.94211N,12225.21185E,51,4.0,4.391
1138.94211N,12225.21185E,51,4.1,4.384
1138.94211N,12225.21185E,51,4.2,4.382
1138.94211N,12225.21185E,51,4.3,4.387
1138.94211N,12225.21185E,51,4.4,4.389
1138.94211N,12225.21185E,51,4.5,4.373
1138.94211N,12225.21185E,51,4.6,4.343
1138.94211N,12225.21185E,51,4.7,4.309
1138.94211N,12225.21185E,51,4.8,4.304
1138.94211N,12225.21185E,51,4.9,4.299
1138.94211N,12225.21185E,51,5.0,4.296
1138.94211N,12225.21185E,51,5.1,4.286
1138.94211N,12225.21185E,51,5.2,4.268
1138.94211N,12225.21185E,51,5.3,4.267
1138.94211N,12225.21185E,51,5.4,4.264
1138.94211N,12225.21185E,51,5.5,4.251
1138.94211N,12225.21185E,51,5.6,4.247
1138.94211N,12225.21185E,51,5.7,4.248
1138.94211N,12225.21185E,51,5.8,4.244
1138.94211N,12225.21185E,51,5.9,4.243
1138.94211N,12225.21185E,51,6.0,4.238
1138.94211N,12225.21185E,51,6.1,4.234
1138.94211N,12225.21185E,51,6.2,4.232
1138.94211N,12225.21185E,51,6.3,4.223
1138.94211N,12225.21185E,51,6.4,4.217
1138.94211N,12225.21185E,51,6.5,4.199
1138.94211N,12225.21185E,51,6.6,4.194
1138.94211N,12225.21185E,51,6.7,4.171
1138.94211N,12225.21185E,51,6.8,4.166
1138.94211N,12225.21185E,51,6.9,4.163
1138.94211N,12225.21185E,51,7.0,4.158
1138.94211N,12225.21185E,51,7.1,4.155
1138.94211N,12225.21185E,51,7.2,4.136
1138.94211N,12225.21185E,51,7.3,4.132
1138.94211N,12225.21185E,51,7.4,4.132
1138.94211N,12225.21185E,51,7.5,4.128
1138.94211N,12225.21185E,51,7.6,4.127
1138.94211N,12225.21185E,51,7.7,4.126
1134.40096N,12227.06968E,56,0.0,6.472
1134.40096N,12227.06968E,56,0.1,6.461
1134.40096N,12227.06968E,56,0.2,6.453
1134.40096N,12227.06968E,56,0.3,6.445
1134.40096N,12227.06968E,56,0.4,6.425
1134.40096N,12227.06968E,56,0.5,6.368
1134.40096N,12227.06968E,56,0.6,6.259
1134.40096N,12227.06968E,56,0.7,5.78
1134.40096N,12227.06968E,56,0.8,5.559
1134.40096N,12227.06968E,56,0.9,5.025
1134.40096N,12227.06968E,56,1.0,4.673
1134.40096N,12227.06968E,56,1.1,4.211
1134.40096N,12227.06968E,56,1.2,4.039
1134.40096N,12227.06968E,56,1.3,4.011
1134.40096N,12227.06968E,56,1.4,4.004
1134.40096N,12227.06968E,56,1.5,4.108
1138.70314N,12224.47594E,64,0.0,5.706
1138.70314N,12224.47594E,64,0.1,5.715
1138.70314N,12224.47594E,64,0.2,5.712
1138.70314N,12224.47594E,64,0.3,5.7
1138.70314N,12224.47594E,64,0.4,5.704
1138.70314N,12224.47594E,64,0.5,5.723
1138.70314N,12224.47594E,64,0.6,5.879
1138.70314N,12224.47594E,64,0.7,5.93
1138.70314N,12224.47594E,64,0.8,5.956
1138.70314N,12224.47594E,64,0.9,5.818
1138.70314N,12224.47594E,64,1.0,5.765
1138.70314N,12224.47594E,64,1.1,5.75
1138.70314N,12224.47594E,64,1.2,5.643
1138.70314N,12224.47594E,64,1.3,5.52
1138.70314N,12224.47594E,64,1.4,5.426
1138.70314N,12224.47594E,64,1.5,5.011
1138.70314N,12224.47594E,64,1.6,4.82
1138.70314N,12224.47594E,64,1.7,4.426
1138.70314N,12224.47594E,64,1.8,3.816
1138.70314N,12224.47594E,64,1.9,3.603
1138.70314N,12224.47594E,64,2.0,3.497
1138.70314N,12224.47594E,64,2.1,3.396
1138.70314N,12224.47594E,64,2.2,3.363
1138.70314N,12224.47594E,64,2.3,3.53
1138.70314N,12224.47594E,64,2.4,3.696
1138.70314N,12224.47594E,64,2.5,3.782
1133.69484N,12227.49631E,55,0.0,5.685
1133.69484N,12227.49631E,55,0.1,5.681
1133.69484N,12227.49631E,55,0.2,5.682
1133.69484N,12227.49631E,55,0.3,5.693
1133.69484N,12227.49631E,55,0.4,5.643
1133.69484N,12227.49631E,55,0.5,5.639
1133.69484N,12227.49631E,55,0.6,5.6
1133.69484N,12227.49631E,55,0.7,5.574
1133.69484N,12227.49631E,55,0.8,5.462
1133.69484N,12227.49631E,55,0.9,5.224
1133.69484N,12227.49631E,55,1.0,5.045
1133.69484N,12227.49631E,55,1.1,4.687
1133.69484N,12227.49631E,55,1.2,4.582
1133.69484N,12227.49631E,55,1.3,4.521
1133.69484N,12227.49631E,55,1.4,4.489
1138.15047N,12224.50486E,68,0.0,5.774
1138.15047N,12224.50486E,68,0.1,5.76
1138.15047N,12224.50486E,68,0.2,5.751
1138.15047N,12224.50486E,68,0.3,5.633
1138.15047N,12224.50486E,68,0.4,5.458
1138.15047N,12224.50486E,68,0.5,5.313
1138.15047N,12224.50486E,68,0.6,4.684
1138.15047N,12224.50486E,68,0.7,4.211
1138.15047N,12224.50486E,68,0.8,3.796
1138.15047N,12224.50486E,68,0.9,3.382
1138.15047N,12224.50486E,68,1.0,3.408
1138.15047N,12224.50486E,68,1.1,3.491
1138.15047N,12224.50486E,68,1.2,3.54
1138.15047N,12224.50486E,68,1.3,3.759
1138.15047N,12224.50486E,68,1.4,3.874
1138.15047N,12224.50486E,68,1.5,3.877
1138.15047N,12224.50486E,68,1.6,3.874
1138.15047N,12224.50486E,68,1.7,3.834
1138.14322N,12223.84470E,66,0.0,7.072
1138.14322N,12223.84470E,66,0.1,7.063
1138.14322N,12223.84470E,66,0.2,7.073
1138.14322N,12223.84470E,66,0.3,6.994
1138.14322N,12223.84470E,66,0.4,6.965
1138.14322N,12223.84470E,66,0.5,6.933
1138.14322N,12223.84470E,66,0.6,6.619
1138.14322N,12223.84470E,66,0.7,6.416
1138.14322N,12223.84470E,66,0.8,5.888
1138.14322N,12223.84470E,66,0.9,5.485
1138.14322N,12223.84470E,66,1.0,5.037
1138.14322N,12223.84470E,66,1.1,4.772
1138.14322N,12223.84470E,66,1.2,4.674
1138.14322N,12223.84470E,66,1.3,4.467
1138.07680N,12224.71435E,69,0.0,6.08
1138.07680N,12224.71435E,69,0.1,6.077
1138.07680N,12224.71435E,69,0.2,6.076
1138.07680N,12224.71435E,69,0.3,6.058
1138.07680N,12224.71435E,69,0.4,5.817
1138.07680N,12224.71435E,69,0.5,5.49
1138.07680N,12224.71435E,69,0.6,5.245
1138.07680N,12224.71435E,69,0.7,5.142
1138.07680N,12224.71435E,69,0.8,4.94
1138.07680N,12224.71435E,69,0.9,4.739
1138.07680N,12224.71435E,69,1.0,4.498
1138.07680N,12224.71435E,69,1.1,4.427
1138.07680N,12224.71435E,69,1.2,4.336
1138.14993N,12223.51256E,67,0.0,5.121
1138.14993N,12223.51256E,67,0.1,5.119
1138.14993N,12223.51256E,67,0.2,5.144
1138.14993N,12223.51256E,67,0.3,5.116
1138.14993N,12223.51256E,67,0.4,5.031
1138.14993N,12223.51256E,67,0.5,4.904
1138.14993N,12223.51256E,67,0.6,4.278
1138.14993N,12223.51256E,67,0.7,4.27
1138.14993N,12223.51256E,67,0.8,4.192
1138.14993N,12223.51256E,67,0.9,4.083
1138.14993N,12223.51256E,67,1.0,3.966
1138.14993N,12223.51256E,67,1.1,3.917
1138.14993N,12223.51256E,67,1.2,3.849
1138.14993N,12223.51256E,67,1.3,3.795
1138.14993N,12223.51256E,67,1.4,3.755
1138.14993N,12223.51256E,67,1.5,3.703
1138.14993N,12223.51256E,67,1.6,3.839
1138.14993N,12223.51256E,67,1.7,3.9
1138.14993N,12223.51256E,67,1.8,3.906
1138.14993N,12223.51256E,67,1.9,3.962
1138.14993N,12223.51256E,67,2.0,4.031
1138.14993N,12223.51256E,67,2.1,4.11
1138.14993N,12223.51256E,67,2.2,4.174
1139.30569N,12225.36556E,71,0.0,5.323
1139.30569N,12225.36556E,71,0.1,5.302
1139.30569N,12225.36556E,71,0.2,5.29
1139.30569N,12225.36556E,71,0.3,5.177
1139.30569N,12225.36556E,71,0.4,5.156
1139.30569N,12225.36556E,71,0.5,5.128
1139.30569N,12225.36556E,71,0.6,5.091
1139.30569N,12225.36556E,71,0.7,5.077
1139.30569N,12225.36556E,71,0.8,5.069
1139.30569N,12225.36556E,71,0.9,5.046
1139.30569N,12225.36556E,71,1.0,5.057
1139.30569N,12225.36556E,71,1.1,5.039
1139.30569N,12225.36556E,71,1.2,5.022
1139.30569N,12225.36556E,71,1.3,4.998
1139.30569N,12225.36556E,71,1.4,4.957
1139.30569N,12225.36556E,71,1.5,4.953
1139.30569N,12225.36556E,71,1.6,4.916
1139.30569N,12225.36556E,71,1.7,4.905
1139.30569N,12225.36556E,71,1.8,4.886
1139.30569N,12225.36556E,71,1.9,4.878
1137.50336N,12225.56054E,70,0.0,5.712
1137.50336N,12225.56054E,70,0.1,5.717
1137.50336N,12225.56054E,70,0.2,5.717
1137.50336N,12225.56054E,70,0.3,5.709
1137.50336N,12225.56054E,70,0.4,5.686
1137.50336N,12225.56054E,70,0.5,5.69
1137.50336N,12225.56054E,70,0.6,5.709
1137.50336N,12225.56054E,70,0.7,5.756
1137.50336N,12225.56054E,70,0.8,5.781
1137.50336N,12225.56054E,70,0.9,5.79
1137.50336N,12225.56054E,70,1.0,5.782
1137.50336N,12225.56054E,70,1.1,5.797
1137.50336N,12225.56054E,70,1.2,5.796
1137.50336N,12225.56054E,70,1.3,5.778
1137.50336N,12225.56054E,70,1.4,5.565
1137.50336N,12225.56054E,70,1.5,5.321
1137.50336N,12225.56054E,70,1.6,5.242
1137.50336N,12225.56054E,70,1.7,5.145
1137.50336N,12225.56054E,70,1.8,5.05
1137.50336N,12225.56054E,70,1.9,5.057
1137.50336N,12225.56054E,70,2.0,5.108
1137.50336N,12225.56054E,70,2.1,5.105
1137.50336N,12225.56054E,70,2.2,5.115
1137.50336N,12225.56054E,70,2.3,5.112
1137.50336N,12225.56054E,70,2.4,5.102
1137.50336N,12225.56054E,70,2.5,5.094
1137.50336N,12225.56054E,70,2.6,5.078
1137.50336N,12225.56054E,70,2.7,5.073
1137.50336N,12225.56054E,70,2.8,5.088
1137.50336N,12225.56054E,70,2.9,5.091
1137.50336N,12225.56054E,70,3.0,5.089
1137.50336N,12225.56054E,70,3.1,5.092
1137.50336N,12225.56054E,70,3.2,5.096
1137.50336N,12225.56054E,70,3.3,5.103
1137.50336N,12225.56054E,70,3.4,5.101
1137.50336N,12225.56054E,70,3.5,5.1
1137.50336N,12225.56054E,70,3.6,5.102
1137.50336N,12225.56054E,70,3.7,5.091
1137.50336N,12225.56054E,70,3.8,5.089
1138.55643N,12224.02800E,65,0.0,6.601
1138.55643N,12224.02800E,65,0.1,6.628
1138.55643N,12224.02800E,65,0.2,6.67
1138.55643N,12224.02800E,65,0.3,6.709
1138.55643N,12224.02800E,65,0.4,6.7
1138.55643N,12224.02800E,65,0.5,6.667
1138.55643N,12224.02800E,65,0.6,6.659
1138.55643N,12224.02800E,65,0.7,6.543
1138.55643N,12224.02800E,65,0.8,6.519
1138.55643N,12224.02800E,65,0.9,5.954
1138.55643N,12224.02800E,65,1.0,5.841
1138.55643N,12224.02800E,65,1.1,5.748
1138.55643N,12224.02800E,65,1.2,4.926
1138.55643N,12224.02800E,65,1.3,4.574
1138.55643N,12224.02800E,65,1.4,4.477
1138.55643N,12224.02800E,65,1.5,4.052
1138.55643N,12224.02800E,65,1.6,3.545
1138.15395N,12223.50525E,67C,0.0,5.574
1138.15395N,12223.50525E,67C,0.1,5.577
1138.15395N,12223.50525E,67C,0.2,5.565
1138.15395N,12223.50525E,67C,0.3,5.557
1138.15395N,12223.50525E,67C,0.4,5.508
1138.15395N,12223.50525E,67C,0.5,5.227
1138.15395N,12223.50525E,67C,0.6,5.051
1138.15395N,12223.50525E,67C,0.7,4.872
1138.15395N,12223.50525E,67C,0.8,4.719
1138.15395N,12223.50525E,67C,0.9,4.624
1138.15395N,12223.50525E,67C,1.0,4.598
1138.15395N,12223.50525E,67C,1.1,4.595
1138.15395N,12223.50525E,67C,1.2,4.586
1138.15395N,12223.50525E,67C,1.3,4.558
1134.3998N,12227.0678E,4,0.015,5.995
1134.3998N,12227.0678E,4,0.017,5.987
1134.3998N,12227.0678E,4,0.02,5.977
1134.3998N,12227.0678E,4,0.02,5.97
1134.3998N,12227.0678E,4,0.02,5.971
1134.3998N,12227.0678E,4,0.021,5.967
1134.3998N,12227.0678E,4,0.018,5.967
1134.3998N,12227.0678E,4,0.019,5.971
1134.3998N,12227.0678E,4,0.022,5.962
1134.3998N,12227.0678E,4,0.025,5.964
1134.3998N,12227.0678E,4,0.03,5.966
1134.3998N,12227.0678E,4,0.034,5.964
1134.3998N,12227.0678E,4,0.037,5.964
1134.3998N,12227.0678E,4,0.039,5.962
1134.3998N,12227.0678E,4,0.037,5.964
1134.3998N,12227.0678E,4,0.039,5.958
1134.3998N,12227.0678E,4,0.039,5.951
1134.3998N,12227.0678E,4,0.039,5.953
1134.3998N,12227.0678E,4,0.037,5.952
1134.3998N,12227.0678E,4,0.034,5.948
1134.3998N,12227.0678E,4,0.033,5.948
1134.3998N,12227.0678E,4,0.031,5.947
1134.3998N,12227.0678E,4,0.031,5.952
1134.3998N,12227.0678E,4,0.033,5.95
1134.3998N,12227.0678E,4,0.035,5.95
1134.3998N,12227.0678E,4,0.043,5.947
1134.3998N,12227.0678E,4,0.052,5.951
1134.3998N,12227.0678E,4,0.061,5.953
1134.3998N,12227.0678E,4,0.07,5.951
1134.3998N,12227.0678E,4,0.078,5.945
1134.3998N,12227.0678E,4,0.083,5.952
1134.3998N,12227.0678E,4,0.083,5.952
1134.3998N,12227.0678E,4,0.092,5.944
1134.3998N,12227.0678E,4,0.102,5.939
1134.3998N,12227.0678E,4,0.11,5.943
1134.3998N,12227.0678E,4,0.117,5.939
1134.3998N,12227.0678E,4,0.12,5.94
1134.3998N,12227.0678E,4,0.121,5.944
1134.3998N,12227.0678E,4,0.121,5.938
1134.3998N,12227.0678E,4,0.119,5.931
1134.3998N,12227.0678E,4,0.117,5.933
1134.3998N,12227.0678E,4,0.116,5.936
1134.3998N,12227.0678E,4,0.117,5.937
1134.3998N,12227.0678E,4,0.122,5.931
1134.3998N,12227.0678E,4,0.127,5.939
1134.3998N,12227.0678E,4,0.132,5.941
1134.3998N,12227.0678E,4,0.138,5.942
1134.3998N,12227.0678E,4,0.143,5.946
1134.3998N,12227.0678E,4,0.151,5.951
1134.3998N,12227.0678E,4,0.159,5.946
1134.3998N,12227.0678E,4,0.164,5.947
1134.3998N,12227.0678E,4,0.17,5.953
1134.3998N,12227.0678E,4,0.173,5.963
1134.3998N,12227.0678E,4,0.177,6.017
1134.3998N,12227.0678E,4,0.183,6.125
1134.3998N,12227.0678E,4,0.189,6.124
1134.3998N,12227.0678E,4,0.195,6.107
1134.3998N,12227.0678E,4,0.203,5.874
1134.3998N,12227.0678E,4,0.208,5.367
1134.3998N,12227.0678E,4,0.212,4.814
1134.3998N,12227.0678E,4,0.216,4.298
1134.3998N,12227.0678E,4,0.218,3.814
1134.3998N,12227.0678E,4,0.22,3.388
1134.3998N,12227.0678E,4,0.221,3.034
1134.3998N,12227.0678E,4,0.223,2.718
1134.3998N,12227.0678E,4,0.225,2.435
1134.3998N,12227.0678E,4,0.227,2.174
1134.3998N,12227.0678E,4,0.23,1.925
1134.3998N,12227.0678E,4,0.233,1.696
1134.3998N,12227.0678E,4,0.235,1.484
1134.3998N,12227.0678E,4,0.238,1.293
1134.3998N,12227.0678E,4,0.238,1.132
1134.3998N,12227.0678E,4,0.238,0.992
1134.3998N,12227.0678E,4,0.239,0.872
1134.3998N,12227.0678E,4,0.24,0.768
1134.3998N,12227.0678E,4,0.242,0.675
1134.3998N,12227.0678E,4,0.245,0.595
1134.3998N,12227.0678E,4,0.25,0.522
1134.3998N,12227.0678E,4,0.254,0.459
1134.3998N,12227.0678E,4,0.254,0.405
1134.3998N,12227.0678E,4,0.256,0.357
1134.3998N,12227.0678E,4,0.258,0.316
1134.3998N,12227.0678E,4,0.262,0.28
1134.3998N,12227.0678E,4,0.266,0.254
1134.3998N,12227.0678E,4,0.268,0.394
1134.3998N,12227.0678E,4,0.273,0.857
1134.3998N,12227.0678E,4,0.274,1.424
1134.3998N,12227.0678E,4,0.276,1.945
1134.3998N,12227.0678E,4,0.281,2.38
1134.3998N,12227.0678E,4,0.285,2.709
1134.3998N,12227.0678E,4,0.288,2.967
1134.3998N,12227.0678E,4,0.288,2.967
1134.3998N,12227.0678E,4,0.294,3.174
1134.3998N,12227.0678E,4,0.296,3.342
1134.3998N,12227.0678E,4,0.302,3.493
1134.3998N,12227.0678E,4,0.305,3.62
1134.3998N,12227.0678E,4,0.308,3.738
1134.3998N,12227.0678E,4,0.312,3.849
1134.3998N,12227.0678E,4,0.317,3.944
1134.3998N,12227.0678E,4,0.32,4.031
1134.3998N,12227.0678E,4,0.322,4.108
1134.3998N,12227.0678E,4,0.323,4.18
1134.3998N,12227.0678E,4,0.322,4.249
1134.3998N,12227.0678E,4,0.324,4.311
1134.3998N,12227.0678E,4,0.322,4.361
1134.3998N,12227.0678E,4,0.324,4.414
1134.3998N,12227.0678E,4,0.324,4.458
1134.3998N,12227.0678E,4,0.322,4.501
1134.3998N,12227.0678E,4,0.323,4.544
1134.3998N,12227.0678E,4,0.322,4.577
1134.3998N,12227.0678E,4,0.323,4.615
1134.3998N,12227.0678E,4,0.323,4.651
1134.3998N,12227.0678E,4,0.322,4.676
1134.3998N,12227.0678E,4,0.322,4.708
