Latitude,Longitude,Comment,Depth,G&G-DO
1135.91983N,12230.01246E,10,1.365,6.719
1135.91983N,12230.01246E,10,1.371,6.72
1135.91983N,12230.01246E,10,1.387,6.725
1135.91983N,12230.01246E,10,1.408,6.725
1135.91983N,12230.01246E,10,1.419,6.722
1135.91983N,12230.01246E,10,1.432,6.722
1135.91983N,12230.01246E,10,1.444,6.72
1135.91983N,12230.01246E,10,1.455,6.717
1135.91983N,12230.01246E,10,1.455,6.717
1135.91983N,12230.01246E,10,1.467,6.718
1135.91983N,12230.01246E,10,1.478,6.726
1136.15682N,12230.57246E,9,-0.022,7.074
1136.15682N,12230.57246E,9,-0.011,7.077
1136.15682N,12230.57246E,9,0.004,7.078
1136.15682N,12230.57246E,9,0.022,7.063
1136.15682N,12230.57246E,9,0.037,7.044
1136.15682N,12230.57246E,9,0.055,7.033
1136.15682N,12230.57246E,9,0.071,7.034
1136.15682N,12230.57246E,9,0.083,7.039
1136.15682N,12230.57246E,9,0.094,7.038
1136.15682N,12230.57246E,9,0.103,7.035
1136.15682N,12230.57246E,9,0.115,7.023
1136.15682N,12230.57246E,9,0.132,7.013
1136.15682N,12230.57246E,9,0.154,7.0
1136.15682N,12230.57246E,9,0.179,6.994
1136.15682N,12230.57246E,9,0.21,6.987
1136.15682N,12230.57246E,9,0.236,6.98
1136.15682N,12230.57246E,9,0.263,6.967
1136.15682N,12230.57246E,9,0.284,6.963
1136.15682N,12230.57246E,9,0.304,6.952
1136.15682N,12230.57246E,9,0.324,6.941
1136.15682N,12230.57246E,9,0.343,6.935
1136.15682N,12230.57246E,9,0.365,6.914
1136.15682N,12230.57246E,9,0.385,6.893
1136.15682N,12230.57246E,9,0.407,6.884
1136.15682N,12230.57246E,9,0.425,6.865
1136.15682N,12230.57246E,9,0.44,6.86
1136.15682N,12230.57246E,9,0.452,6.859
1136.15682N,12230.57246E,9,0.468,6.849
1136.15682N,12230.57246E,9,0.487,6.842
1136.15682N,12230.57246E,9,0.511,6.841
1136.15682N,12230.57246E,9,0.533,6.833
1136.15682N,12230.57246E,9,0.533,6.833
1136.15682N,12230.57246E,9,0.554,6.83
1136.15682N,12230.57246E,9,0.574,6.833
1136.15682N,12230.57246E,9,0.591,6.838
1136.15682N,12230.57246E,9,0.613,6.838
1136.15682N,12230.57246E,9,0.644,6.834
1136.15682N,12230.57246E,9,0.681,6.835
1136.15682N,12230.57246E,9,0.727,6.832
1136.15682N,12230.57246E,9,0.777,6.832
1136.15682N,12230.57246E,9,0.832,6.832
1136.15682N,12230.57246E,9,0.893,6.832
1136.15682N,12230.57246E,9,0.956,6.835
1136.15682N,12230.57246E,9,1.012,6.83
1136.15682N,12230.57246E,9,1.061,6.835
1136.15682N,12230.57246E,9,1.105,6.84
1136.15682N,12230.57246E,9,1.13,6.83
1136.15682N,12230.57246E,9,1.139,6.836
1136.15682N,12230.57246E,9,1.149,6.85
1136.15682N,12230.57246E,9,1.138,6.852
1136.15682N,12230.57246E,9,1.14,6.863
1136.15682N,12230.57246E,9,1.143,6.863
1136.15682N,12230.57246E,9,1.152,6.863
1136.15682N,12230.57246E,9,1.166,6.863
1136.15682N,12230.57246E,9,1.179,6.879
1136.15682N,12230.57246E,9,1.193,6.884
1136.15682N,12230.57246E,9,1.203,6.881
1136.15682N,12230.57246E,9,1.214,6.893
1136.15682N,12230.57246E,9,1.227,6.891
1136.15682N,12230.57246E,9,1.238,6.898
1136.15682N,12230.57246E,9,1.246,6.903
1136.15682N,12230.57246E,9,1.259,6.887
1136.15682N,12230.57246E,9,1.265,6.88
1136.15682N,12230.57246E,9,1.277,6.874
1136.15682N,12230.57246E,9,1.298,6.87
1136.15682N,12230.57246E,9,1.314,6.873
1136.15682N,12230.57246E,9,1.337,6.874
1136.15682N,12230.57246E,9,1.353,6.867
1136.15682N,12230.57246E,9,1.367,6.859
1136.15682N,12230.57246E,9,1.376,6.854
1136.15682N,12230.57246E,9,1.38,6.852
1136.15682N,12230.57246E,9,1.386,6.84
1136.15682N,12230.57246E,9,1.386,6.831
1136.15682N,12230.57246E,9,1.39,6.84
1136.15682N,12230.57246E,9,1.393,6.835
1136.15682N,12230.57246E,9,1.401,6.829
1136.15682N,12230.57246E,9,1.411,6.823
1136.15682N,12230.57246E,9,1.428,6.822
1136.15682N,12230.57246E,9,1.451,6.817
1136.15682N,12230.57246E,9,1.48,6.815
1136.15682N,12230.57246E,9,1.511,6.815
1136.15682N,12230.57246E,9,1.54,6.813
1136.15682N,12230.57246E,9,1.565,6.809
1136.15682N,12230.57246E,9,1.589,6.805
1136.15682N,12230.57246E,9,1.606,6.806
1136.15682N,12230.57246E,9,1.621,6.805
1136.15682N,12230.57246E,9,1.639,6.801
1136.15682N,12230.57246E,9,1.655,6.807
1136.15682N,12230.57246E,9,1.655,6.807
1136.15682N,12230.57246E,9,1.672,6.798
1136.15682N,12230.57246E,9,1.683,6.795
1136.15682N,12230.57246E,9,1.691,6.794
1136.15682N,12230.57246E,9,1.7,6.807
1136.15682N,12230.57246E,9,1.708,6.796
1136.15682N,12230.57246E,9,1.722,6.795
1136.15682N,12230.57246E,9,1.741,6.802
1136.15682N,12230.57246E,9,1.767,6.797
1136.15682N,12230.57246E,9,1.797,6.787
1136.15682N,12230.57246E,9,1.828,6.781
1136.15682N,12230.57246E,9,1.857,6.791
1136.15682N,12230.57246E,9,1.883,6.781
1136.15682N,12230.57246E,9,1.903,6.777
1136.15682N,12230.57246E,9,1.92,6.776
1136.15682N,12230.57246E,9,1.935,6.774
1136.15682N,12230.57246E,9,1.945,6.769
1136.15682N,12230.57246E,9,1.958,6.757
1136.15682N,12230.57246E,9,1.976,6.751
1136.15682N,12230.57246E,9,1.994,6.744
1136.15682N,12230.57246E,9,2.019,6.734
1136.15682N,12230.57246E,9,2.045,6.724
1136.15682N,12230.57246E,9,2.071,6.716
1136.15682N,12230.57246E,9,2.098,6.714
1136.15682N,12230.57246E,9,2.121,6.709
1136.15682N,12230.57246E,9,2.142,6.705
1136.15682N,12230.57246E,9,2.168,6.704
1136.15682N,12230.57246E,9,2.185,6.699
1136.15682N,12230.57246E,9,2.204,6.692
1136.15682N,12230.57246E,9,2.215,6.693
1136.15682N,12230.57246E,9,2.228,6.692
1136.15682N,12230.57246E,9,2.243,6.687
1136.15682N,12230.57246E,9,2.26,6.686
1136.15682N,12230.57246E,9,2.28,6.685
1136.15682N,12230.57246E,9,2.297,6.682
1136.15682N,12230.57246E,9,2.309,6.687
1136.15682N,12230.57246E,9,2.33,6.69
1136.15682N,12230.57246E,9,2.362,6.678
1136.15682N,12230.57246E,9,2.398,6.676
1136.15682N,12230.57246E,9,2.437,6.673
1136.15682N,12230.57246E,9,2.462,6.673
1136.15682N,12230.57246E,9,2.475,6.673
1136.15682N,12230.57246E,9,2.485,6.677
1136.15682N,12230.57246E,9,2.479,6.679
1136.15682N,12230.57246E,9,2.479,6.68
1136.15682N,12230.57246E,9,2.485,6.682
1136.15682N,12230.57246E,9,2.495,6.679
1136.15682N,12230.57246E,9,2.513,6.674
1136.15682N,12230.57246E,9,2.537,6.674
1136.15682N,12230.57246E,9,2.548,6.679
1136.15682N,12230.57246E,9,2.563,6.678
1136.15682N,12230.57246E,9,2.567,6.674
1136.15682N,12230.57246E,9,2.575,6.672
1136.15682N,12230.57246E,9,2.587,6.671
1136.15682N,12230.57246E,9,2.604,6.674
1136.15682N,12230.57246E,9,2.62,6.669
1136.15682N,12230.57246E,9,2.638,6.665
1136.15682N,12230.57246E,9,2.65,6.668
1136.15682N,12230.57246E,9,2.65,6.668
1136.15682N,12230.57246E,9,2.666,6.669
1136.15682N,12230.57246E,9,2.68,6.672
1136.15682N,12230.57246E,9,2.699,6.666
1136.15682N,12230.57246E,9,2.714,6.659
1136.15682N,12230.57246E,9,2.729,6.665
1136.15682N,12230.57246E,9,2.746,6.663
1136.15682N,12230.57246E,9,2.769,6.667
1136.15682N,12230.57246E,9,2.8,6.666
1136.15682N,12230.57246E,9,2.84,6.662
1136.15682N,12230.57246E,9,2.882,6.652
1136.15682N,12230.57246E,9,2.921,6.655
1136.15682N,12230.57246E,9,2.952,6.658
1136.15682N,12230.57246E,9,2.975,6.65
1136.15682N,12230.57246E,9,2.988,6.653
1136.15682N,12230.57246E,9,2.997,6.659
1136.15682N,12230.57246E,9,3.006,6.66
1136.15682N,12230.57246E,9,3.014,6.66
1136.15682N,12230.57246E,9,3.024,6.658
1136.15682N,12230.57246E,9,3.031,6.659
1136.15682N,12230.57246E,9,3.042,6.66
1136.15682N,12230.57246E,9,3.044,6.648
1136.15682N,12230.57246E,9,3.043,6.657
1136.15682N,12230.57246E,9,3.044,6.656
1136.15682N,12230.57246E,9,3.037,6.65
1136.15682N,12230.57246E,9,3.036,6.648
1136.15682N,12230.57246E,9,3.04,6.647
1136.15682N,12230.57246E,9,3.053,6.652
1136.15682N,12230.57246E,9,3.077,6.651
1136.15682N,12230.57246E,9,3.111,6.647
1136.15682N,12230.57246E,9,3.142,6.649
1136.15682N,12230.57246E,9,3.177,6.65
1136.15682N,12230.57246E,9,3.207,6.649
1136.15682N,12230.57246E,9,3.235,6.651
1136.15682N,12230.57246E,9,3.261,6.653
1136.15682N,12230.57246E,9,3.279,6.651
1136.15682N,12230.57246E,9,3.299,6.648
1136.15682N,12230.57246E,9,3.315,6.651
1136.15682N,12230.57246E,9,3.329,6.65
1136.15682N,12230.57246E,9,3.342,6.637
1136.15682N,12230.57246E,9,3.356,6.63
1136.15682N,12230.57246E,9,3.37,6.637
1136.15682N,12230.57246E,9,3.384,6.634
1136.15682N,12230.57246E,9,3.4,6.637
1136.15682N,12230.57246E,9,3.418,6.64
1136.15682N,12230.57246E,9,3.438,6.635
1136.15682N,12230.57246E,9,3.454,6.638
1136.15682N,12230.57246E,9,3.464,6.645
1136.15682N,12230.57246E,9,3.47,6.643
1136.15682N,12230.57246E,9,3.473,6.639
1136.15682N,12230.57246E,9,3.471,6.639
1136.15682N,12230.57246E,9,3.468,6.638
1136.15682N,12230.57246E,9,3.468,6.641
1136.15682N,12230.57246E,9,3.463,6.634
1136.15682N,12230.57246E,9,3.456,6.642
1136.15682N,12230.57246E,9,3.454,6.637
1136.15682N,12230.57246E,9,3.453,6.639
1136.15682N,12230.57246E,9,3.453,6.639
1136.15682N,12230.57246E,9,3.454,6.641
1136.15682N,12230.57246E,9,3.46,6.639
1136.15682N,12230.57246E,9,3.468,6.639
1136.15682N,12230.57246E,9,3.479,6.638
1136.15682N,12230.57246E,9,3.493,6.637
1136.15682N,12230.57246E,9,3.505,6.635
1136.15682N,12230.57246E,9,3.518,6.632
1136.15682N,12230.57246E,9,3.53,6.629
1136.15682N,12230.57246E,9,3.545,6.632
1136.15682N,12230.57246E,9,3.563,6.635
1136.15682N,12230.57246E,9,3.579,6.639
1136.15682N,12230.57246E,9,3.592,6.643
1136.15682N,12230.57246E,9,3.613,6.645
1136.15682N,12230.57246E,9,3.628,6.646
1136.15682N,12230.57246E,9,3.65,6.647
1136.15682N,12230.57246E,9,3.667,6.641
1136.15682N,12230.57246E,9,3.681,6.638
1136.15682N,12230.57246E,9,3.686,6.637
1136.15682N,12230.57246E,9,3.686,6.644
1136.15682N,12230.57246E,9,3.676,6.645
1136.15682N,12230.57246E,9,3.668,6.644
1136.15682N,12230.57246E,9,3.655,6.636
1136.15682N,12230.57246E,9,3.645,6.639
1136.15682N,12230.57246E,9,3.641,6.636
1136.15682N,12230.57246E,9,3.637,6.638
1136.15682N,12230.57246E,9,3.639,6.643
1136.15682N,12230.57246E,9,3.648,6.636
1136.15682N,12230.57246E,9,3.661,6.638
1136.15682N,12230.57246E,9,3.68,6.638
1136.15682N,12230.57246E,9,3.7,6.639
1136.15682N,12230.57246E,9,3.722,6.641
1136.15682N,12230.57246E,9,3.746,6.635
1136.15682N,12230.57246E,9,3.771,6.631
1136.15682N,12230.57246E,9,3.799,6.635
1136.15682N,12230.57246E,9,3.831,6.64
1136.15682N,12230.57246E,9,3.861,6.639
1136.15682N,12230.57246E,9,3.889,6.641
1136.15682N,12230.57246E,9,3.914,6.637
1136.15682N,12230.57246E,9,3.934,6.634
1136.15682N,12230.57246E,9,3.948,6.636
1136.15682N,12230.57246E,9,3.957,6.635
1136.15682N,12230.57246E,9,3.959,6.634
1136.15682N,12230.57246E,9,3.963,6.629
1136.15682N,12230.57246E,9,3.968,6.634
1136.15682N,12230.57246E,9,3.976,6.632
1136.15682N,12230.57246E,9,3.992,6.631
1136.15682N,12230.57246E,9,4.009,6.642
1136.15682N,12230.57246E,9,4.027,6.635
1136.15682N,12230.57246E,9,4.046,6.632
1136.15682N,12230.57246E,9,4.063,6.636
1136.15682N,12230.57246E,9,4.078,6.639
1136.15682N,12230.57246E,9,4.087,6.635
1136.15682N,12230.57246E,9,4.097,6.638
1136.15682N,12230.57246E,9,4.107,6.635
1136.15682N,12230.57246E,9,4.123,6.638
1136.15682N,12230.57246E,9,4.144,6.636
1136.15682N,12230.57246E,9,4.169,6.637
1136.15682N,12230.57246E,9,4.169,6.637
1136.15682N,12230.57246E,9,4.2,6.64
1136.15682N,12230.57246E,9,4.236,6.642
1136.15682N,12230.57246E,9,4.27,6.643
1136.15682N,12230.57246E,9,4.302,6.64
1136.15682N,12230.57246E,9,4.328,6.639
1136.15682N,12230.57246E,9,4.348,6.634
1136.15682N,12230.57246E,9,4.36,6.634
1136.15682N,12230.57246E,9,4.367,6.638
1136.15682N,12230.57246E,9,4.366,6.641
1136.15682N,12230.57246E,9,4.363,6.641
1136.15682N,12230.57246E,9,4.356,6.639
1136.15682N,12230.57246E,9,4.345,6.636
1136.15682N,12230.57246E,9,4.338,6.638
1136.15682N,12230.57246E,9,4.338,6.636
1136.15682N,12230.57246E,9,4.34,6.639
1136.15682N,12230.57246E,9,4.347,6.64
1136.15682N,12230.57246E,9,4.353,6.632
1136.15682N,12230.57246E,9,4.359,6.636
1136.15682N,12230.57246E,9,4.364,6.639
1136.15682N,12230.57246E,9,4.366,6.638
1136.15682N,12230.57246E,9,4.37,6.635
1136.15682N,12230.57246E,9,4.373,6.634
1136.15682N,12230.57246E,9,4.375,6.638
1136.15682N,12230.57246E,9,4.382,6.645
1136.15682N,12230.57246E,9,4.387,6.645
1136.15682N,12230.57246E,9,4.392,6.645
1136.15682N,12230.57246E,9,4.398,6.648
1136.15682N,12230.57246E,9,4.402,6.649
1136.15682N,12230.57246E,9,4.401,6.644
1136.15682N,12230.57246E,9,4.405,6.638
1136.15682N,12230.57246E,9,4.404,6.638
1136.15682N,12230.57246E,9,4.405,6.638
1136.15682N,12230.57246E,9,4.404,6.642
1136.15682N,12230.57246E,9,4.403,6.635
1136.15682N,12230.57246E,9,4.403,6.63
1136.15682N,12230.57246E,9,4.401,6.634
1136.15682N,12230.57246E,9,4.399,6.637
1136.15682N,12230.57246E,9,4.397,6.639
1136.15682N,12230.57246E,9,4.394,6.643
1136.15682N,12230.57246E,9,4.399,6.647
1136.15682N,12230.57246E,9,4.402,6.644
1136.15682N,12230.57246E,9,4.409,6.646
1136.15682N,12230.57246E,9,4.416,6.648
1136.15682N,12230.57246E,9,4.422,6.648
1136.15682N,12230.57246E,9,4.426,6.648
1136.15682N,12230.57246E,9,4.432,6.652
1136.15682N,12230.57246E,9,4.435,6.651
1136.15682N,12230.57246E,9,4.438,6.651
1136.15682N,12230.57246E,9,4.441,6.65
1136.15682N,12230.57246E,9,4.441,6.652
1136.15682N,12230.57246E,9,4.442,6.656
1136.15682N,12230.57246E,9,4.441,6.65
1136.15682N,12230.57246E,9,4.439,6.657
1136.15682N,12230.57246E,9,4.438,6.652
1136.15682N,12230.57246E,9,4.434,6.649
1136.15682N,12230.57246E,9,4.431,6.65
1136.15682N,12230.57246E,9,4.431,6.65
1136.15682N,12230.57246E,9,4.426,6.645
1136.15682N,12230.57246E,9,4.421,6.646
1136.15682N,12230.57246E,9,4.418,6.643
1136.15682N,12230.57246E,9,4.414,6.645
1136.15682N,12230.57246E,9,4.412,6.651
1136.15682N,12230.57246E,9,4.412,6.655
1136.15682N,12230.57246E,9,4.413,6.645
1136.15682N,12230.57246E,9,4.418,6.65
1136.15682N,12230.57246E,9,4.426,6.651
1136.15682N,12230.57246E,9,4.438,6.649
1136.15682N,12230.57246E,9,4.451,6.653
1136.15682N,12230.57246E,9,4.466,6.644
1136.15682N,12230.57246E,9,4.47,6.645
1136.15682N,12230.57246E,9,4.471,6.648
1136.15682N,12230.57246E,9,4.474,6.645
1136.15682N,12230.57246E,9,4.474,6.646
1136.15682N,12230.57246E,9,4.472,6.65
1136.15682N,12230.57246E,9,4.469,6.643
1136.15682N,12230.57246E,9,4.466,6.646
1136.15682N,12230.57246E,9,4.465,6.648
1136.15682N,12230.57246E,9,4.462,6.647
1136.15682N,12230.57246E,9,4.46,6.647
1136.15682N,12230.57246E,9,4.457,6.652
1136.15682N,12230.57246E,9,4.451,6.655
1136.15682N,12230.57246E,9,4.444,6.657
1136.15682N,12230.57246E,9,4.439,6.658
1136.15682N,12230.57246E,9,4.433,6.655
1136.15682N,12230.57246E,9,4.429,6.648
1136.15682N,12230.57246E,9,4.428,6.652
1136.15682N,12230.57246E,9,4.431,6.654
1136.15682N,12230.57246E,9,4.435,6.65
1136.15682N,12230.57246E,9,4.439,6.651
1136.15682N,12230.57246E,9,4.443,6.653
1136.15682N,12230.57246E,9,4.449,6.653
1136.15682N,12230.57246E,9,4.455,6.654
1136.15682N,12230.57246E,9,4.458,6.652
1136.15682N,12230.57246E,9,4.463,6.653
1136.15682N,12230.57246E,9,4.463,6.646
1136.15682N,12230.57246E,9,4.466,6.648
1136.15682N,12230.57246E,9,4.472,6.649
1136.15682N,12230.57246E,9,4.481,6.653
1136.15682N,12230.57246E,9,4.49,6.645
1136.15682N,12230.57246E,9,4.496,6.65
1136.15682N,12230.57246E,9,4.493,6.651
1136.15682N,12230.57246E,9,4.495,6.654
1136.15682N,12230.57246E,9,4.496,6.653
1136.15682N,12230.57246E,9,4.497,6.649
1136.15682N,12230.57246E,9,4.501,6.652
1136.15682N,12230.57246E,9,4.503,6.648
1136.15682N,12230.57246E,9,4.506,6.648
1136.15682N,12230.57246E,9,4.508,6.646
1136.15682N,12230.57246E,9,4.511,6.652
1136.15682N,12230.57246E,9,4.513,6.657
1136.15682N,12230.57246E,9,4.514,6.654
1136.15682N,12230.57246E,9,4.518,6.649
1136.15682N,12230.57246E,9,4.519,6.65
1136.15682N,12230.57246E,9,4.519,6.653
1136.15682N,12230.57246E,9,4.519,6.653
1136.15682N,12230.57246E,9,4.521,6.654
1136.15682N,12230.57246E,9,4.521,6.651
1136.15682N,12230.57246E,9,4.521,6.65
1136.15682N,12230.57246E,9,4.518,6.645
1136.15682N,12230.57246E,9,4.513,6.65
1136.15682N,12230.57246E,9,4.513,6.654
1136.15682N,12230.57246E,9,4.517,6.651
1136.15682N,12230.57246E,9,4.521,6.653
1136.15682N,12230.57246E,9,4.522,6.653
1136.15682N,12230.57246E,9,4.519,6.651
1136.15682N,12230.57246E,9,4.518,6.653
1136.15682N,12230.57246E,9,4.516,6.655
1136.15682N,12230.57246E,9,4.515,6.651
1136.15682N,12230.57246E,9,4.512,6.647
1136.15682N,12230.57246E,9,4.513,6.65
1136.15682N,12230.57246E,9,4.511,6.654
1136.15682N,12230.57246E,9,4.51,6.657
1136.15682N,12230.57246E,9,4.51,6.654
1136.15682N,12230.57246E,9,4.508,6.652
1136.15682N,12230.57246E,9,4.508,6.649
1136.15682N,12230.57246E,9,4.508,6.647
1136.15682N,12230.57246E,9,4.508,6.652
1136.15682N,12230.57246E,9,4.508,6.651
1136.15682N,12230.57246E,9,4.508,6.651
1136.15682N,12230.57246E,9,4.505,6.653
1136.15682N,12230.57246E,9,4.507,6.652
1136.15682N,12230.57246E,9,4.508,6.65
1136.15682N,12230.57246E,9,4.509,6.65
1136.15682N,12230.57246E,9,4.51,6.647
1136.15682N,12230.57246E,9,4.508,6.652
1136.15682N,12230.57246E,9,4.513,6.65
1136.15682N,12230.57246E,9,4.512,6.649
1136.15682N,12230.57246E,9,4.513,6.65
1136.15682N,12230.57246E,9,4.517,6.651
1136.15682N,12230.57246E,9,4.516,6.653
1136.15682N,12230.57246E,9,4.516,6.654
1136.15682N,12230.57246E,9,4.518,6.656
1136.15682N,12230.57246E,9,4.517,6.651
1136.15682N,12230.57246E,9,4.519,6.647
1136.15682N,12230.57246E,9,4.52,6.647
1136.15682N,12230.57246E,9,4.52,6.65
1136.15682N,12230.57246E,9,4.521,6.645
1136.15682N,12230.57246E,9,4.521,6.652
1136.15682N,12230.57246E,9,4.522,6.655
1136.15682N,12230.57246E,9,4.522,6.65
1136.15682N,12230.57246E,9,4.517,6.645
1136.15682N,12230.57246E,9,4.518,6.65
1136.15682N,12230.57246E,9,4.514,6.65
1136.15682N,12230.57246E,9,4.507,6.649
1136.15682N,12230.57246E,9,4.495,6.645
1136.15682N,12230.57246E,9,4.487,6.649
1136.15682N,12230.57246E,9,4.481,6.656
1136.15682N,12230.57246E,9,4.478,6.649
1136.15682N,12230.57246E,9,4.482,6.654
1136.15682N,12230.57246E,9,4.491,6.656
1136.15682N,12230.57246E,9,4.504,6.651
1136.15682N,12230.57246E,9,4.504,6.651
1136.15682N,12230.57246E,9,4.51,6.654
1136.15682N,12230.57246E,9,4.51,6.649
1136.15682N,12230.57246E,9,4.508,6.657
1136.15682N,12230.57246E,9,4.508,6.662
1136.15682N,12230.57246E,9,4.508,6.657
1136.15682N,12230.57246E,9,4.507,6.656
1136.15682N,12230.57246E,9,4.507,6.663
1136.15682N,12230.57246E,9,4.508,6.657
1136.15682N,12230.57246E,9,4.506,6.657
1136.15682N,12230.57246E,9,4.508,6.656
1136.15682N,12230.57246E,9,4.508,6.66
1136.15682N,12230.57246E,9,4.508,6.666
1136.15682N,12230.57246E,9,4.508,6.662
1136.15682N,12230.57246E,9,4.509,6.658
1136.15682N,12230.57246E,9,4.51,6.658
1136.15682N,12230.57246E,9,4.511,6.66
1136.15682N,12230.57246E,9,4.513,6.657
1136.15682N,12230.57246E,9,4.514,6.669
1136.15682N,12230.57246E,9,4.517,6.659
1136.15682N,12230.57246E,9,4.516,6.661
1136.15682N,12230.57246E,9,4.518,6.664
1136.15682N,12230.57246E,9,4.519,6.661
1136.15682N,12230.57246E,9,4.52,6.657
1136.15682N,12230.57246E,9,4.521,6.656
1136.15682N,12230.57246E,9,4.521,6.659
1136.15682N,12230.57246E,9,4.522,6.66
1136.15682N,12230.57246E,9,4.523,6.659
1136.15682N,12230.57246E,9,4.523,6.664
1136.15682N,12230.57246E,9,4.523,6.666
1136.15682N,12230.57246E,9,4.523,6.667
1136.15682N,12230.57246E,9,4.521,6.664
1136.15682N,12230.57246E,9,4.514,6.665
1136.15682N,12230.57246E,9,4.503,6.662
1136.15682N,12230.57246E,9,4.486,6.667
1136.15682N,12230.57246E,9,4.471,6.661
1136.15682N,12230.57246E,9,4.459,6.661
1136.15682N,12230.57246E,9,4.451,6.662
1136.15682N,12230.57246E,9,4.447,6.67
1136.15682N,12230.57246E,9,4.442,6.666
1136.15682N,12230.57246E,9,4.451,6.662
1136.15682N,12230.57246E,9,4.454,6.658
1136.15682N,12230.57246E,9,4.463,6.658
1136.15682N,12230.57246E,9,4.47,6.649
1136.15682N,12230.57246E,9,4.475,6.644
1136.15682N,12230.57246E,9,4.485,6.642
1136.15682N,12230.57246E,9,4.49,6.643
1136.15682N,12230.57246E,9,4.492,6.641
1136.15682N,12230.57246E,9,4.49,6.644
1136.15682N,12230.57246E,9,4.489,6.639
1136.15682N,12230.57246E,9,4.487,6.647
1136.15682N,12230.57246E,9,4.487,6.645
1136.15682N,12230.57246E,9,4.488,6.638
1136.15682N,12230.57246E,9,4.489,6.645
1136.15682N,12230.57246E,9,4.491,6.652
1136.15682N,12230.57246E,9,4.494,6.644
1136.15682N,12230.57246E,9,4.495,6.644
1136.15682N,12230.57246E,9,4.495,6.647
1136.15682N,12230.57246E,9,4.495,6.647
1136.15682N,12230.57246E,9,4.493,6.643
1136.15682N,12230.57246E,9,4.492,6.643
1136.15682N,12230.57246E,9,4.493,6.645
1136.15682N,12230.57246E,9,4.496,6.644
1136.15682N,12230.57246E,9,4.499,6.642
1136.15682N,12230.57246E,9,4.506,6.641
1136.15682N,12230.57246E,9,4.51,6.644
1136.15682N,12230.57246E,9,4.52,6.644
1136.15682N,12230.57246E,9,4.515,6.575
1136.15682N,12230.57246E,9,4.51,6.395
1136.15682N,12230.57246E,9,4.502,6.124
1136.15682N,12230.57246E,9,4.494,5.852
1136.15682N,12230.57246E,9,4.485,5.629
1136.15682N,12230.57246E,9,4.476,5.495
1136.15682N,12230.57246E,9,4.469,5.455
1136.15682N,12230.57246E,9,4.466,5.499
1136.15682N,12230.57246E,9,4.464,5.591
1136.15682N,12230.57246E,9,4.469,5.705
1136.15682N,12230.57246E,9,4.471,5.821
1136.15682N,12230.57246E,9,4.475,5.938
1136.15682N,12230.57246E,9,4.482,6.033
1136.15682N,12230.57246E,9,4.488,6.109
1136.15682N,12230.57246E,9,4.493,6.17
1136.15682N,12230.57246E,9,4.496,6.229
1136.15682N,12230.57246E,9,4.496,6.274
1136.15682N,12230.57246E,9,4.493,6.315
1136.15682N,12230.57246E,9,4.493,6.358
1136.15682N,12230.57246E,9,4.494,6.399
1136.15682N,12230.57246E,9,4.498,6.42
1136.15682N,12230.57246E,9,4.502,6.441
1136.15682N,12230.57246E,9,4.506,6.453
1136.15682N,12230.57246E,9,4.507,6.467
1136.15682N,12230.57246E,9,4.504,6.476
1136.15682N,12230.57246E,9,4.505,6.48
1136.15682N,12230.57246E,9,4.508,6.492
1136.15682N,12230.57246E,9,4.508,6.497
1136.15682N,12230.57246E,9,4.508,6.498
1136.15682N,12230.57246E,9,4.508,6.499
1136.15682N,12230.57246E,9,4.508,6.506
1136.15682N,12230.57246E,9,4.508,6.519
1136.15682N,12230.57246E,9,4.512,6.516
1136.15682N,12230.57246E,9,4.513,6.523
1136.15682N,12230.57246E,9,4.515,6.528
1136.15682N,12230.57246E,9,4.516,6.528
1136.15682N,12230.57246E,9,4.512,6.535
1136.15682N,12230.57246E,9,4.509,6.547
1136.15682N,12230.57246E,9,4.507,6.541
1136.15682N,12230.57246E,9,4.502,6.518
1136.15682N,12230.57246E,9,4.494,6.484
1136.15682N,12230.57246E,9,4.484,6.45
1136.15682N,12230.57246E,9,4.476,6.436
1136.15682N,12230.57246E,9,4.47,6.445
1136.15682N,12230.57246E,9,4.467,6.456
1136.15682N,12230.57246E,9,4.464,6.468
1136.15682N,12230.57246E,9,4.475,6.483
1136.15682N,12230.57246E,9,4.482,6.503
1136.15682N,12230.57246E,9,4.482,6.503
1136.15682N,12230.57246E,9,4.488,6.513
1136.15682N,12230.57246E,9,4.502,6.529
1136.15682N,12230.57246E,9,4.507,6.546
1136.15682N,12230.57246E,9,4.51,6.547
1136.15682N,12230.57246E,9,4.503,6.559
1136.15682N,12230.57246E,9,4.502,6.575
1136.15682N,12230.57246E,9,4.496,6.586
1136.15682N,12230.57246E,9,4.491,6.599
1136.15682N,12230.57246E,9,4.49,6.605
1136.15682N,12230.57246E,9,4.486,6.606
1136.15682N,12230.57246E,9,4.485,6.61
1136.15682N,12230.57246E,9,4.483,6.604
1136.15682N,12230.57246E,9,4.482,6.597
1136.15682N,12230.57246E,9,4.481,6.597
1136.15682N,12230.57246E,9,4.482,6.602
1136.15682N,12230.57246E,9,4.484,6.596
1136.15682N,12230.57246E,9,4.492,6.601
1136.15682N,12230.57246E,9,4.502,6.6
1136.15682N,12230.57246E,9,4.509,6.602
1136.15682N,12230.57246E,9,4.523,6.607
1136.15682N,12230.57246E,9,4.531,6.616
1136.15682N,12230.57246E,9,4.52,6.624
