Latitude,Longitude,Comment,Turb. [FTU],Depth [m]
1134.59815,12227.73266,5,108.164,0.245
1134.59815,12227.73266,5,150.805,0.245
1134.59815,12227.73266,5,221.501,0.245
1134.59815,12227.73266,5,230.816,0.248
1134.59815,12227.73266,5,208.519,0.25
1134.59815,12227.73266,5,197.041,0.251
1134.59815,12227.73266,5,192.601,0.254
1134.59815,12227.73266,5,209.251,0.255
1134.59815,12227.73266,5,239.947,0.256
1134.59815,12227.73266,5,297.613,0.258
1134.59815,12227.73266,5,346.696,0.257
1134.59815,12227.73266,5,387.43,0.258
1134.59815,12227.73266,5,396.819,0.26
1134.59815,12227.73266,5,373.864,0.26
1134.59815,12227.73266,5,313.496,0.261
1134.59815,12227.73266,5,253.876,0.261
1134.59815,12227.73266,5,258.964,0.261
1134.59815,12227.73266,5,280.596,0.262
1134.59815,12227.73266,5,315.69,0.262
1134.59815,12227.73266,5,341.335,0.261
1134.59815,12227.73266,5,349.798,0.262
1134.59815,12227.73266,5,344.688,0.261
1134.59815,12227.73266,5,335.904,0.261
1134.59815,12227.73266,5,318.04,0.261
1134.59815,12227.73266,5,304.682,0.26
1134.59815,12227.73266,5,307.423,0.26
1134.59815,12227.73266,5,312.613,0.26
1134.59815,12227.73266,5,307.999,0.26
1134.59815,12227.73266,5,312.103,0.26
1134.59815,12227.73266,5,321.331,0.259
1134.59815,12227.73266,5,307.948,0.256
1134.59815,12227.73266,5,288.027,0.258
1134.59815,12227.73266,5,279.529,0.256
1134.59815,12227.73266,5,256.057,0.257
1134.59815,12227.73266,5,230.671,0.256
1134.59815,12227.73266,5,207.153,0.256
1134.59815,12227.73266,5,204.646,0.256
1134.59815,12227.73266,5,215.77,0.256
1134.59815,12227.73266,5,206.486,0.254
1134.59815,12227.73266,5,207.391,0.256
1134.59815,12227.73266,5,224.358,0.258
1134.59815,12227.73266,5,252.926,0.26
1134.59815,12227.73266,5,272.186,0.26
1134.59815,12227.73266,5,269.354,0.26
1134.59815,12227.73266,5,267.684,0.26
1134.59815,12227.73266,5,269.9,0.261
1134.59815,12227.73266,5,279.713,0.262
1134.59815,12227.73266,5,291.412,0.261
1134.59815,12227.73266,5,294.837,0.26
1134.59815,12227.73266,5,291.194,0.26
1134.59815,12227.73266,5,286.02,0.258
1134.59815,12227.73266,5,274.973,0.257
1134.59815,12227.73266,5,264.942,0.256
1134.59815,12227.73266,5,264.052,0.256
1134.59815,12227.73266,5,264.052,0.256
1134.59815,12227.73266,5,258.767,0.256
1134.59815,12227.73266,5,249.197,0.255
1134.59815,12227.73266,5,238.08,0.254
1134.59815,12227.73266,5,222.062,0.254
1134.59815,12227.73266,5,202.856,0.254
1134.59815,12227.73266,5,191.36,0.253
1134.59815,12227.73266,5,190.951,0.254
1134.59815,12227.73266,5,190.151,0.253
1134.59815,12227.73266,5,180.97,0.252
1134.59815,12227.73266,5,170.489,0.252
1134.59815,12227.73266,5,162.731,0.251
1134.59815,12227.73266,5,156.227,0.25
1134.59815,12227.73266,5,148.841,0.25
1134.59815,12227.73266,5,137.208,0.251
1134.59815,12227.73266,5,124.427,0.249
1134.59815,12227.73266,5,117.121,0.25
1134.59815,12227.73266,5,114.705,0.249
1134.59815,12227.73266,5,114.246,0.249
1134.59815,12227.73266,5,116.587,0.25
1134.59815,12227.73266,5,119.646,0.249
1134.59815,12227.73266,5,120.062,0.249
1134.59815,12227.73266,5,118.798,0.249
1134.59815,12227.73266,5,117.284,0.247
1134.59815,12227.73266,5,116.631,0.247
1134.59815,12227.73266,5,117.432,0.248
1134.59815,12227.73266,5,119.348,0.247
1134.59815,12227.73266,5,123.427,0.248
1134.59815,12227.73266,5,130.801,0.248
1134.59815,12227.73266,5,140.771,0.25
1134.59815,12227.73266,5,156.318,0.252
1134.59815,12227.73266,5,174.905,0.254
1134.59815,12227.73266,5,203.964,0.257
1134.59815,12227.73266,5,257.058,0.259
1134.59815,12227.73266,5,315.247,0.261
1134.59815,12227.73266,5,348.342,0.263
1134.59815,12227.73266,5,343.408,0.262
1134.59815,12227.73266,5,317.069,0.261
1134.59815,12227.73266,5,305.206,0.261
1134.59815,12227.73266,5,310.966,0.259
1134.59815,12227.73266,5,307.304,0.257
1134.59815,12227.73266,5,278.88,0.255
1134.59815,12227.73266,5,232.302,0.252
1134.59815,12227.73266,5,186.108,0.25
1134.59815,12227.73266,5,148.157,0.247
1134.59815,12227.73266,5,119.452,0.245
1134.59815,12227.73266,5,100.663,0.246
1134.59815,12227.73266,5,90.277,0.245
1134.59815,12227.73266,5,85.646,0.247
1134.59815,12227.73266,5,98.412,0.25
1134.59815,12227.73266,5,118.59,0.251
1134.59815,12227.73266,5,133.715,0.253
1134.59815,12227.73266,5,143.042,0.256
1134.59815,12227.73266,5,164.562,0.256
1134.59815,12227.73266,5,204.519,0.258
1134.59815,12227.73266,5,285.335,0.257
1134.59815,12227.73266,5,334.63,0.257
1134.59815,12227.73266,5,334.63,0.257
1135.91983,12230.01246,10,1.144,-0.014
1135.91983,12230.01246,10,1.17,-0.001
1135.91983,12230.01246,10,1.17,0.016
1135.91983,12230.01246,10,1.197,0.031
1135.91983,12230.01246,10,1.157,0.043
1135.91983,12230.01246,10,1.077,0.052
1135.91983,12230.01246,10,1.077,0.052
1135.91983,12230.01246,10,1.077,0.047
1135.91983,12230.01246,10,1.051,0.041
1135.91983,12230.01246,10,1.117,0.033
1135.91983,12230.01246,10,1.117,0.026
1135.91983,12230.01246,10,1.21,0.018
1135.91983,12230.01246,10,1.13,0.013
1135.91983,12230.01246,10,1.037,0.011
1135.91983,12230.01246,10,1.104,0.008
1135.91983,12230.01246,10,1.197,0.011
1135.91983,12230.01246,10,1.21,0.018
1135.91983,12230.01246,10,1.064,0.024
1135.91983,12230.01246,10,1.064,0.034
1135.91983,12230.01246,10,1.184,0.042
1135.91983,12230.01246,10,1.237,0.054
1135.91983,12230.01246,10,1.277,0.067
1135.91983,12230.01246,10,1.223,0.078
1135.91983,12230.01246,10,1.277,0.082
1135.91983,12230.01246,10,1.317,0.083
1135.91983,12230.01246,10,1.21,0.079
1135.91983,12230.01246,10,1.184,0.087
1135.91983,12230.01246,10,1.157,0.103
1135.91983,12230.01246,10,1.117,0.139
1135.91983,12230.01246,10,1.197,0.185
1135.91983,12230.01246,10,1.396,0.233
1135.91983,12230.01246,10,1.729,0.284
1135.91983,12230.01246,10,1.982,0.332
1135.91983,12230.01246,10,2.195,0.361
1135.91983,12230.01246,10,2.449,0.381
1135.91983,12230.01246,10,2.635,0.391
1135.91983,12230.01246,10,2.995,0.394
1135.91983,12230.01246,10,2.888,0.4
1135.91983,12230.01246,10,3.035,0.407
1135.91983,12230.01246,10,3.022,0.425
1135.91983,12230.01246,10,2.862,0.447
1135.91983,12230.01246,10,2.862,0.447
1135.91983,12230.01246,10,2.862,0.475
1135.91983,12230.01246,10,3.062,0.502
1135.91983,12230.01246,10,3.355,0.528
1135.91983,12230.01246,10,3.195,0.54
1135.91983,12230.01246,10,3.342,0.542
1135.91983,12230.01246,10,3.702,0.535
1135.91983,12230.01246,10,3.849,0.524
1135.91983,12230.01246,10,3.915,0.514
1135.91983,12230.01246,10,3.502,0.508
1135.91983,12230.01246,10,3.435,0.509
1135.91983,12230.01246,10,3.675,0.513
1135.91983,12230.01246,10,3.342,0.519
1135.91983,12230.01246,10,3.235,0.531
1135.91983,12230.01246,10,3.368,0.546
1135.91983,12230.01246,10,3.555,0.564
1135.91983,12230.01246,10,3.715,0.59
1135.91983,12230.01246,10,3.809,0.619
1135.91983,12230.01246,10,3.662,0.654
1135.91983,12230.01246,10,3.448,0.694
1135.91983,12230.01246,10,3.529,0.738
1135.91983,12230.01246,10,3.475,0.783
1135.91983,12230.01246,10,3.569,0.828
1135.91983,12230.01246,10,3.462,0.867
1135.91983,12230.01246,10,3.382,0.908
1135.91983,12230.01246,10,3.475,0.933
1135.91983,12230.01246,10,3.889,0.948
1135.91983,12230.01246,10,3.862,0.955
1135.91983,12230.01246,10,3.849,0.951
1135.91983,12230.01246,10,3.996,0.948
1135.91983,12230.01246,10,3.902,0.943
1135.91983,12230.01246,10,3.769,0.937
1135.91983,12230.01246,10,3.529,0.933
1135.91983,12230.01246,10,3.302,0.931
1135.91983,12230.01246,10,3.128,0.93
1135.91983,12230.01246,10,3.262,0.938
1135.91983,12230.01246,10,3.849,0.957
1135.91983,12230.01246,10,4.089,0.981
1135.91983,12230.01246,10,3.782,1.013
1135.91983,12230.01246,10,3.662,1.046
1135.91983,12230.01246,10,3.902,1.067
1135.91983,12230.01246,10,3.849,1.078
1135.91983,12230.01246,10,3.929,1.079
1135.91983,12230.01246,10,3.942,1.076
1135.91983,12230.01246,10,3.942,1.072
1135.91983,12230.01246,10,3.942,1.07
1135.91983,12230.01246,10,4.182,1.069
1135.91983,12230.01246,10,4.61,1.07
1135.91983,12230.01246,10,4.409,1.075
1135.91983,12230.01246,10,3.862,1.085
1135.91983,12230.01246,10,4.222,1.1
1135.91983,12230.01246,10,4.89,1.122
1135.91983,12230.01246,10,5.184,1.147
1135.91983,12230.01246,10,4.877,1.173
1135.91983,12230.01246,10,4.93,1.204
1135.91983,12230.01246,10,4.316,1.235
1135.91983,12230.01246,10,4.369,1.272
1135.91983,12230.01246,10,4.383,1.306
1135.91983,12230.01246,10,4.383,1.306
1135.91983,12230.01246,10,6.722,1.386
1135.91983,12230.01246,10,6.722,1.386
1135.91983,12230.01246,10,12.576,1.429
1135.91983,12230.01246,10,48.955,1.44
1135.91983,12230.01246,10,69.414,1.45
1135.91983,12230.01246,10,47.42,1.443
1135.91983,12230.01246,10,28.737,1.43
1135.91983,12230.01246,10,18.155,1.423
1135.91983,12230.01246,10,12.509,1.425
1135.91983,12230.01246,10,10.37,1.435
1135.91983,12230.01246,10,10.814,1.455
1135.91983,12230.01246,10,16.138,1.474
1135.91983,12230.01246,10,49.22,1.479
1135.91983,12230.01246,10,84.26,1.476
1135.91983,12230.01246,10,109.873,1.463
1135.91983,12230.01246,10,124.308,1.45
1135.91983,12230.01246,10,128.403,1.436
1135.91983,12230.01246,10,132.362,1.42
1135.91983,12230.01246,10,136.68,1.408
1135.91983,12230.01246,10,138.928,1.395
1135.91983,12230.01246,10,148.75,1.387
1135.91983,12230.01246,10,154.3,1.382
1135.91983,12230.01246,10,154.514,1.379
1135.91983,12230.01246,10,154.132,1.381
1135.91983,12230.01246,10,154.025,1.385
1135.91983,12230.01246,10,154.285,1.392
1135.91983,12230.01246,10,156.349,1.403
1135.91983,12230.01246,10,158.677,1.415
1135.91983,12230.01246,10,160.257,1.428
1135.91983,12230.01246,10,162.239,1.442
1135.91983,12230.01246,10,164.07,1.454
1135.91983,12230.01246,10,163.069,1.467
1135.91983,12230.01246,10,161.286,1.478
1135.91983,12230.01246,10,160.687,1.485
1135.91983,12230.01246,10,159.321,1.495
1135.91983,12230.01246,10,158.509,1.499
1135.91983,12230.01246,10,158.34,1.502
1135.91983,12230.01246,10,158.095,1.503
1135.91983,12230.01246,10,156.762,1.5
1135.91983,12230.01246,10,153.826,1.495
1135.91983,12230.01246,10,153.933,1.489
1135.91983,12230.01246,10,154.437,1.48
1135.91983,12230.01246,10,153.353,1.469
1135.91983,12230.01246,10,153.658,1.458
1135.91983,12230.01246,10,153.521,1.446
1135.91983,12230.01246,10,152.849,1.435
1135.91983,12230.01246,10,153.872,1.424
1135.91983,12230.01246,10,155.416,1.414
1135.91983,12230.01246,10,157.176,1.407
1135.91983,12230.01246,10,158.355,1.398
1135.91983,12230.01246,10,158.923,1.393
1135.91983,12230.01246,10,159.92,1.39
1135.91983,12230.01246,10,163.823,1.388
1135.91983,12230.01246,10,163.639,1.389
1135.91983,12230.01246,10,161.978,1.393
1135.91983,12230.01246,10,160.841,1.4
1135.91983,12230.01246,10,158.647,1.408
1135.91983,12230.01246,10,158.647,1.408
1135.91983,12230.01246,10,158.432,1.416
1135.91983,12230.01246,10,164.07,1.428
1135.91983,12230.01246,10,169.901,1.441
1135.91983,12230.01246,10,167.106,1.455
1135.91983,12230.01246,10,164.917,1.467
1135.91983,12230.01246,10,164.239,1.478
1135.91983,12230.01246,10,164.331,1.487
1135.91983,12230.01246,10,162.116,1.496
1135.91983,12230.01246,10,160.211,1.5
1135.91983,12230.01246,10,161.701,1.502
1135.91983,12230.01246,10,161.609,1.502
1135.91983,12230.01246,10,163.685,1.497
1135.91983,12230.01246,10,164.362,1.489
1135.91983,12230.01246,10,163.746,1.482
1135.91983,12230.01246,10,159.935,1.472
1135.91983,12230.01246,10,156.165,1.461
1135.91983,12230.01246,10,156.395,1.451
1135.91983,12230.01246,10,159.367,1.441
1135.91983,12230.01246,10,166.859,1.433
1135.91983,12230.01246,10,170.829,1.426
1135.91983,12230.01246,10,170.056,1.42
1135.91983,12230.01246,10,174.082,1.417
1135.91983,12230.01246,10,167.245,1.411
1135.91983,12230.01246,10,174.175,1.412
1135.91983,12230.01246,10,174.455,1.413
1135.91983,12230.01246,10,166.042,1.414
1135.91983,12230.01246,10,160.549,1.417
1135.91983,12230.01246,10,157.176,1.421
1135.91983,12230.01246,10,155.324,1.425
1135.91983,12230.01246,10,156.257,1.434
1135.91983,12230.01246,10,169.778,1.439
1135.91983,12230.01246,10,172.331,1.446
1135.91983,12230.01246,10,171.495,1.453
1135.91983,12230.01246,10,168.773,1.46
1135.91983,12230.01246,10,169.376,1.466
1135.91983,12230.01246,10,167.692,1.471
1135.91983,12230.01246,10,166.088,1.475
1135.91983,12230.01246,10,170.381,1.479
1135.91983,12230.01246,10,167.059,1.481
1135.91983,12230.01246,10,166.442,1.484
1135.91983,12230.01246,10,164.824,1.483
1135.91983,12230.01246,10,162.9,1.481
1135.91983,12230.01246,10,162.454,1.48
1135.91983,12230.01246,10,162.055,1.475
1135.91983,12230.01246,10,162.685,1.471
1135.91983,12230.01246,10,164.27,1.465
1135.91983,12230.01246,10,165.271,1.457
1135.91983,12230.01246,10,165.533,1.451
1135.91983,12230.01246,10,165.98,1.446
1135.91983,12230.01246,10,166.273,1.439
1135.91983,12230.01246,10,166.658,1.436
1135.91983,12230.01246,10,166.566,1.434
1135.91983,12230.01246,10,167.368,1.433
1135.91983,12230.01246,10,167.847,1.436
1135.91983,12230.01246,10,166.967,1.438
1135.91983,12230.01246,10,165.61,1.443
1135.91983,12230.01246,10,165.61,1.443
1135.91983,12230.01246,10,167.09,1.449
1135.91983,12230.01246,10,169.02,1.455
1135.91983,12230.01246,10,166.473,1.461
1135.91983,12230.01246,10,164.285,1.466
1135.91983,12230.01246,10,162.9,1.471
1135.91983,12230.01246,10,162.823,1.475
1135.91983,12230.01246,10,164.655,1.478
1135.91983,12230.01246,10,165.178,1.478
1135.91983,12230.01246,10,164.67,1.479
1135.91983,12230.01246,10,163.669,1.477
1135.91983,12230.01246,10,163.7,1.472
1135.91983,12230.01246,10,163.239,1.468
1135.91983,12230.01246,10,163.039,1.462
1135.91983,12230.01246,10,162.639,1.454
1135.91983,12230.01246,10,162.47,1.446
1135.91983,12230.01246,10,162.377,1.438
1135.91983,12230.01246,10,162.193,1.432
1135.91983,12230.01246,10,161.855,1.427
1135.91983,12230.01246,10,162.07,1.422
1135.91983,12230.01246,10,165.918,1.421
1135.91983,12230.01246,10,166.072,1.42
1135.91983,12230.01246,10,164.793,1.423
1135.91983,12230.01246,10,163.977,1.428
1135.91983,12230.01246,10,164.301,1.434
1135.91983,12230.01246,10,164.147,1.444
1135.91983,12230.01246,10,163.562,1.455
1135.91983,12230.01246,10,161.655,1.463
1135.91983,12230.01246,10,167.414,1.473
1135.91983,12230.01246,10,199.029,1.48
1135.91983,12230.01246,10,201.621,1.486
1135.91983,12230.01246,10,181.578,1.491
1135.91983,12230.01246,10,172.315,1.492
1135.91983,12230.01246,10,166.89,1.491
1135.91983,12230.01246,10,164.362,1.49
1135.91983,12230.01246,10,163.885,1.485
1135.91983,12230.01246,10,163.793,1.48
1135.91983,12230.01246,10,162.962,1.473
1135.91983,12230.01246,10,162.823,1.464
1135.91983,12230.01246,10,163.546,1.455
1135.91983,12230.01246,10,163.916,1.446
1135.91983,12230.01246,10,164.116,1.439
1135.91983,12230.01246,10,164.054,1.434
1135.91983,12230.01246,10,163.285,1.429
1135.91983,12230.01246,10,163.746,1.425
1135.91983,12230.01246,10,163.716,1.424
1135.91983,12230.01246,10,163.808,1.423
1135.91983,12230.01246,10,163.977,1.422
1135.91983,12230.01246,10,166.227,1.424
1135.91983,12230.01246,10,166.072,1.425
1135.91983,12230.01246,10,165.533,1.429
1135.91983,12230.01246,10,164.655,1.43
1135.91983,12230.01246,10,165.533,1.435
1135.91983,12230.01246,10,164.747,1.438
1135.91983,12230.01246,10,164.254,1.442
1135.91983,12230.01246,10,163.839,1.447
1135.91983,12230.01246,10,163.731,1.452
1135.91983,12230.01246,10,163.9,1.457
1135.91983,12230.01246,10,163.9,1.457
1135.91983,12230.01246,10,163.839,1.462
1135.91983,12230.01246,10,164.239,1.465
1135.91983,12230.01246,10,164.07,1.468
1135.91983,12230.01246,10,164.578,1.472
1135.91983,12230.01246,10,164.593,1.472
1135.91983,12230.01246,10,164.424,1.473
1135.91983,12230.01246,10,164.316,1.473
1135.91983,12230.01246,10,164.362,1.472
1135.91983,12230.01246,10,163.808,1.47
1135.91983,12230.01246,10,163.931,1.468
1135.91983,12230.01246,10,164.347,1.466
1135.91983,12230.01246,10,164.193,1.464
1135.91983,12230.01246,10,164.162,1.461
1135.91983,12230.01246,10,164.224,1.457
1135.91983,12230.01246,10,163.993,1.455
1135.91983,12230.01246,10,163.7,1.451
1135.91983,12230.01246,10,164.609,1.451
1135.91983,12230.01246,10,165.055,1.45
1135.91983,12230.01246,10,165.918,1.447
1135.91983,12230.01246,10,165.024,1.445
1135.91983,12230.01246,10,165.009,1.444
1135.91983,12230.01246,10,164.793,1.442
1135.91983,12230.01246,10,164.1,1.442
1135.91983,12230.01246,10,164.224,1.441
1135.91983,12230.01246,10,164.686,1.441
1135.91983,12230.01246,10,165.749,1.44
1135.91983,12230.01246,10,165.61,1.438
1135.91983,12230.01246,10,165.579,1.44
1135.91983,12230.01246,10,165.641,1.441
1135.91983,12230.01246,10,165.44,1.443
1135.91983,12230.01246,10,165.471,1.445
1135.91983,12230.01246,10,165.302,1.447
1135.91983,12230.01246,10,165.934,1.448
1135.91983,12230.01246,10,165.98,1.451
1135.91983,12230.01246,10,165.872,1.451
1135.91983,12230.01246,10,165.903,1.451
1135.91983,12230.01246,10,165.579,1.453
1135.91983,12230.01246,10,165.44,1.45
1135.91983,12230.01246,10,165.764,1.451
1135.91983,12230.01246,10,166.735,1.45
1135.91983,12230.01246,10,166.658,1.45
1135.91983,12230.01246,10,165.579,1.45
1135.91983,12230.01246,10,164.624,1.448
1135.91983,12230.01246,10,164.316,1.448
1135.91983,12230.01246,10,164.331,1.449
1135.91983,12230.01246,10,164.455,1.449
1135.91983,12230.01246,10,165.04,1.451
1135.91983,12230.01246,10,165.348,1.452
1135.91983,12230.01246,10,165.256,1.452
1135.91983,12230.01246,10,165.071,1.452
1135.91983,12230.01246,10,164.193,1.454
1135.91983,12230.01246,10,164.1,1.456
1135.91983,12230.01246,10,164.177,1.459
1135.91983,12230.01246,10,164.516,1.461
1135.91983,12230.01246,10,164.131,1.465
1135.91983,12230.01246,10,163.7,1.469
1135.91983,12230.01246,10,163.331,1.473
1135.91983,12230.01246,10,162.746,1.478
1135.91983,12230.01246,10,162.746,1.478
1135.91983,12230.01246,10,162.7,1.48
1135.91983,12230.01246,10,163.162,1.481
1135.91983,12230.01246,10,163.716,1.482
1135.91983,12230.01246,10,163.777,1.48
1135.91983,12230.01246,10,163.993,1.48
1135.91983,12230.01246,10,163.839,1.477
1135.91983,12230.01246,10,163.823,1.471
1135.91983,12230.01246,10,163.731,1.465
1135.91983,12230.01246,10,164.84,1.457
1135.91983,12230.01246,10,165.209,1.448
1135.91983,12230.01246,10,165.471,1.44
1135.91983,12230.01246,10,164.963,1.431
1135.91983,12230.01246,10,164.809,1.422
1135.91983,12230.01246,10,164.686,1.415
1135.91983,12230.01246,10,164.162,1.408
1135.91983,12230.01246,10,163.823,1.402
1135.91983,12230.01246,10,163.408,1.399
1135.91983,12230.01246,10,164.301,1.396
1135.91983,12230.01246,10,164.716,1.395
1135.91983,12230.01246,10,164.393,1.396
1135.91983,12230.01246,10,164.439,1.399
1135.91983,12230.01246,10,164.67,1.407
1135.91983,12230.01246,10,164.547,1.414
1135.91983,12230.01246,10,164.408,1.423
1135.91983,12230.01246,10,164.901,1.436
1135.91983,12230.01246,10,164.639,1.449
1135.91983,12230.01246,10,164.624,1.466
1135.91983,12230.01246,10,165.194,1.48
1135.91983,12230.01246,10,164.947,1.494
1135.91983,12230.01246,10,164.439,1.509
1135.91983,12230.01246,10,164.085,1.515
1135.91983,12230.01246,10,143.845,1.519
1135.91983,12230.01246,10,98.149,1.519
1135.91983,12230.01246,10,68.134,1.519
1135.91983,12230.01246,10,51.206,1.516
1135.91983,12230.01246,10,45.358,1.519
1135.91983,12230.01246,10,52.788,1.516
1135.91983,12230.01246,10,82.141,1.514
1135.91983,12230.01246,10,107.443,1.504
1135.91983,12230.01246,10,120.463,1.491
1135.91983,12230.01246,10,122.384,1.475
1135.91983,12230.01246,10,121.743,1.456
1135.91983,12230.01246,10,119.779,1.437
1135.91983,12230.01246,10,115.846,1.417
1135.91983,12230.01246,10,111.895,1.399
1135.91983,12230.01246,10,106.266,1.384
1135.91983,12230.01246,10,97.638,1.373
1135.91983,12230.01246,10,86.021,1.365
1135.91983,12230.01246,10,72.15,1.365
1135.91983,12230.01246,10,55.834,1.371
1135.91983,12230.01246,10,39.903,1.387
1135.91983,12230.01246,10,28.258,1.408
1135.91983,12230.01246,10,21.316,1.419
1135.91983,12230.01246,10,19.239,1.432
1135.91983,12230.01246,10,21.534,1.444
1135.91983,12230.01246,10,24.201,1.455
1135.91983,12230.01246,10,24.201,1.455
1135.91983,12230.01246,10,25.825,1.467
1135.91983,12230.01246,10,30.162,1.478
1136.15682,12230.57246,9,1.317,-0.022
1136.15682,12230.57246,9,1.29,-0.011
1136.15682,12230.57246,9,1.277,0.004
1136.15682,12230.57246,9,1.184,0.022
1136.15682,12230.57246,9,1.13,0.037
1136.15682,12230.57246,9,1.144,0.055
1136.15682,12230.57246,9,1.17,0.071
1136.15682,12230.57246,9,1.037,0.083
1136.15682,12230.57246,9,0.931,0.094
1136.15682,12230.57246,9,0.838,0.103
1136.15682,12230.57246,9,0.811,0.115
1136.15682,12230.57246,9,0.784,0.132
1136.15682,12230.57246,9,0.745,0.154
1136.15682,12230.57246,9,0.811,0.179
1136.15682,12230.57246,9,0.878,0.21
1136.15682,12230.57246,9,0.798,0.236
1136.15682,12230.57246,9,0.784,0.263
1136.15682,12230.57246,9,0.771,0.284
1136.15682,12230.57246,9,0.758,0.304
1136.15682,12230.57246,9,0.705,0.324
1136.15682,12230.57246,9,0.612,0.343
1136.15682,12230.57246,9,0.572,0.365
1136.15682,12230.57246,9,0.665,0.385
1136.15682,12230.57246,9,0.625,0.407
1136.15682,12230.57246,9,0.625,0.425
1136.15682,12230.57246,9,0.718,0.44
1136.15682,12230.57246,9,0.691,0.452
1136.15682,12230.57246,9,0.678,0.468
1136.15682,12230.57246,9,0.625,0.487
1136.15682,12230.57246,9,0.758,0.511
1136.15682,12230.57246,9,0.718,0.533
1136.15682,12230.57246,9,0.718,0.533
1136.15682,12230.57246,9,0.665,0.554
1136.15682,12230.57246,9,0.625,0.574
1136.15682,12230.57246,9,0.665,0.591
1136.15682,12230.57246,9,0.651,0.613
1136.15682,12230.57246,9,0.651,0.644
1136.15682,12230.57246,9,0.705,0.681
1136.15682,12230.57246,9,0.758,0.727
1136.15682,12230.57246,9,0.758,0.777
1136.15682,12230.57246,9,0.731,0.832
1136.15682,12230.57246,9,0.638,0.893
1136.15682,12230.57246,9,0.691,0.956
1136.15682,12230.57246,9,0.665,1.012
1136.15682,12230.57246,9,0.811,1.061
1136.15682,12230.57246,9,0.944,1.105
1136.15682,12230.57246,9,1.024,1.13
1136.15682,12230.57246,9,1.197,1.139
1136.15682,12230.57246,9,1.197,1.149
1136.15682,12230.57246,9,1.21,1.138
1136.15682,12230.57246,9,1.184,1.14
1136.15682,12230.57246,9,1.184,1.143
1136.15682,12230.57246,9,1.09,1.152
1136.15682,12230.57246,9,1.25,1.166
1136.15682,12230.57246,9,1.423,1.179
1136.15682,12230.57246,9,1.17,1.193
1136.15682,12230.57246,9,1.024,1.203
1136.15682,12230.57246,9,1.104,1.214
1136.15682,12230.57246,9,0.957,1.227
1136.15682,12230.57246,9,0.917,1.238
1136.15682,12230.57246,9,0.878,1.246
1136.15682,12230.57246,9,0.824,1.259
1136.15682,12230.57246,9,0.851,1.265
1136.15682,12230.57246,9,0.957,1.277
1136.15682,12230.57246,9,0.957,1.298
1136.15682,12230.57246,9,0.891,1.314
1136.15682,12230.57246,9,0.851,1.337
1136.15682,12230.57246,9,0.784,1.353
1136.15682,12230.57246,9,0.917,1.367
1136.15682,12230.57246,9,0.917,1.376
1136.15682,12230.57246,9,0.851,1.38
1136.15682,12230.57246,9,0.784,1.386
1136.15682,12230.57246,9,0.811,1.386
1136.15682,12230.57246,9,0.838,1.39
1136.15682,12230.57246,9,0.917,1.393
1136.15682,12230.57246,9,0.971,1.401
1136.15682,12230.57246,9,0.851,1.411
1136.15682,12230.57246,9,0.811,1.428
1136.15682,12230.57246,9,0.917,1.451
1136.15682,12230.57246,9,0.838,1.48
1136.15682,12230.57246,9,0.838,1.511
1136.15682,12230.57246,9,0.851,1.54
1136.15682,12230.57246,9,1.09,1.565
1136.15682,12230.57246,9,1.037,1.589
1136.15682,12230.57246,9,1.09,1.606
1136.15682,12230.57246,9,1.144,1.621
1136.15682,12230.57246,9,1.09,1.639
1136.15682,12230.57246,9,1.024,1.655
1136.15682,12230.57246,9,1.024,1.655
1136.15682,12230.57246,9,1.051,1.672
1136.15682,12230.57246,9,1.144,1.683
1136.15682,12230.57246,9,1.17,1.691
1136.15682,12230.57246,9,1.077,1.7
1136.15682,12230.57246,9,1.024,1.708
1136.15682,12230.57246,9,1.011,1.722
1136.15682,12230.57246,9,0.984,1.741
1136.15682,12230.57246,9,1.051,1.767
1136.15682,12230.57246,9,1.237,1.797
1136.15682,12230.57246,9,1.064,1.828
1136.15682,12230.57246,9,1.037,1.857
1136.15682,12230.57246,9,1.09,1.883
1136.15682,12230.57246,9,1.17,1.903
1136.15682,12230.57246,9,1.223,1.92
1136.15682,12230.57246,9,1.41,1.935
1136.15682,12230.57246,9,1.49,1.945
1136.15682,12230.57246,9,1.609,1.958
1136.15682,12230.57246,9,1.703,1.976
1136.15682,12230.57246,9,1.716,1.994
1136.15682,12230.57246,9,1.57,2.019
1136.15682,12230.57246,9,1.543,2.045
1136.15682,12230.57246,9,1.41,2.071
1136.15682,12230.57246,9,1.41,2.098
1136.15682,12230.57246,9,1.516,2.121
1136.15682,12230.57246,9,1.543,2.142
1136.15682,12230.57246,9,1.41,2.168
1136.15682,12230.57246,9,1.29,2.185
1136.15682,12230.57246,9,1.33,2.204
1136.15682,12230.57246,9,1.41,2.215
1136.15682,12230.57246,9,1.503,2.228
1136.15682,12230.57246,9,1.649,2.243
1136.15682,12230.57246,9,1.463,2.26
1136.15682,12230.57246,9,1.623,2.28
1136.15682,12230.57246,9,1.663,2.297
1136.15682,12230.57246,9,1.636,2.309
1136.15682,12230.57246,9,1.556,2.33
1136.15682,12230.57246,9,1.45,2.362
1136.15682,12230.57246,9,1.41,2.398
1136.15682,12230.57246,9,1.41,2.437
1136.15682,12230.57246,9,1.463,2.462
1136.15682,12230.57246,9,1.516,2.475
1136.15682,12230.57246,9,1.543,2.485
