Latitude,Longitude,Comment,G&G-DO
1133.65323,12228.63062,3,5.089
1133.65323,12228.63062,3,5.091
1133.65323,12228.63062,3,5.093
1133.65323,12228.63062,3,5.091
1133.65323,12228.63062,3,5.091
1133.65323,12228.63062,3,5.095
1133.65323,12228.63062,3,5.096
1133.65323,12228.63062,3,5.1
1133.65323,12228.63062,3,5.101
1133.65323,12228.63062,3,5.104
1133.65323,12228.63062,3,5.109
1133.65323,12228.63062,3,5.112
1133.65323,12228.63062,3,5.112
1133.65323,12228.63062,3,5.109
1133.65323,12228.63062,3,5.116
1133.65323,12228.63062,3,5.117
1133.65323,12228.63062,3,5.116
1133.65323,12228.63062,3,5.116
1133.65323,12228.63062,3,5.118
1133.65323,12228.63062,3,5.121
1133.65323,12228.63062,3,5.124
1133.65323,12228.63062,3,5.125
1133.65323,12228.63062,3,5.127
1133.65323,12228.63062,3,5.128
1133.65323,12228.63062,3,5.132
1133.65323,12228.63062,3,5.132
1133.65323,12228.63062,3,5.131
1133.65323,12228.63062,3,5.13
1133.65323,12228.63062,3,5.135
1133.65323,12228.63062,3,5.138
1133.65323,12228.63062,3,5.143
1133.65323,12228.63062,3,5.141
1133.65323,12228.63062,3,5.145
1133.65323,12228.63062,3,5.146
1133.65323,12228.63062,3,5.14
1133.65323,12228.63062,3,5.144
1133.65323,12228.63062,3,5.152
1133.65323,12228.63062,3,5.159
1133.65323,12228.63062,3,5.169
1133.65323,12228.63062,3,5.18
1133.65323,12228.63062,3,5.184
1133.65323,12228.63062,3,5.195
1133.65323,12228.63062,3,5.2
1133.65323,12228.63062,3,5.206
1133.65323,12228.63062,3,5.214
1133.65323,12228.63062,3,5.216
1133.65323,12228.63062,3,5.223
1133.65323,12228.63062,3,5.23
1133.65323,12228.63062,3,5.231
1133.65323,12228.63062,3,5.228
1133.65323,12228.63062,3,5.223
1133.65323,12228.63062,3,5.224
1133.65323,12228.63062,3,5.229
1133.65323,12228.63062,3,5.218
1133.65323,12228.63062,3,5.204
1133.65323,12228.63062,3,5.19
1133.65323,12228.63062,3,5.201
1133.65323,12228.63062,3,5.206
1133.65323,12228.63062,3,5.203
1133.65323,12228.63062,3,5.204
1133.65323,12228.63062,3,5.217
1133.65323,12228.63062,3,5.223
1133.65323,12228.63062,3,5.223
1133.65323,12228.63062,3,5.225
1133.65323,12228.63062,3,5.227
1133.65323,12228.63062,3,5.235
1133.65323,12228.63062,3,5.249
1133.65323,12228.63062,3,5.261
1133.65323,12228.63062,3,5.277
1133.65323,12228.63062,3,5.287
1133.65323,12228.63062,3,5.294
1133.65323,12228.63062,3,5.303
1133.65323,12228.63062,3,5.309
1133.65323,12228.63062,3,5.308
1133.65323,12228.63062,3,5.323
1133.65323,12228.63062,3,5.342
1133.65323,12228.63062,3,5.358
1133.65323,12228.63062,3,5.375
1133.65323,12228.63062,3,5.39
1133.65323,12228.63062,3,5.401
1133.65323,12228.63062,3,5.405
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.417
1133.65323,12228.63062,3,5.416
1133.65323,12228.63062,3,5.424
1133.65323,12228.63062,3,5.435
1133.65323,12228.63062,3,5.445
1133.65323,12228.63062,3,5.46
1133.65323,12228.63062,3,5.463
1133.65323,12228.63062,3,5.467
1133.65323,12228.63062,3,5.477
1133.65323,12228.63062,3,5.484
1133.65323,12228.63062,3,5.49
1133.65323,12228.63062,3,5.497
1133.65323,12228.63062,3,5.503
1133.65323,12228.63062,3,5.514
1133.65323,12228.63062,3,5.52
1133.65323,12228.63062,3,5.529
1133.65323,12228.63062,3,5.54
1133.65323,12228.63062,3,5.549
1133.65323,12228.63062,3,5.561
1133.65323,12228.63062,3,5.573
1133.65323,12228.63062,3,5.579
1133.65323,12228.63062,3,5.588
1133.65323,12228.63062,3,5.596
1133.65323,12228.63062,3,5.605
1133.65323,12228.63062,3,5.617
1133.65323,12228.63062,3,5.627
1133.65323,12228.63062,3,5.645
1133.65323,12228.63062,3,5.654
1133.65323,12228.63062,3,5.666
1133.65323,12228.63062,3,5.678
1133.65323,12228.63062,3,5.684
1133.65323,12228.63062,3,5.695
1133.65323,12228.63062,3,5.699
1133.65323,12228.63062,3,5.701
1133.65323,12228.63062,3,5.7
1133.65323,12228.63062,3,5.705
1133.65323,12228.63062,3,5.709
1133.65323,12228.63062,3,5.711
1133.65323,12228.63062,3,5.711
1133.65323,12228.63062,3,5.715
1133.65323,12228.63062,3,5.719
1133.65323,12228.63062,3,5.726
1133.65323,12228.63062,3,5.725
1133.65323,12228.63062,3,5.727
1133.65323,12228.63062,3,5.726
1133.65323,12228.63062,3,5.73
1133.65323,12228.63062,3,5.733
1133.65323,12228.63062,3,5.74
1133.65323,12228.63062,3,5.742
1133.65323,12228.63062,3,5.747
1133.65323,12228.63062,3,5.748
1133.65323,12228.63062,3,5.747
1133.65323,12228.63062,3,5.745
1133.65323,12228.63062,3,5.749
1133.65323,12228.63062,3,5.754
1133.65323,12228.63062,3,5.758
1133.65323,12228.63062,3,5.759
1133.65323,12228.63062,3,5.763
1133.65323,12228.63062,3,5.771
1133.65323,12228.63062,3,5.776
1133.65323,12228.63062,3,5.782
1133.65323,12228.63062,3,5.782
1133.65323,12228.63062,3,5.787
1133.65323,12228.63062,3,5.793
1133.65323,12228.63062,3,5.79
1133.65323,12228.63062,3,5.794
1133.65323,12228.63062,3,5.798
1133.65323,12228.63062,3,5.806
1133.65323,12228.63062,3,5.808
1133.65323,12228.63062,3,5.809
1133.65323,12228.63062,3,5.808
1133.65323,12228.63062,3,5.817
1133.65323,12228.63062,3,5.817
1133.65323,12228.63062,3,5.823
1133.65323,12228.63062,3,5.823
1133.65323,12228.63062,3,5.822
1133.65323,12228.63062,3,5.829
1133.65323,12228.63062,3,5.83
1133.65323,12228.63062,3,5.827
1133.65323,12228.63062,3,5.827
1133.65323,12228.63062,3,5.83
1133.65323,12228.63062,3,5.831
1133.65323,12228.63062,3,5.828
1133.65323,12228.63062,3,5.823
1133.65323,12228.63062,3,5.817
1133.65323,12228.63062,3,5.812
1133.65323,12228.63062,3,5.805
1133.65323,12228.63062,3,5.808
1133.65323,12228.63062,3,5.804
1133.65323,12228.63062,3,5.804
1133.65323,12228.63062,3,5.803
1133.65323,12228.63062,3,5.806
1133.65323,12228.63062,3,5.805
1133.65323,12228.63062,3,5.804
1133.65323,12228.63062,3,5.799
1133.65323,12228.63062,3,5.793
1133.65323,12228.63062,3,5.793
1133.65323,12228.63062,3,5.789
1133.65323,12228.63062,3,5.79
1133.65323,12228.63062,3,5.784
1133.65323,12228.63062,3,5.783
1133.65323,12228.63062,3,5.777
1133.65323,12228.63062,3,5.769
1133.65323,12228.63062,3,5.761
1133.65323,12228.63062,3,5.758
1133.65323,12228.63062,3,5.748
1133.65323,12228.63062,3,5.742
1133.65323,12228.63062,3,5.727
1133.65323,12228.63062,3,5.713
1133.65323,12228.63062,3,5.704
1133.65323,12228.63062,3,5.692
1133.65323,12228.63062,3,5.679
1133.65323,12228.63062,3,5.672
1133.65323,12228.63062,3,5.666
1133.65323,12228.63062,3,5.657
1133.65323,12228.63062,3,5.643
1133.65323,12228.63062,3,5.623
1133.65323,12228.63062,3,5.61
1133.65323,12228.63062,3,5.601
1133.65323,12228.63062,3,5.59
1133.65323,12228.63062,3,5.58
1133.65323,12228.63062,3,5.565
1133.65323,12228.63062,3,5.553
1133.65323,12228.63062,3,5.546
1133.65323,12228.63062,3,5.541
1133.65323,12228.63062,3,5.526
1133.65323,12228.63062,3,5.509
1133.65323,12228.63062,3,5.498
1133.65323,12228.63062,3,5.495
1133.65323,12228.63062,3,5.488
1133.65323,12228.63062,3,5.479
1133.65323,12228.63062,3,5.472
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.459
1133.65323,12228.63062,3,5.453
1133.65323,12228.63062,3,5.446
1133.65323,12228.63062,3,5.446
1133.65323,12228.63062,3,5.444
1133.65323,12228.63062,3,5.436
1133.65323,12228.63062,3,5.435
1133.65323,12228.63062,3,5.431
1133.65323,12228.63062,3,5.425
1133.65323,12228.63062,3,5.426
1133.65323,12228.63062,3,5.421
1133.65323,12228.63062,3,5.423
1133.65323,12228.63062,3,5.415
1133.65323,12228.63062,3,5.408
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.405
1133.65323,12228.63062,3,5.407
1133.65323,12228.63062,3,5.405
1133.65323,12228.63062,3,5.401
1133.65323,12228.63062,3,5.401
1133.65323,12228.63062,3,5.396
1133.65323,12228.63062,3,5.397
1133.65323,12228.63062,3,5.398
1133.65323,12228.63062,3,5.395
1133.65323,12228.63062,3,5.394
1133.65323,12228.63062,3,5.387
1133.65323,12228.63062,3,5.391
1133.65323,12228.63062,3,5.392
1133.65323,12228.63062,3,5.39
1133.65323,12228.63062,3,5.394
1133.65323,12228.63062,3,5.389
1133.65323,12228.63062,3,5.386
1133.65323,12228.63062,3,5.389
1133.65323,12228.63062,3,5.386
1133.65323,12228.63062,3,5.385
1133.65323,12228.63062,3,5.384
1133.65323,12228.63062,3,5.384
1133.65323,12228.63062,3,5.385
1133.65323,12228.63062,3,5.388
1133.65323,12228.63062,3,5.384
1133.65323,12228.63062,3,5.384
1133.65323,12228.63062,3,5.383
1133.65323,12228.63062,3,5.382
1133.65323,12228.63062,3,5.383
1133.65323,12228.63062,3,5.383
1133.65323,12228.63062,3,5.383
1133.65323,12228.63062,3,5.384
1133.65323,12228.63062,3,5.383
1133.65323,12228.63062,3,5.382
1133.65323,12228.63062,3,5.381
1133.65323,12228.63062,3,5.378
1133.65323,12228.63062,3,5.378
1133.65323,12228.63062,3,5.377
1133.65323,12228.63062,3,5.382
1133.65323,12228.63062,3,5.382
1133.65323,12228.63062,3,5.383
1133.65323,12228.63062,3,5.379
1133.65323,12228.63062,3,5.378
1133.65323,12228.63062,3,5.372
1133.65323,12228.63062,3,5.371
1133.65323,12228.63062,3,5.369
1133.65323,12228.63062,3,5.368
1133.65323,12228.63062,3,5.368
1133.65323,12228.63062,3,5.37
1133.65323,12228.63062,3,5.372
1133.65323,12228.63062,3,5.366
1133.65323,12228.63062,3,5.365
1133.65323,12228.63062,3,5.367
1133.65323,12228.63062,3,5.365
1133.65323,12228.63062,3,5.364
1133.65323,12228.63062,3,5.366
1133.65323,12228.63062,3,5.362
1133.65323,12228.63062,3,5.36
1133.65323,12228.63062,3,5.363
1133.65323,12228.63062,3,5.36
1133.65323,12228.63062,3,5.356
1133.65323,12228.63062,3,5.352
1133.65323,12228.63062,3,5.352
1133.65323,12228.63062,3,5.355
1133.65323,12228.63062,3,5.355
1133.65323,12228.63062,3,5.353
1133.65323,12228.63062,3,5.35
1133.65323,12228.63062,3,5.349
1133.65323,12228.63062,3,5.351
1133.65323,12228.63062,3,5.348
1133.65323,12228.63062,3,5.344
1133.65323,12228.63062,3,5.339
1133.65323,12228.63062,3,5.343
1133.65323,12228.63062,3,5.342
1133.65323,12228.63062,3,5.344
1133.65323,12228.63062,3,5.338
1133.65323,12228.63062,3,5.34
1133.65323,12228.63062,3,5.341
1133.65323,12228.63062,3,5.342
1133.65323,12228.63062,3,5.341
1133.65323,12228.63062,3,5.341
1133.65323,12228.63062,3,5.343
1133.65323,12228.63062,3,5.342
1133.65323,12228.63062,3,5.348
1133.65323,12228.63062,3,5.348
1133.65323,12228.63062,3,5.346
1133.65323,12228.63062,3,5.345
1133.65323,12228.63062,3,5.344
1133.65323,12228.63062,3,5.349
1133.65323,12228.63062,3,5.346
1133.65323,12228.63062,3,5.35
1133.65323,12228.63062,3,5.353
1133.65323,12228.63062,3,5.353
1133.65323,12228.63062,3,5.351
1133.65323,12228.63062,3,5.353
1133.65323,12228.63062,3,5.357
1133.65323,12228.63062,3,5.356
1133.65323,12228.63062,3,5.354
1133.65323,12228.63062,3,5.354
1133.65323,12228.63062,3,5.355
1133.65323,12228.63062,3,5.352
1133.65323,12228.63062,3,5.357
1133.65323,12228.63062,3,5.359
1133.65323,12228.63062,3,5.358
1133.65323,12228.63062,3,5.358
1133.65323,12228.63062,3,5.358
1133.65323,12228.63062,3,5.357
1133.65323,12228.63062,3,5.36
1133.65323,12228.63062,3,5.364
1133.65323,12228.63062,3,5.366
1133.65323,12228.63062,3,5.367
1133.65323,12228.63062,3,5.367
1133.65323,12228.63062,3,5.364
1133.65323,12228.63062,3,5.364
1133.65323,12228.63062,3,5.366
1133.65323,12228.63062,3,5.365
1133.65323,12228.63062,3,5.364
1133.65323,12228.63062,3,5.358
1133.65323,12228.63062,3,5.364
1133.65323,12228.63062,3,5.368
1133.65323,12228.63062,3,5.375
1133.65323,12228.63062,3,5.375
1133.65323,12228.63062,3,5.376
1133.65323,12228.63062,3,5.377
1133.65323,12228.63062,3,5.376
1133.65323,12228.63062,3,5.379
1133.65323,12228.63062,3,5.375
1133.65323,12228.63062,3,5.377
1133.65323,12228.63062,3,5.374
1133.65323,12228.63062,3,5.375
1133.65323,12228.63062,3,5.38
1133.65323,12228.63062,3,5.382
1133.65323,12228.63062,3,5.384
1133.65323,12228.63062,3,5.382
1133.65323,12228.63062,3,5.384
1133.65323,12228.63062,3,5.384
1133.65323,12228.63062,3,5.386
1133.65323,12228.63062,3,5.385
1133.65323,12228.63062,3,5.388
1133.65323,12228.63062,3,5.388
1133.65323,12228.63062,3,5.389
1133.65323,12228.63062,3,5.388
1133.65323,12228.63062,3,5.385
1133.65323,12228.63062,3,5.386
1133.65323,12228.63062,3,5.391
1133.65323,12228.63062,3,5.393
1133.65323,12228.63062,3,5.392
1133.65323,12228.63062,3,5.394
1133.65323,12228.63062,3,5.393
1133.65323,12228.63062,3,5.396
1133.65323,12228.63062,3,5.391
1133.65323,12228.63062,3,5.396
1133.65323,12228.63062,3,5.401
1133.65323,12228.63062,3,5.402
1133.65323,12228.63062,3,5.405
1133.65323,12228.63062,3,5.4
1133.65323,12228.63062,3,5.399
1133.65323,12228.63062,3,5.403
1133.65323,12228.63062,3,5.403
1133.65323,12228.63062,3,5.403
1133.65323,12228.63062,3,5.402
1133.65323,12228.63062,3,5.404
1133.65323,12228.63062,3,5.405
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.408
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.405
1133.65323,12228.63062,3,5.404
1133.65323,12228.63062,3,5.401
1133.65323,12228.63062,3,5.399
1133.65323,12228.63062,3,5.404
1133.65323,12228.63062,3,5.407
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.408
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.408
1133.65323,12228.63062,3,5.41
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.405
1133.65323,12228.63062,3,5.405
1133.65323,12228.63062,3,5.408
1133.65323,12228.63062,3,5.408
1133.65323,12228.63062,3,5.415
1133.65323,12228.63062,3,5.413
1133.65323,12228.63062,3,5.41
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.41
1133.65323,12228.63062,3,5.413
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.417
1133.65323,12228.63062,3,5.414
1133.65323,12228.63062,3,5.413
1133.65323,12228.63062,3,5.417
1133.65323,12228.63062,3,5.416
1133.65323,12228.63062,3,5.419
1133.65323,12228.63062,3,5.424
1133.65323,12228.63062,3,5.431
1133.65323,12228.63062,3,5.439
1133.65323,12228.63062,3,5.437
1133.65323,12228.63062,3,5.444
1133.65323,12228.63062,3,5.448
1133.65323,12228.63062,3,5.445
1133.65323,12228.63062,3,5.45
1133.65323,12228.63062,3,5.456
1133.65323,12228.63062,3,5.46
1133.65323,12228.63062,3,5.462
1133.65323,12228.63062,3,5.466
1133.65323,12228.63062,3,5.473
1133.65323,12228.63062,3,5.47
1133.65323,12228.63062,3,5.476
1133.65323,12228.63062,3,5.477
1133.65323,12228.63062,3,5.48
1133.65323,12228.63062,3,5.487
1133.65323,12228.63062,3,5.485
1133.65323,12228.63062,3,5.482
1133.65323,12228.63062,3,5.486
1133.65323,12228.63062,3,5.485
1133.65323,12228.63062,3,5.49
1133.65323,12228.63062,3,5.492
1133.65323,12228.63062,3,5.498
1133.65323,12228.63062,3,5.495
1133.65323,12228.63062,3,5.497
1133.65323,12228.63062,3,5.499
1133.65323,12228.63062,3,5.505
1133.65323,12228.63062,3,5.506
1133.65323,12228.63062,3,5.506
1133.65323,12228.63062,3,5.51
1133.65323,12228.63062,3,5.51
1133.65323,12228.63062,3,5.515
1133.65323,12228.63062,3,5.515
1133.65323,12228.63062,3,5.516
1133.65323,12228.63062,3,5.515
1133.65323,12228.63062,3,5.517
1133.65323,12228.63062,3,5.521
1133.65323,12228.63062,3,5.522
1133.65323,12228.63062,3,5.524
1133.65323,12228.63062,3,5.526
1133.65323,12228.63062,3,5.523
1133.65323,12228.63062,3,5.526
1133.65323,12228.63062,3,5.524
1133.65323,12228.63062,3,5.523
1133.65323,12228.63062,3,5.522
1133.65323,12228.63062,3,5.523
1133.65323,12228.63062,3,5.521
1133.65323,12228.63062,3,5.521
1133.65323,12228.63062,3,5.523
1133.65323,12228.63062,3,5.516
1133.65323,12228.63062,3,5.52
1133.65323,12228.63062,3,5.515
1133.65323,12228.63062,3,5.514
1133.65323,12228.63062,3,5.515
1133.65323,12228.63062,3,5.513
1133.65323,12228.63062,3,5.514
1133.65323,12228.63062,3,5.512
1133.65323,12228.63062,3,5.514
1133.65323,12228.63062,3,5.515
1133.65323,12228.63062,3,5.509
1133.65323,12228.63062,3,5.511
1133.65323,12228.63062,3,5.511
1133.65323,12228.63062,3,5.505
1133.65323,12228.63062,3,5.508
1133.65323,12228.63062,3,5.506
1133.65323,12228.63062,3,5.503
1133.65323,12228.63062,3,5.513
1133.65323,12228.63062,3,5.513
1133.65323,12228.63062,3,5.509
1133.65323,12228.63062,3,5.511
1133.65323,12228.63062,3,5.507
1133.65323,12228.63062,3,5.505
1133.65323,12228.63062,3,5.505
1133.65323,12228.63062,3,5.504
1133.65323,12228.63062,3,5.505
1133.65323,12228.63062,3,5.505
1133.65323,12228.63062,3,5.501
1133.65323,12228.63062,3,5.496
1133.65323,12228.63062,3,5.496
1133.65323,12228.63062,3,5.496
1133.65323,12228.63062,3,5.497
1133.65323,12228.63062,3,5.498
1133.65323,12228.63062,3,5.497
1133.65323,12228.63062,3,5.498
1133.65323,12228.63062,3,5.496
1133.65323,12228.63062,3,5.498
1133.65323,12228.63062,3,5.489
1133.65323,12228.63062,3,5.492
1133.65323,12228.63062,3,5.49
1133.65323,12228.63062,3,5.49
1133.65323,12228.63062,3,5.488
1133.65323,12228.63062,3,5.49
1133.65323,12228.63062,3,5.485
1133.65323,12228.63062,3,5.488
1133.65323,12228.63062,3,5.491
1133.65323,12228.63062,3,5.489
1133.65323,12228.63062,3,5.485
1133.65323,12228.63062,3,5.484
1133.65323,12228.63062,3,5.485
1133.65323,12228.63062,3,5.486
1133.65323,12228.63062,3,5.484
1133.65323,12228.63062,3,5.477
1133.65323,12228.63062,3,5.48
1133.65323,12228.63062,3,5.483
1133.65323,12228.63062,3,5.487
1133.65323,12228.63062,3,5.482
1133.65323,12228.63062,3,5.48
1133.65323,12228.63062,3,5.48
1133.65323,12228.63062,3,5.483
1133.65323,12228.63062,3,5.478
1133.65323,12228.63062,3,5.48
1133.65323,12228.63062,3,5.476
1133.65323,12228.63062,3,5.48
1133.65323,12228.63062,3,5.477
1133.65323,12228.63062,3,5.483
1133.65323,12228.63062,3,5.478
1133.65323,12228.63062,3,5.478
1133.65323,12228.63062,3,5.476
1133.65323,12228.63062,3,5.479
1133.65323,12228.63062,3,5.48
1133.65323,12228.63062,3,5.481
1133.65323,12228.63062,3,5.48
1133.65323,12228.63062,3,5.483
1133.65323,12228.63062,3,5.484
1133.65323,12228.63062,3,5.486
1133.65323,12228.63062,3,5.482
1133.65323,12228.63062,3,5.475
1133.65323,12228.63062,3,5.469
1133.65323,12228.63062,3,5.473
1133.65323,12228.63062,3,5.47
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.469
1133.65323,12228.63062,3,5.473
1133.65323,12228.63062,3,5.471
1133.65323,12228.63062,3,5.473
1133.65323,12228.63062,3,5.474
1133.65323,12228.63062,3,5.475
1133.65323,12228.63062,3,5.476
1133.65323,12228.63062,3,5.472
1133.65323,12228.63062,3,5.475
1133.65323,12228.63062,3,5.476
1133.65323,12228.63062,3,5.474
1133.65323,12228.63062,3,5.478
1133.65323,12228.63062,3,5.476
1133.65323,12228.63062,3,5.472
1133.65323,12228.63062,3,5.469
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.472
1133.65323,12228.63062,3,5.47
1133.65323,12228.63062,3,5.467
1133.65323,12228.63062,3,5.462
1133.65323,12228.63062,3,5.465
1133.65323,12228.63062,3,5.469
1133.65323,12228.63062,3,5.473
1133.65323,12228.63062,3,5.467
1133.65323,12228.63062,3,5.465
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.465
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.47
1133.65323,12228.63062,3,5.469
1133.65323,12228.63062,3,5.466
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.467
1133.65323,12228.63062,3,5.469
1133.65323,12228.63062,3,5.466
1133.65323,12228.63062,3,5.466
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.467
1133.65323,12228.63062,3,5.46
1133.65323,12228.63062,3,5.465
1133.65323,12228.63062,3,5.469
1133.65323,12228.63062,3,5.467
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.466
1133.65323,12228.63062,3,5.469
1133.65323,12228.63062,3,5.47
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.469
1133.65323,12228.63062,3,5.47
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.466
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.468
1133.65323,12228.63062,3,5.467
1133.65323,12228.63062,3,5.462
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.465
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.462
1133.65323,12228.63062,3,5.46
1133.65323,12228.63062,3,5.463
1133.65323,12228.63062,3,5.462
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.462
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.465
1133.65323,12228.63062,3,5.462
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.462
1133.65323,12228.63062,3,5.466
1133.65323,12228.63062,3,5.466
1133.65323,12228.63062,3,5.467
1133.65323,12228.63062,3,5.463
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.463
1133.65323,12228.63062,3,5.466
1133.65323,12228.63062,3,5.466
1133.65323,12228.63062,3,5.462
1133.65323,12228.63062,3,5.464
1133.65323,12228.63062,3,5.462
1133.65323,12228.63062,3,5.456
1133.65323,12228.63062,3,5.457
1133.65323,12228.63062,3,5.455
1133.65323,12228.63062,3,5.452
1133.65323,12228.63062,3,5.451
1133.65323,12228.63062,3,5.454
1133.65323,12228.63062,3,5.451
1133.65323,12228.63062,3,5.454
1133.65323,12228.63062,3,5.452
1133.65323,12228.63062,3,5.449
1133.65323,12228.63062,3,5.459
1133.65323,12228.63062,3,5.455
1133.65323,12228.63062,3,5.452
1133.65323,12228.63062,3,5.454
1133.65323,12228.63062,3,5.45
1133.65323,12228.63062,3,5.45
1133.65323,12228.63062,3,5.451
1133.65323,12228.63062,3,5.449
1133.65323,12228.63062,3,5.446
1133.65323,12228.63062,3,5.447
1133.65323,12228.63062,3,5.446
1133.65323,12228.63062,3,5.441
1133.65323,12228.63062,3,5.442
1133.65323,12228.63062,3,5.443
1133.65323,12228.63062,3,5.442
1133.65323,12228.63062,3,5.446
1133.65323,12228.63062,3,5.443
1133.65323,12228.63062,3,5.441
1133.65323,12228.63062,3,5.439
1133.65323,12228.63062,3,5.442
1133.65323,12228.63062,3,5.442
1133.65323,12228.63062,3,5.434
1133.65323,12228.63062,3,5.433
1133.65323,12228.63062,3,5.432
1133.65323,12228.63062,3,5.435
1133.65323,12228.63062,3,5.43
1133.65323,12228.63062,3,5.432
1133.65323,12228.63062,3,5.433
1133.65323,12228.63062,3,5.433
1133.65323,12228.63062,3,5.432
1133.65323,12228.63062,3,5.426
1133.65323,12228.63062,3,5.427
1133.65323,12228.63062,3,5.428
1133.65323,12228.63062,3,5.426
1133.65323,12228.63062,3,5.429
1133.65323,12228.63062,3,5.426
1133.65323,12228.63062,3,5.421
1133.65323,12228.63062,3,5.423
1133.65323,12228.63062,3,5.423
1133.65323,12228.63062,3,5.421
1133.65323,12228.63062,3,5.419
1133.65323,12228.63062,3,5.42
1133.65323,12228.63062,3,5.416
1133.65323,12228.63062,3,5.414
1133.65323,12228.63062,3,5.413
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.414
1133.65323,12228.63062,3,5.416
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.41
1133.65323,12228.63062,3,5.413
1133.65323,12228.63062,3,5.411
1133.65323,12228.63062,3,5.408
1133.65323,12228.63062,3,5.407
1133.65323,12228.63062,3,5.408
1133.65323,12228.63062,3,5.41
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.41
1133.65323,12228.63062,3,5.412
1133.65323,12228.63062,3,5.41
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.404
1133.65323,12228.63062,3,5.407
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.408
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.404
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.41
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.404
1133.65323,12228.63062,3,5.407
1133.65323,12228.63062,3,5.403
1133.65323,12228.63062,3,5.409
1133.65323,12228.63062,3,5.405
1133.65323,12228.63062,3,5.405
1133.65323,12228.63062,3,5.41
1133.65323,12228.63062,3,5.403
1133.65323,12228.63062,3,5.404
1133.65323,12228.63062,3,5.407
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.407
1133.65323,12228.63062,3,5.407
1133.65323,12228.63062,3,5.407
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.404
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.406
1133.65323,12228.63062,3,5.402
1133.65323,12228.63062,3,5.404
1133.65323,12228.63062,3,5.403
1133.65323,12228.63062,3,5.403
1133.65323,12228.63062,3,5.402
1133.65323,12228.63062,3,5.401
1133.65323,12228.63062,3,5.401
1133.65323,12228.63062,3,5.4
1133.65323,12228.63062,3,5.4
1133.65323,12228.63062,3,5.401
1133.65323,12228.63062,3,5.396
1133.65323,12228.63062,3,5.393
1133.65323,12228.63062,3,5.394
1133.65323,12228.63062,3,5.395
1133.65323,12228.63062,3,5.394
1133.65323,12228.63062,3,5.394
1133.65323,12228.63062,3,5.398
1133.65323,12228.63062,3,5.399
