Latitude,Longitude,Comment,G&G-DO
1134.73264,12229.35746,1,5.698
1134.73264,12229.35746,1,5.697
1134.73264,12229.35746,1,5.699
1134.73264,12229.35746,1,5.699
1134.73264,12229.35746,1,5.698
1134.73264,12229.35746,1,5.698
1134.73264,12229.35746,1,5.701
1134.73264,12229.35746,1,5.697
1134.73264,12229.35746,1,5.699
1134.73264,12229.35746,1,5.698
1134.73264,12229.35746,1,5.703
1134.73264,12229.35746,1,5.703
1134.73264,12229.35746,1,5.701
1134.73264,12229.35746,1,5.7
1134.73264,12229.35746,1,5.699
1134.73264,12229.35746,1,5.699
1134.73264,12229.35746,1,5.699
1134.73264,12229.35746,1,5.699
1134.73264,12229.35746,1,5.702
1134.73264,12229.35746,1,5.702
1134.73264,12229.35746,1,5.696
1134.73264,12229.35746,1,5.701
1134.73264,12229.35746,1,5.7
1134.73264,12229.35746,1,5.7
1134.73264,12229.35746,1,5.706
1134.73264,12229.35746,1,5.706
