Latitude,Longitude,Comment,Temp. [degC],Depth [m]
1133.65323,12228.63062,3,30.468,3.124
1133.65323,12228.63062,3,30.467,3.135
1133.65323,12228.63062,3,30.465,3.148
1133.65323,12228.63062,3,30.463,3.167
1133.65323,12228.63062,3,30.461,3.19
1133.65323,12228.63062,3,30.459,3.214
1133.65323,12228.63062,3,30.457,3.241
1133.65323,12228.63062,3,30.457,3.266
1133.65323,12228.63062,3,30.456,3.285
1133.65323,12228.63062,3,30.453,3.305
1133.65323,12228.63062,3,30.452,3.323
1133.65323,12228.63062,3,30.449,3.342
1133.65323,12228.63062,3,30.448,3.361
1133.65323,12228.63062,3,30.447,3.376
1133.65323,12228.63062,3,30.447,3.388
1133.65323,12228.63062,3,30.447,3.392
1133.65323,12228.63062,3,30.446,3.393
1133.65323,12228.63062,3,30.446,3.395
1133.65323,12228.63062,3,30.446,3.397
1133.65323,12228.63062,3,30.445,3.401
1133.65323,12228.63062,3,30.444,3.408
1133.65323,12228.63062,3,30.443,3.42
1133.65323,12228.63062,3,30.442,3.437
1133.65323,12228.63062,3,30.442,3.453
1133.65323,12228.63062,3,30.441,3.468
1133.65323,12228.63062,3,30.44,3.477
1133.65323,12228.63062,3,30.44,3.485
1133.65323,12228.63062,3,30.441,3.491
1133.65323,12228.63062,3,30.44,3.502
1133.65323,12228.63062,3,30.44,3.502
1133.65323,12228.63062,3,30.44,3.516
1133.65323,12228.63062,3,30.44,3.533
1133.65323,12228.63062,3,30.44,3.549
1133.65323,12228.63062,3,30.439,3.566
1133.65323,12228.63062,3,30.437,3.585
1133.65323,12228.63062,3,30.436,3.6
1133.65323,12228.63062,3,30.435,3.616
1133.65323,12228.63062,3,30.436,3.636
1133.65323,12228.63062,3,30.438,3.654
1133.65323,12228.63062,3,30.438,3.678
1133.65323,12228.63062,3,30.438,3.701
1133.65323,12228.63062,3,30.437,3.723
1133.65323,12228.63062,3,30.436,3.745
1133.65323,12228.63062,3,30.433,3.766
1133.65323,12228.63062,3,30.432,3.784
1133.65323,12228.63062,3,30.43,3.801
1133.65323,12228.63062,3,30.429,3.819
1133.65323,12228.63062,3,30.427,3.835
1133.65323,12228.63062,3,30.426,3.852
1133.65323,12228.63062,3,30.426,3.868
1133.65323,12228.63062,3,30.426,3.881
1133.65323,12228.63062,3,30.426,3.893
1133.65323,12228.63062,3,30.426,3.906
1133.65323,12228.63062,3,30.425,3.917
1133.65323,12228.63062,3,30.423,3.926
1133.65323,12228.63062,3,30.424,3.929
1133.65323,12228.63062,3,30.423,3.935
1133.65323,12228.63062,3,30.423,3.943
1133.65323,12228.63062,3,30.423,3.951
1133.65323,12228.63062,3,30.424,3.961
1133.65323,12228.63062,3,30.424,3.966
1133.65323,12228.63062,3,30.425,3.969
1133.65323,12228.63062,3,30.424,3.969
1133.65323,12228.63062,3,30.424,3.971
1133.65323,12228.63062,3,30.424,3.976
1133.65323,12228.63062,3,30.424,3.986
1133.65323,12228.63062,3,30.424,3.998
1133.65323,12228.63062,3,30.425,4.015
1133.65323,12228.63062,3,30.425,4.034
1133.65323,12228.63062,3,30.425,4.057
1133.65323,12228.63062,3,30.424,4.081
1133.65323,12228.63062,3,30.422,4.097
1133.65323,12228.63062,3,30.42,4.117
1133.65323,12228.63062,3,30.42,4.135
1133.65323,12228.63062,3,30.419,4.15
1133.65323,12228.63062,3,30.417,4.166
1133.65323,12228.63062,3,30.41,4.183
1133.65323,12228.63062,3,30.407,4.199
1133.65323,12228.63062,3,30.406,4.214
1133.65323,12228.63062,3,30.404,4.229
1133.65323,12228.63062,3,30.402,4.245
1133.65323,12228.63062,3,30.399,4.261
1133.65323,12228.63062,3,30.398,4.274
1133.65323,12228.63062,3,30.397,4.285
1133.65323,12228.63062,3,30.396,4.295
1133.65323,12228.63062,3,30.396,4.302
1133.65323,12228.63062,3,30.396,4.309
1133.65323,12228.63062,3,30.396,4.309
1133.65323,12228.63062,3,30.396,4.316
1133.65323,12228.63062,3,30.397,4.327
1133.65323,12228.63062,3,30.398,4.338
1133.65323,12228.63062,3,30.402,4.351
1133.65323,12228.63062,3,30.407,4.365
1133.65323,12228.63062,3,30.411,4.374
1133.65323,12228.63062,3,30.412,4.379
1133.65323,12228.63062,3,30.412,4.383
1133.65323,12228.63062,3,30.412,4.385
1133.65323,12228.63062,3,30.412,4.386
1133.65323,12228.63062,3,30.412,4.386
1133.65323,12228.63062,3,30.412,4.39
1133.65323,12228.63062,3,30.412,4.392
1133.65323,12228.63062,3,30.412,4.401
1133.65323,12228.63062,3,30.415,4.411
1133.65323,12228.63062,3,30.42,4.424
1133.65323,12228.63062,3,30.423,4.441
1133.65323,12228.63062,3,30.425,4.461
1133.65323,12228.63062,3,30.426,4.486
1133.65323,12228.63062,3,30.429,4.511
1133.65323,12228.63062,3,30.433,4.539
1133.65323,12228.63062,3,30.434,4.572
1133.65323,12228.63062,3,30.434,4.601
1133.65323,12228.63062,3,30.437,4.629
1133.65323,12228.63062,3,30.44,4.65
1133.65323,12228.63062,3,30.441,4.666
1133.65323,12228.63062,3,30.441,4.681
1133.65323,12228.63062,3,30.443,4.692
1133.65323,12228.63062,3,30.445,4.703
1133.65323,12228.63062,3,30.447,4.715
1133.65323,12228.63062,3,30.447,4.726
1133.65323,12228.63062,3,30.446,4.741
1133.65323,12228.63062,3,30.446,4.757
1133.65323,12228.63062,3,30.446,4.772
1133.65323,12228.63062,3,30.446,4.787
1133.65323,12228.63062,3,30.446,4.801
1133.65323,12228.63062,3,30.446,4.817
1133.65323,12228.63062,3,30.446,4.834
1133.65323,12228.63062,3,30.446,4.853
1133.65323,12228.63062,3,30.446,4.877
1133.65323,12228.63062,3,30.446,4.9
1133.65323,12228.63062,3,30.448,4.92
1133.65323,12228.63062,3,30.455,4.937
1133.65323,12228.63062,3,30.465,4.955
1133.65323,12228.63062,3,30.472,4.967
1133.65323,12228.63062,3,30.477,4.979
1133.65323,12228.63062,3,30.481,4.987
1133.65323,12228.63062,3,30.481,4.996
1133.65323,12228.63062,3,30.479,5.004
1133.65323,12228.63062,3,30.478,5.012
1133.65323,12228.63062,3,30.479,5.024
1133.65323,12228.63062,3,30.481,5.037
1133.65323,12228.63062,3,30.481,5.053
1133.65323,12228.63062,3,30.481,5.067
1133.65323,12228.63062,3,30.482,5.078
1133.65323,12228.63062,3,30.484,5.087
1133.65323,12228.63062,3,30.483,5.097
1133.65323,12228.63062,3,30.485,5.108
1133.65323,12228.63062,3,30.485,5.108
1133.65323,12228.63062,3,30.489,5.123
1133.65323,12228.63062,3,30.492,5.13
1133.65323,12228.63062,3,30.493,5.134
1133.65323,12228.63062,3,30.493,5.137
1133.65323,12228.63062,3,30.492,5.143
1133.65323,12228.63062,3,30.491,5.151
1133.65323,12228.63062,3,30.489,5.161
1133.65323,12228.63062,3,30.489,5.17
1133.65323,12228.63062,3,30.49,5.178
1133.65323,12228.63062,3,30.489,5.191
1133.65323,12228.63062,3,30.488,5.211
1133.65323,12228.63062,3,30.49,5.234
1133.65323,12228.63062,3,30.492,5.261
1133.65323,12228.63062,3,30.494,5.283
1133.65323,12228.63062,3,30.494,5.309
1133.65323,12228.63062,3,30.494,5.332
1133.65323,12228.63062,3,30.495,5.351
1133.65323,12228.63062,3,30.499,5.368
1133.65323,12228.63062,3,30.499,5.382
1133.65323,12228.63062,3,30.501,5.392
1133.65323,12228.63062,3,30.505,5.401
1133.65323,12228.63062,3,30.506,5.403
1133.65323,12228.63062,3,30.507,5.404
1133.65323,12228.63062,3,30.507,5.405
1133.65323,12228.63062,3,30.506,5.404
1133.65323,12228.63062,3,30.507,5.405
1133.65323,12228.63062,3,30.508,5.404
1133.65323,12228.63062,3,30.508,5.408
1133.65323,12228.63062,3,30.508,5.408
1133.65323,12228.63062,3,30.508,5.408
1133.65323,12228.63062,3,30.508,5.411
1133.65323,12228.63062,3,30.507,5.411
1133.65323,12228.63062,3,30.508,5.413
1133.65323,12228.63062,3,30.507,5.413
1133.65323,12228.63062,3,30.509,5.413
1133.65323,12228.63062,3,30.508,5.413
1133.65323,12228.63062,3,30.509,5.413
1133.65323,12228.63062,3,30.508,5.412
1133.65323,12228.63062,3,30.508,5.414
1133.65323,12228.63062,3,30.508,5.412
1133.65323,12228.63062,3,30.508,5.411
1133.65323,12228.63062,3,30.508,5.411
1133.65323,12228.63062,3,30.509,5.413
1133.65323,12228.63062,3,30.508,5.415
1133.65323,12228.63062,3,30.508,5.422
1133.65323,12228.63062,3,30.508,5.428
1133.65323,12228.63062,3,30.509,5.441
1133.65323,12228.63062,3,30.512,5.455
1133.65323,12228.63062,3,30.514,5.472
1133.65323,12228.63062,3,30.515,5.493
1133.65323,12228.63062,3,30.514,5.517
1133.65323,12228.63062,3,30.512,5.54
1133.65323,12228.63062,3,30.514,5.563
1133.65323,12228.63062,3,30.512,5.584
1133.65323,12228.63062,3,30.51,5.603
1133.65323,12228.63062,3,30.509,5.62
1133.65323,12228.63062,3,30.512,5.634
1133.65323,12228.63062,3,30.512,5.634
1133.65323,12228.63062,3,30.513,5.648
1133.65323,12228.63062,3,30.514,5.659
1133.65323,12228.63062,3,30.515,5.67
1133.65323,12228.63062,3,30.517,5.682
1133.65323,12228.63062,3,30.519,5.697
1133.65323,12228.63062,3,30.522,5.716
1133.65323,12228.63062,3,30.525,5.741
1133.65323,12228.63062,3,30.527,5.768
1133.65323,12228.63062,3,30.527,5.797
1133.65323,12228.63062,3,30.528,5.824
1133.65323,12228.63062,3,30.531,5.85
1133.65323,12228.63062,3,30.532,5.88
1133.65323,12228.63062,3,30.531,5.917
1133.65323,12228.63062,3,30.528,5.967
1133.65323,12228.63062,3,30.53,6.027
1133.65323,12228.63062,3,30.539,6.078
1133.65323,12228.63062,3,30.553,6.131
1133.65323,12228.63062,3,30.572,6.181
1133.65323,12228.63062,3,30.588,6.217
1133.65323,12228.63062,3,30.608,6.252
1133.65323,12228.63062,3,30.629,6.289
1133.65323,12228.63062,3,30.643,6.316
1133.65323,12228.63062,3,30.649,6.346
1133.65323,12228.63062,3,30.652,6.373
1133.65323,12228.63062,3,30.652,6.392
1133.65323,12228.63062,3,30.652,6.406
1133.65323,12228.63062,3,30.653,6.417
1133.65323,12228.63062,3,30.654,6.422
1133.65323,12228.63062,3,30.655,6.429
1133.65323,12228.63062,3,30.656,6.441
1133.65323,12228.63062,3,30.661,6.459
1133.65323,12228.63062,3,30.663,6.483
1133.65323,12228.63062,3,30.663,6.508
1133.65323,12228.63062,3,30.664,6.534
1133.65323,12228.63062,3,30.668,6.56
1133.65323,12228.63062,3,30.673,6.583
1133.65323,12228.63062,3,30.675,6.604
1133.65323,12228.63062,3,30.677,6.619
1133.65323,12228.63062,3,30.683,6.63
1133.65323,12228.63062,3,30.687,6.637
1133.65323,12228.63062,3,30.692,6.642
1133.65323,12228.63062,3,30.697,6.646
1133.65323,12228.63062,3,30.697,6.654
1133.65323,12228.63062,3,30.698,6.665
1133.65323,12228.63062,3,30.705,6.675
1133.65323,12228.63062,3,30.723,6.684
1133.65323,12228.63062,3,30.731,6.694
1133.65323,12228.63062,3,30.733,6.707
1133.65323,12228.63062,3,30.732,6.718
1133.65323,12228.63062,3,30.732,6.74
1133.65323,12228.63062,3,30.736,6.767
1133.65323,12228.63062,3,30.741,6.795
1133.65323,12228.63062,3,30.743,6.823
1133.65323,12228.63062,3,30.739,6.851
1133.65323,12228.63062,3,30.734,6.884
1133.65323,12228.63062,3,30.731,6.921
1133.65323,12228.63062,3,30.734,6.96
1133.65323,12228.63062,3,30.734,6.96
1133.65323,12228.63062,3,30.739,7.049
1133.65323,12228.63062,3,30.739,7.049
1133.65323,12228.63062,3,30.738,7.087
1133.65323,12228.63062,3,30.734,7.123
1133.65323,12228.63062,3,30.714,7.151
1133.65323,12228.63062,3,30.702,7.171
1133.65323,12228.63062,3,30.698,7.184
1133.65323,12228.63062,3,30.695,7.188
1133.65323,12228.63062,3,30.695,7.192
1133.65323,12228.63062,3,30.695,7.192
1133.65323,12228.63062,3,30.696,7.191
1133.65323,12228.63062,3,30.698,7.192
1133.65323,12228.63062,3,30.7,7.192
1133.65323,12228.63062,3,30.698,7.193
1133.65323,12228.63062,3,30.698,7.199
1133.65323,12228.63062,3,30.698,7.206
1133.65323,12228.63062,3,30.696,7.221
1133.65323,12228.63062,3,30.695,7.245
1133.65323,12228.63062,3,30.695,7.272
1133.65323,12228.63062,3,30.694,7.3
1133.65323,12228.63062,3,30.691,7.324
1133.65323,12228.63062,3,30.689,7.341
1133.65323,12228.63062,3,30.689,7.353
1133.65323,12228.63062,3,30.69,7.362
1133.65323,12228.63062,3,30.689,7.37
1133.65323,12228.63062,3,30.688,7.382
1133.65323,12228.63062,3,30.687,7.395
1133.65323,12228.63062,3,30.686,7.416
1133.65323,12228.63062,3,30.684,7.445
1133.65323,12228.63062,3,30.683,7.473
1133.65323,12228.63062,3,30.685,7.506
1133.65323,12228.63062,3,30.686,7.534
1133.65323,12228.63062,3,30.687,7.558
1133.65323,12228.63062,3,30.686,7.584
1133.65323,12228.63062,3,30.685,7.607
1133.65323,12228.63062,3,30.683,7.633
1133.65323,12228.63062,3,30.679,7.662
1133.65323,12228.63062,3,30.673,7.682
1133.65323,12228.63062,3,30.668,7.706
1133.65323,12228.63062,3,30.665,7.733
1133.65323,12228.63062,3,30.662,7.749
1133.65323,12228.63062,3,30.662,7.77
1133.65323,12228.63062,3,30.663,7.791
1133.65323,12228.63062,3,30.662,7.813
1133.65323,12228.63062,3,30.661,7.845
1133.65323,12228.63062,3,30.661,7.88
1133.65323,12228.63062,3,30.66,7.928
1133.65323,12228.63062,3,30.657,7.973
1133.65323,12228.63062,3,30.656,8.023
1133.65323,12228.63062,3,30.656,8.073
1133.65323,12228.63062,3,30.656,8.112
1133.65323,12228.63062,3,30.659,8.145
1133.65323,12228.63062,3,30.659,8.165
1133.65323,12228.63062,3,30.658,8.175
1133.65323,12228.63062,3,30.658,8.181
1133.65323,12228.63062,3,30.658,8.183
1133.65323,12228.63062,3,30.658,8.188
1133.65323,12228.63062,3,30.658,8.199
1133.65323,12228.63062,3,30.658,8.199
1133.65323,12228.63062,3,30.658,8.215
1133.65323,12228.63062,3,30.658,8.235
1133.65323,12228.63062,3,30.659,8.257
1133.65323,12228.63062,3,30.658,8.275
1133.65323,12228.63062,3,30.658,8.293
1133.65323,12228.63062,3,30.658,8.306
1133.65323,12228.63062,3,30.658,8.313
1133.65323,12228.63062,3,30.658,8.319
1133.65323,12228.63062,3,30.658,8.321
1133.65323,12228.63062,3,30.657,8.323
1133.65323,12228.63062,3,30.657,8.323
1133.65323,12228.63062,3,30.659,8.33
1133.65323,12228.63062,3,30.659,8.342
1133.65323,12228.63062,3,30.658,8.368
1133.65323,12228.63062,3,30.658,8.404
1133.65323,12228.63062,3,30.657,8.445
1133.65323,12228.63062,3,30.658,8.494
1133.65323,12228.63062,3,30.659,8.542
1133.65323,12228.63062,3,30.658,8.592
1133.65323,12228.63062,3,30.657,8.643
1133.65323,12228.63062,3,30.656,8.689
1133.65323,12228.63062,3,30.656,8.728
1133.65323,12228.63062,3,30.656,8.764
1133.65323,12228.63062,3,30.655,8.791
1133.65323,12228.63062,3,30.653,8.818
1133.65323,12228.63062,3,30.648,8.833
1133.65323,12228.63062,3,30.642,8.848
1133.65323,12228.63062,3,30.638,8.856
1133.65323,12228.63062,3,30.637,8.859
1133.65323,12228.63062,3,30.637,8.862
1133.65323,12228.63062,3,30.636,8.862
1133.65323,12228.63062,3,30.634,8.866
1133.65323,12228.63062,3,30.632,8.876
1133.65323,12228.63062,3,30.631,8.89
1133.65323,12228.63062,3,30.63,8.914
1133.65323,12228.63062,3,30.631,8.942
1133.65323,12228.63062,3,30.629,8.97
1133.65323,12228.63062,3,30.626,8.997
1133.65323,12228.63062,3,30.624,9.022
1133.65323,12228.63062,3,30.622,9.041
1133.65323,12228.63062,3,30.62,9.053
1133.65323,12228.63062,3,30.62,9.058
1133.65323,12228.63062,3,30.619,9.063
1133.65323,12228.63062,3,30.619,9.062
1133.65323,12228.63062,3,30.62,9.06
1133.65323,12228.63062,3,30.622,9.061
1133.65323,12228.63062,3,30.623,9.06
1133.65323,12228.63062,3,30.624,9.062
1133.65323,12228.63062,3,30.623,9.063
1133.65323,12228.63062,3,30.625,9.063
1133.65323,12228.63062,3,30.627,9.063
1133.65323,12228.63062,3,30.628,9.065
1133.65323,12228.63062,3,30.629,9.064
1133.65323,12228.63062,3,30.628,9.063
1133.65323,12228.63062,3,30.631,9.063
1133.65323,12228.63062,3,30.633,9.063
1133.65323,12228.63062,3,30.634,9.065
1133.65323,12228.63062,3,30.634,9.065
1133.65323,12228.63062,3,30.635,9.063
1133.65323,12228.63062,3,30.635,9.063
1133.65323,12228.63062,3,30.635,9.064
1133.65323,12228.63062,3,30.634,9.063
1133.65323,12228.63062,3,30.634,9.065
1133.65323,12228.63062,3,30.634,9.065
1133.65323,12228.63062,3,30.636,9.064
1133.65323,12228.63062,3,30.637,9.066
1133.65323,12228.63062,3,30.638,9.068
1133.65323,12228.63062,3,30.639,9.069
1133.65323,12228.63062,3,30.641,9.071
1133.65323,12228.63062,3,30.641,9.072
1133.65323,12228.63062,3,30.641,9.07
1133.65323,12228.63062,3,30.642,9.071
1133.65323,12228.63062,3,30.644,9.071
1133.65323,12228.63062,3,30.645,9.076
1133.65323,12228.63062,3,30.646,9.077
1133.65323,12228.63062,3,30.647,9.077
1133.65323,12228.63062,3,30.647,9.082
1133.65323,12228.63062,3,30.648,9.081
1133.65323,12228.63062,3,30.648,9.082
1133.65323,12228.63062,3,30.648,9.083
1133.65323,12228.63062,3,30.648,9.082
1133.65323,12228.63062,3,30.648,9.082
1133.65323,12228.63062,3,30.648,9.084
1133.65323,12228.63062,3,30.649,9.087
1133.65323,12228.63062,3,30.65,9.097
1133.65323,12228.63062,3,30.651,9.112
1133.65323,12228.63062,3,30.652,9.13
1133.65323,12228.63062,3,30.65,9.152
1133.65323,12228.63062,3,30.648,9.171
1133.65323,12228.63062,3,30.647,9.192
1133.65323,12228.63062,3,30.648,9.208
1133.65323,12228.63062,3,30.649,9.224
1133.65323,12228.63062,3,30.649,9.241
1133.65323,12228.63062,3,30.647,9.26
1133.65323,12228.63062,3,30.646,9.279
1133.65323,12228.63062,3,30.644,9.295
1133.65323,12228.63062,3,30.643,9.309
1133.65323,12228.63062,3,30.643,9.318
1133.65323,12228.63062,3,30.642,9.326
1133.65323,12228.63062,3,30.643,9.331
1133.65323,12228.63062,3,30.642,9.342
1133.65323,12228.63062,3,30.642,9.352
1133.65323,12228.63062,3,30.642,9.364
1133.65323,12228.63062,3,30.641,9.374
1133.65323,12228.63062,3,30.64,9.381
1133.65323,12228.63062,3,30.639,9.388
1133.65323,12228.63062,3,30.638,9.395
1133.65323,12228.63062,3,30.637,9.399
1133.65323,12228.63062,3,30.636,9.407
1133.65323,12228.63062,3,30.635,9.416
1133.65323,12228.63062,3,30.634,9.421
1133.65323,12228.63062,3,30.635,9.431
1133.65323,12228.63062,3,30.634,9.439
1133.65323,12228.63062,3,30.633,9.451
1133.65323,12228.63062,3,30.634,9.466
1133.65323,12228.63062,3,30.634,9.483
1133.65323,12228.63062,3,30.634,9.483
1133.65323,12228.63062,3,30.634,9.505
1133.65323,12228.63062,3,30.633,9.524
1133.65323,12228.63062,3,30.633,9.542
1133.65323,12228.63062,3,30.633,9.564
1133.65323,12228.63062,3,30.633,9.58
1133.65323,12228.63062,3,30.632,9.595
1133.65323,12228.63062,3,30.632,9.603
1133.65323,12228.63062,3,30.633,9.61
1133.65323,12228.63062,3,30.632,9.614
1133.65323,12228.63062,3,30.631,9.616
1133.65323,12228.63062,3,30.631,9.623
1133.65323,12228.63062,3,30.631,9.634
1133.65323,12228.63062,3,30.631,9.647
1133.65323,12228.63062,3,30.632,9.662
1133.65323,12228.63062,3,30.633,9.678
1133.65323,12228.63062,3,30.632,9.694
1133.65323,12228.63062,3,30.634,9.708
1133.65323,12228.63062,3,30.633,9.724
1133.65323,12228.63062,3,30.633,9.736
1133.65323,12228.63062,3,30.632,9.749
1133.65323,12228.63062,3,30.631,9.763
1133.65323,12228.63062,3,30.629,9.778
1133.65323,12228.63062,3,30.625,9.797
1133.65323,12228.63062,3,30.62,9.813
1133.65323,12228.63062,3,30.616,9.828
1133.65323,12228.63062,3,30.614,9.84
1133.65323,12228.63062,3,30.614,9.85
1133.65323,12228.63062,3,30.616,9.862
1133.65323,12228.63062,3,30.615,9.873
1133.65323,12228.63062,3,30.613,9.883
1133.65323,12228.63062,3,30.612,9.897
1133.65323,12228.63062,3,30.611,9.911
1133.65323,12228.63062,3,30.613,9.924
1133.65323,12228.63062,3,30.618,9.937
1133.65323,12228.63062,3,30.621,9.945
1133.65323,12228.63062,3,30.624,9.948
1133.65323,12228.63062,3,30.625,9.952
1133.65323,12228.63062,3,30.625,9.955
1133.65323,12228.63062,3,30.624,9.965
1133.65323,12228.63062,3,30.624,9.971
1133.65323,12228.63062,3,30.623,9.978
1133.65323,12228.63062,3,30.62,9.984
1133.65323,12228.63062,3,30.619,9.989
1133.65323,12228.63062,3,30.618,9.993
1133.65323,12228.63062,3,30.617,10.003
1133.65323,12228.63062,3,30.616,10.015
1133.65323,12228.63062,3,30.615,10.032
1133.65323,12228.63062,3,30.613,10.051
1133.65323,12228.63062,3,30.612,10.069
1133.65323,12228.63062,3,30.611,10.089
1133.65323,12228.63062,3,30.61,10.107
1133.65323,12228.63062,3,30.611,10.125
1133.65323,12228.63062,3,30.61,10.143
1133.65323,12228.63062,3,30.61,10.158
1133.65323,12228.63062,3,30.61,10.174
1133.65323,12228.63062,3,30.609,10.187
1133.65323,12228.63062,3,30.609,10.198
1133.65323,12228.63062,3,30.609,10.198
1133.65323,12228.63062,3,30.609,10.212
1133.65323,12228.63062,3,30.609,10.219
1133.65323,12228.63062,3,30.61,10.227
1133.65323,12228.63062,3,30.61,10.236
1133.65323,12228.63062,3,30.609,10.242
1133.65323,12228.63062,3,30.61,10.246
1133.65323,12228.63062,3,30.61,10.252
1133.65323,12228.63062,3,30.609,10.261
1133.65323,12228.63062,3,30.61,10.272
1133.65323,12228.63062,3,30.609,10.284
1133.65323,12228.63062,3,30.61,10.289
1133.65323,12228.63062,3,30.609,10.295
1133.65323,12228.63062,3,30.609,10.297
1133.65323,12228.63062,3,30.609,10.298
1133.65323,12228.63062,3,30.608,10.303
1133.65323,12228.63062,3,30.609,10.306
1133.65323,12228.63062,3,30.608,10.307
1133.65323,12228.63062,3,30.609,10.31
1133.65323,12228.63062,3,30.609,10.311
1133.65323,12228.63062,3,30.609,10.31
1133.65323,12228.63062,3,30.609,10.31
1133.65323,12228.63062,3,30.609,10.31
1133.65323,12228.63062,3,30.608,10.31
1133.65323,12228.63062,3,30.609,10.31
1133.65323,12228.63062,3,30.609,10.31
1133.65323,12228.63062,3,30.609,10.311
1133.65323,12228.63062,3,30.608,10.312
1133.65323,12228.63062,3,30.608,10.311
1133.65323,12228.63062,3,30.608,10.313
1133.65323,12228.63062,3,30.608,10.312
1133.65323,12228.63062,3,30.608,10.312
1133.65323,12228.63062,3,30.608,10.312
1133.65323,12228.63062,3,30.608,10.313
1133.65323,12228.63062,3,30.608,10.313
1133.65323,12228.63062,3,30.608,10.312
1133.65323,12228.63062,3,30.608,10.313
1133.65323,12228.63062,3,30.608,10.314
1133.65323,12228.63062,3,30.609,10.312
1133.65323,12228.63062,3,30.609,10.313
1133.65323,12228.63062,3,30.608,10.312
1133.65323,12228.63062,3,30.608,10.312
1133.65323,12228.63062,3,30.608,10.313
1133.65323,12228.63062,3,30.608,10.313
1133.65323,12228.63062,3,30.608,10.314
1133.65323,12228.63062,3,30.608,10.315
1133.65323,12228.63062,3,30.608,10.315
1133.65323,12228.63062,3,30.608,10.315
1133.65323,12228.63062,3,30.607,10.317
1133.65323,12228.63062,3,30.607,10.317
1133.65323,12228.63062,3,30.607,10.319
1133.65323,12228.63062,3,30.608,10.321
1133.65323,12228.63062,3,30.608,10.325
1133.65323,12228.63062,3,30.608,10.329
1133.65323,12228.63062,3,30.607,10.334
1133.65323,12228.63062,3,30.607,10.339
1133.65323,12228.63062,3,30.607,10.343
1133.65323,12228.63062,3,30.607,10.347
1133.65323,12228.63062,3,30.606,10.352
1133.65323,12228.63062,3,30.606,10.352
1133.65323,12228.63062,3,30.606,10.356
1133.65323,12228.63062,3,30.607,10.359
1133.65323,12228.63062,3,30.607,10.362
1133.65323,12228.63062,3,30.607,10.363
1133.65323,12228.63062,3,30.608,10.366
1133.65323,12228.63062,3,30.607,10.367
1133.65323,12228.63062,3,30.607,10.365
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.609,10.368
1133.65323,12228.63062,3,30.609,10.369
1133.65323,12228.63062,3,30.609,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.37
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.607,10.369
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.37
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.607,10.369
1133.65323,12228.63062,3,30.607,10.367
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.367
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.607,10.368
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.369
1133.65323,12228.63062,3,30.608,10.37
1133.65323,12228.63062,3,30.608,10.37
1133.65323,12228.63062,3,30.609,10.369
1133.65323,12228.63062,3,30.608,10.367
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.367
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.609,10.368
1133.65323,12228.63062,3,30.609,10.368
1133.65323,12228.63062,3,30.609,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.609,10.367
1133.65323,12228.63062,3,30.609,10.369
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.609,10.366
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.608,10.368
1133.65323,12228.63062,3,30.609,10.367
1133.65323,12228.63062,3,30.608,10.367
1133.65323,12228.63062,3,30.609,10.368
1133.65323,12228.63062,3,30.609,10.368
1133.65323,12228.63062,3,30.609,10.368
1133.65323,12228.63062,3,30.609,10.367
1133.65323,12228.63062,3,30.61,10.368
1133.65323,12228.63062,3,30.609,10.368
1133.65323,12228.63062,3,30.61,10.367
1133.65323,12228.63062,3,30.609,10.368
1133.65323,12228.63062,3,30.61,10.367
1133.65323,12228.63062,3,30.61,10.367
