Latitude,Longitude,Comment,G&G-DO,Depth [m]
1137.31336,12226.87713,17,6.62,0.401
1137.31336,12226.87713,17,6.621,0.409
1137.31336,12226.87713,17,6.619,0.417
1137.31336,12226.87713,17,6.619,0.419
1137.31336,12226.87713,17,6.622,0.429
1137.31336,12226.87713,17,6.619,0.434
1137.31336,12226.87713,17,6.618,0.444
1137.31336,12226.87713,17,6.622,0.459
1137.31336,12226.87713,17,6.624,0.477
1137.31336,12226.87713,17,6.618,0.5
1137.31336,12226.87713,17,6.616,0.523
1137.31336,12226.87713,17,6.612,0.55
1137.31336,12226.87713,17,6.618,0.576
1137.31336,12226.87713,17,6.623,0.599
1137.31336,12226.87713,17,6.627,0.621
1137.31336,12226.87713,17,6.632,0.634
1137.31336,12226.87713,17,6.633,0.647
1137.31336,12226.87713,17,6.639,0.657
1137.31336,12226.87713,17,6.638,0.676
1137.31336,12226.87713,17,6.636,0.687
1137.31336,12226.87713,17,6.636,0.707
1137.31336,12226.87713,17,6.637,0.717
1137.31336,12226.87713,17,6.638,0.725
1137.31336,12226.87713,17,6.643,0.728
1137.31336,12226.87713,17,6.638,0.735
1137.31336,12226.87713,17,6.639,0.737
1137.31336,12226.87713,17,6.637,0.746
1137.31336,12226.87713,17,6.63,0.753
1137.31336,12226.87713,17,6.635,0.763
1137.31336,12226.87713,17,6.636,0.776
1137.31336,12226.87713,17,6.638,0.79
1137.31336,12226.87713,17,6.64,0.813
1137.31336,12226.87713,17,6.639,0.831
1137.31336,12226.87713,17,6.638,0.857
1137.31336,12226.87713,17,6.634,0.866
1137.31336,12226.87713,17,6.636,0.883
1137.31336,12226.87713,17,6.647,0.888
1137.31336,12226.87713,17,6.652,0.904
1137.31336,12226.87713,17,6.655,0.922
1137.31336,12226.87713,17,6.648,0.944
1137.31336,12226.87713,17,6.653,0.968
1137.31336,12226.87713,17,6.659,0.983
1137.31336,12226.87713,17,6.657,0.998
1137.31336,12226.87713,17,6.656,1.006
1137.31336,12226.87713,17,6.659,1.014
1137.31336,12226.87713,17,6.658,1.024
1137.31336,12226.87713,17,6.657,1.03
1137.31336,12226.87713,17,6.66,1.042
1137.31336,12226.87713,17,6.653,1.054
1137.31336,12226.87713,17,6.656,1.066
1137.31336,12226.87713,17,6.656,1.066
1137.31336,12226.87713,17,6.649,1.082
1137.31336,12226.87713,17,6.648,1.093
1137.31336,12226.87713,17,6.651,1.103
1137.31336,12226.87713,17,6.655,1.112
1137.31336,12226.87713,17,6.654,1.121
1137.31336,12226.87713,17,6.651,1.132
1137.31336,12226.87713,17,6.647,1.145
1137.31336,12226.87713,17,6.651,1.157
1137.31336,12226.87713,17,6.657,1.169
1137.31336,12226.87713,17,6.661,1.183
1137.31336,12226.87713,17,6.666,1.197
1137.31336,12226.87713,17,6.663,1.211
1137.31336,12226.87713,17,6.652,1.223
1137.31336,12226.87713,17,6.655,1.236
1137.31336,12226.87713,17,6.66,1.246
1137.31336,12226.87713,17,6.653,1.259
1137.31336,12226.87713,17,6.65,1.269
1137.31336,12226.87713,17,6.648,1.278
1137.31336,12226.87713,17,6.637,1.284
1137.31336,12226.87713,17,6.632,1.287
1137.31336,12226.87713,17,6.63,1.294
1137.31336,12226.87713,17,6.624,1.296
1137.31336,12226.87713,17,6.616,1.302
1137.31336,12226.87713,17,6.601,1.308
1137.31336,12226.87713,17,6.598,1.314
1137.31336,12226.87713,17,6.589,1.323
1137.31336,12226.87713,17,6.588,1.333
1137.31336,12226.87713,17,6.588,1.344
1137.31336,12226.87713,17,6.581,1.358
1137.31336,12226.87713,17,6.578,1.372
1137.31336,12226.87713,17,6.567,1.385
1137.31336,12226.87713,17,6.562,1.398
1137.31336,12226.87713,17,6.565,1.409
1137.31336,12226.87713,17,6.561,1.422
1137.31336,12226.87713,17,6.557,1.43
1137.31336,12226.87713,17,6.554,1.437
1137.31336,12226.87713,17,6.537,1.441
1137.31336,12226.87713,17,6.524,1.442
1137.31336,12226.87713,17,6.514,1.443
1137.31336,12226.87713,17,6.498,1.443
1137.31336,12226.87713,17,6.489,1.443
1137.31336,12226.87713,17,6.482,1.446
1137.31336,12226.87713,17,6.471,1.453
1137.31336,12226.87713,17,6.469,1.461
1137.31336,12226.87713,17,6.455,1.473
1137.31336,12226.87713,17,6.443,1.492
1137.31336,12226.87713,17,6.428,1.512
1137.31336,12226.87713,17,6.416,1.541
1137.31336,12226.87713,17,6.413,1.566
1137.31336,12226.87713,17,6.406,1.593
1137.31336,12226.87713,17,6.398,1.616
1137.31336,12226.87713,17,6.393,1.631
1137.31336,12226.87713,17,6.386,1.644
1137.31336,12226.87713,17,6.372,1.655
1137.31336,12226.87713,17,6.362,1.667
1137.31336,12226.87713,17,6.36,1.681
1137.31336,12226.87713,17,6.349,1.695
1137.31336,12226.87713,17,6.349,1.695
1137.31336,12226.87713,17,6.349,1.712
1137.31336,12226.87713,17,6.339,1.73
1137.31336,12226.87713,17,6.325,1.747
1137.31336,12226.87713,17,6.313,1.764
1137.31336,12226.87713,17,6.299,1.78
1137.31336,12226.87713,17,6.287,1.792
1137.31336,12226.87713,17,6.264,1.806
1137.31336,12226.87713,17,6.245,1.818
1137.31336,12226.87713,17,6.225,1.831
1137.31336,12226.87713,17,6.197,1.845
1137.31336,12226.87713,17,6.167,1.862
1137.31336,12226.87713,17,6.132,1.876
1137.31336,12226.87713,17,6.094,1.889
1137.31336,12226.87713,17,6.064,1.899
1137.31336,12226.87713,17,6.043,1.912
1137.31336,12226.87713,17,6.023,1.926
1137.31336,12226.87713,17,6.009,1.94
1137.31336,12226.87713,17,5.996,1.955
1137.31336,12226.87713,17,5.979,1.965
1137.31336,12226.87713,17,5.975,1.973
1137.31336,12226.87713,17,5.962,1.977
1137.31336,12226.87713,17,5.952,1.979
1137.31336,12226.87713,17,5.946,1.979
1137.31336,12226.87713,17,5.936,1.981
1137.31336,12226.87713,17,5.924,1.989
1137.31336,12226.87713,17,5.915,2
1137.31336,12226.87713,17,5.904,2.016
1137.31336,12226.87713,17,5.896,2.031
1137.31336,12226.87713,17,5.893,2.051
1137.31336,12226.87713,17,5.879,2.07
1137.31336,12226.87713,17,5.871,2.086
1137.31336,12226.87713,17,5.861,2.1
1137.31336,12226.87713,17,5.857,2.111
1137.31336,12226.87713,17,5.849,2.12
1137.31336,12226.87713,17,5.842,2.132
1137.31336,12226.87713,17,5.839,2.142
1137.31336,12226.87713,17,5.833,2.155
1137.31336,12226.87713,17,5.828,2.167
1137.31336,12226.87713,17,5.825,2.176
1137.31336,12226.87713,17,5.814,2.186
1137.31336,12226.87713,17,5.816,2.197
1137.31336,12226.87713,17,5.817,2.207
1137.31336,12226.87713,17,5.812,2.218
1137.31336,12226.87713,17,5.808,2.228
1137.31336,12226.87713,17,5.808,2.238
1137.31336,12226.87713,17,5.801,2.252
1137.31336,12226.87713,17,5.794,2.271
1137.31336,12226.87713,17,5.788,2.292
1137.31336,12226.87713,17,5.787,2.309
1137.31336,12226.87713,17,5.786,2.325
1137.31336,12226.87713,17,5.785,2.34
1137.31336,12226.87713,17,5.78,2.354
1137.31336,12226.87713,17,5.774,2.373
1137.31336,12226.87713,17,5.773,2.394
1137.31336,12226.87713,17,5.776,2.413
1137.31336,12226.87713,17,5.773,2.431
1137.31336,12226.87713,17,5.773,2.431
1137.31336,12226.87713,17,5.768,2.457
1137.31336,12226.87713,17,5.768,2.457
1137.31336,12226.87713,17,5.768,2.474
1137.31336,12226.87713,17,5.773,2.487
1137.31336,12226.87713,17,5.775,2.505
1137.31336,12226.87713,17,5.774,2.521
1137.31336,12226.87713,17,5.777,2.537
1137.31336,12226.87713,17,5.781,2.554
1137.31336,12226.87713,17,5.783,2.568
1137.31336,12226.87713,17,5.784,2.578
1137.31336,12226.87713,17,5.788,2.587
1137.31336,12226.87713,17,5.787,2.592
1137.31336,12226.87713,17,5.795,2.599
1137.31336,12226.87713,17,5.802,2.61
1137.31336,12226.87713,17,5.805,2.621
1137.31336,12226.87713,17,5.819,2.635
1137.31336,12226.87713,17,5.831,2.65
1137.31336,12226.87713,17,5.834,2.664
1137.31336,12226.87713,17,5.844,2.679
1137.31336,12226.87713,17,5.846,2.692
1137.31336,12226.87713,17,5.855,2.702
1137.31336,12226.87713,17,5.865,2.712
1137.31336,12226.87713,17,5.869,2.722
1137.31336,12226.87713,17,5.876,2.734
1137.31336,12226.87713,17,5.883,2.748
1137.31336,12226.87713,17,5.893,2.76
1137.31336,12226.87713,17,5.901,2.77
1137.31336,12226.87713,17,5.906,2.782
1137.31336,12226.87713,17,5.913,2.793
1137.31336,12226.87713,17,5.924,2.808
1137.31336,12226.87713,17,5.929,2.828
1137.31336,12226.87713,17,5.932,2.848
1137.31336,12226.87713,17,5.933,2.87
1137.31336,12226.87713,17,5.941,2.89
1137.31336,12226.87713,17,5.953,2.909
1137.31336,12226.87713,17,5.955,2.925
1137.31336,12226.87713,17,5.958,2.935
1137.31336,12226.87713,17,5.96,2.946
1137.31336,12226.87713,17,5.965,2.959
1137.31336,12226.87713,17,5.968,2.97
1137.31336,12226.87713,17,5.972,2.984
1137.31336,12226.87713,17,5.974,2.994
1137.31336,12226.87713,17,5.971,3.002
1137.31336,12226.87713,17,5.973,3.013
1137.31336,12226.87713,17,5.974,3.022
1137.31336,12226.87713,17,5.976,3.036
1137.31336,12226.87713,17,5.977,3.054
1137.31336,12226.87713,17,5.981,3.071
1137.31336,12226.87713,17,5.982,3.089
1137.31336,12226.87713,17,5.982,3.109
1137.31336,12226.87713,17,5.987,3.122
1137.31336,12226.87713,17,5.987,3.133
1137.31336,12226.87713,17,5.988,3.144
1137.31336,12226.87713,17,5.991,3.151
1137.31336,12226.87713,17,5.992,3.162
1137.31336,12226.87713,17,5.996,3.17
1137.31336,12226.87713,17,5.996,3.17
1137.31336,12226.87713,17,5.992,3.175
1137.31336,12226.87713,17,5.995,3.181
1137.31336,12226.87713,17,5.994,3.191
1137.31336,12226.87713,17,5.996,3.205
1137.31336,12226.87713,17,5.998,3.223
1137.31336,12226.87713,17,5.994,3.241
1137.31336,12226.87713,17,5.996,3.261
1137.31336,12226.87713,17,5.998,3.279
1137.31336,12226.87713,17,5.998,3.301
1137.31336,12226.87713,17,5.995,3.323
1137.31336,12226.87713,17,5.994,3.34
1137.31336,12226.87713,17,5.987,3.356
1137.31336,12226.87713,17,5.975,3.371
1137.31336,12226.87713,17,5.971,3.387
1137.31336,12226.87713,17,5.961,3.407
1137.31336,12226.87713,17,5.951,3.427
1137.31336,12226.87713,17,5.935,3.448
1137.31336,12226.87713,17,5.92,3.472
1137.31336,12226.87713,17,5.907,3.493
1137.31336,12226.87713,17,5.892,3.511
1137.31336,12226.87713,17,5.877,3.527
1137.31336,12226.87713,17,5.861,3.538
1137.31336,12226.87713,17,5.849,3.545
1137.31336,12226.87713,17,5.837,3.557
1137.31336,12226.87713,17,5.828,3.572
1137.31336,12226.87713,17,5.826,3.588
1137.31336,12226.87713,17,5.814,3.606
1137.31336,12226.87713,17,5.806,3.62
1137.31336,12226.87713,17,5.797,3.635
1137.31336,12226.87713,17,5.789,3.649
1137.31336,12226.87713,17,5.781,3.662
1137.31336,12226.87713,17,5.77,3.677
1137.31336,12226.87713,17,5.758,3.691
1137.31336,12226.87713,17,5.752,3.708
1137.31336,12226.87713,17,5.741,3.727
1137.31336,12226.87713,17,5.732,3.742
1137.31336,12226.87713,17,5.727,3.755
1137.31336,12226.87713,17,5.72,3.762
1137.31336,12226.87713,17,5.714,3.768
1137.31336,12226.87713,17,5.708,3.769
1137.31336,12226.87713,17,5.706,3.77
1137.31336,12226.87713,17,5.706,3.769
1137.31336,12226.87713,17,5.696,3.769
1137.31336,12226.87713,17,5.688,3.773
1137.31336,12226.87713,17,5.683,3.782
1137.31336,12226.87713,17,5.681,3.798
1137.31336,12226.87713,17,5.679,3.818
1137.31336,12226.87713,17,5.675,3.841
1137.31336,12226.87713,17,5.672,3.864
1137.31336,12226.87713,17,5.671,3.887
1137.31336,12226.87713,17,5.667,3.907
1137.31336,12226.87713,17,5.666,3.929
1137.31336,12226.87713,17,5.659,3.95
1137.31336,12226.87713,17,5.652,3.969
1137.31336,12226.87713,17,5.645,3.986
1137.31336,12226.87713,17,5.642,4.003
1137.31336,12226.87713,17,5.641,4.017
1137.31336,12226.87713,17,5.641,4.017
1137.31336,12226.87713,17,5.637,4.031
1137.31336,12226.87713,17,5.628,4.046
1137.31336,12226.87713,17,5.623,4.061
1137.31336,12226.87713,17,5.626,4.082
1137.31336,12226.87713,17,5.62,4.102
1137.31336,12226.87713,17,5.621,4.118
1137.31336,12226.87713,17,5.618,4.132
1137.31336,12226.87713,17,5.611,4.145
1137.31336,12226.87713,17,5.611,4.158
1137.31336,12226.87713,17,5.607,4.172
1137.31336,12226.87713,17,5.606,4.185
1137.31336,12226.87713,17,5.603,4.196
1137.31336,12226.87713,17,5.598,4.207
1137.31336,12226.87713,17,5.596,4.216
1137.31336,12226.87713,17,5.596,4.226
1137.31336,12226.87713,17,5.6,4.237
1137.31336,12226.87713,17,5.597,4.251
1137.31336,12226.87713,17,5.595,4.269
1137.31336,12226.87713,17,5.591,4.287
1137.31336,12226.87713,17,5.594,4.302
1137.31336,12226.87713,17,5.593,4.312
1137.31336,12226.87713,17,5.588,4.325
1137.31336,12226.87713,17,5.586,4.332
1137.31336,12226.87713,17,5.587,4.343
1137.31336,12226.87713,17,5.585,4.353
1137.31336,12226.87713,17,5.586,4.37
1137.31336,12226.87713,17,5.582,4.39
1137.31336,12226.87713,17,5.58,4.416
1137.31336,12226.87713,17,5.586,4.437
1137.31336,12226.87713,17,5.587,4.446
1137.31336,12226.87713,17,5.585,4.454
1137.31336,12226.87713,17,5.581,4.457
1137.31336,12226.87713,17,5.575,4.458
1137.31336,12226.87713,17,5.582,4.461
1137.31336,12226.87713,17,5.574,4.463
1137.31336,12226.87713,17,5.574,4.463
1137.31336,12226.87713,17,5.572,4.465
1137.31336,12226.87713,17,5.571,4.467
1137.31336,12226.87713,17,5.577,4.467
1137.31336,12226.87713,17,5.579,4.468
1137.31336,12226.87713,17,5.573,4.469
1137.31336,12226.87713,17,5.573,4.471
1137.31336,12226.87713,17,5.575,4.472
1137.31336,12226.87713,17,5.578,4.471
1137.31336,12226.87713,17,5.576,4.474
1137.31336,12226.87713,17,5.576,4.477
1137.31336,12226.87713,17,5.575,4.479
1137.31336,12226.87713,17,5.574,4.483
1137.31336,12226.87713,17,5.569,4.487
1137.31336,12226.87713,17,5.569,4.493
1137.31336,12226.87713,17,5.567,4.497
1137.31336,12226.87713,17,5.568,4.499
1137.31336,12226.87713,17,5.571,4.501
1137.31336,12226.87713,17,5.57,4.501
1137.31336,12226.87713,17,5.568,4.502
1137.31336,12226.87713,17,5.568,4.503
1137.31336,12226.87713,17,5.568,4.503
1137.31336,12226.87713,17,5.566,4.504
1137.31336,12226.87713,17,5.562,4.502
1137.31336,12226.87713,17,5.56,4.504
1137.31336,12226.87713,17,5.56,4.504
1137.31336,12226.87713,17,5.564,4.503
1137.31336,12226.87713,17,5.557,4.504
1137.31336,12226.87713,17,5.559,4.505
1137.31336,12226.87713,17,5.56,4.506
1137.31336,12226.87713,17,5.56,4.506
1137.31336,12226.87713,17,5.559,4.506
1137.31336,12226.87713,17,5.557,4.507
1137.31336,12226.87713,17,5.559,4.507
1137.31336,12226.87713,17,5.558,4.506
1137.31336,12226.87713,17,5.559,4.508
1137.31336,12226.87713,17,5.561,4.508
1137.31336,12226.87713,17,5.564,4.508
1137.31336,12226.87713,17,5.56,4.508
1137.31336,12226.87713,17,5.559,4.508
1137.31336,12226.87713,17,5.556,4.508
1137.31336,12226.87713,17,5.555,4.51
1137.31336,12226.87713,17,5.561,4.508
1137.31336,12226.87713,17,5.56,4.509
1137.31336,12226.87713,17,5.56,4.509
1137.31336,12226.87713,17,5.556,4.509
1137.31336,12226.87713,17,5.557,4.509
1137.31336,12226.87713,17,5.555,4.509
1137.31336,12226.87713,17,5.555,4.51
1137.31336,12226.87713,17,5.557,4.51
1137.31336,12226.87713,17,5.554,4.509
1137.31336,12226.87713,17,5.557,4.509
1137.31336,12226.87713,17,5.554,4.511
1137.31336,12226.87713,17,5.555,4.51
1137.31336,12226.87713,17,5.554,4.51
1137.31336,12226.87713,17,5.556,4.511
1137.31336,12226.87713,17,5.557,4.511
1137.31336,12226.87713,17,5.56,4.51
1137.31336,12226.87713,17,5.559,4.511
1137.31336,12226.87713,17,5.56,4.511
1137.31336,12226.87713,17,5.559,4.511
1137.31336,12226.87713,17,5.558,4.51
1137.31336,12226.87713,17,5.56,4.509
1137.31336,12226.87713,17,5.557,4.511
1137.31336,12226.87713,17,5.558,4.51
1137.31336,12226.87713,17,5.558,4.51
1137.31336,12226.87713,17,5.558,4.51
1137.31336,12226.87713,17,5.559,4.51
1137.31336,12226.87713,17,5.559,4.511
1137.31336,12226.87713,17,5.558,4.51
1137.31336,12226.87713,17,5.563,4.511
1137.31336,12226.87713,17,5.556,4.512
1137.31336,12226.87713,17,5.562,4.511
1137.31336,12226.87713,17,5.562,4.511
1137.31336,12226.87713,17,5.56,4.51
1137.31336,12226.87713,17,5.561,4.51
1137.31336,12226.87713,17,5.56,4.51
1137.31336,12226.87713,17,5.56,4.51
1137.31336,12226.87713,17,5.56,4.51
1137.31336,12226.87713,17,5.565,4.51
1137.31336,12226.87713,17,5.562,4.51
1137.31336,12226.87713,17,5.561,4.508
1137.31336,12226.87713,17,5.562,4.51
1137.31336,12226.87713,17,5.559,4.509
1137.31336,12226.87713,17,5.56,4.508
1137.31336,12226.87713,17,5.561,4.508
1137.31336,12226.87713,17,5.563,4.508
1137.31336,12226.87713,17,5.564,4.509
1137.31336,12226.87713,17,5.563,4.509
1137.31336,12226.87713,17,5.559,4.51
1137.31336,12226.87713,17,5.565,4.508
1137.31336,12226.87713,17,5.561,4.51
1137.31336,12226.87713,17,5.56,4.508
1137.31336,12226.87713,17,5.562,4.508
1137.31336,12226.87713,17,5.56,4.509
1137.31336,12226.87713,17,5.563,4.508
1137.31336,12226.87713,17,5.561,4.509
1137.31336,12226.87713,17,5.563,4.508
1137.31336,12226.87713,17,5.562,4.508
1137.31336,12226.87713,17,5.562,4.508
1137.31336,12226.87713,17,5.56,4.508
1137.31336,12226.87713,17,5.563,4.508
1137.31336,12226.87713,17,5.565,4.508
1137.31336,12226.87713,17,5.559,4.508
1137.31336,12226.87713,17,5.56,4.508
1137.31336,12226.87713,17,5.56,4.511
1137.31336,12226.87713,17,5.563,4.51
1137.31336,12226.87713,17,5.564,4.51
1137.31336,12226.87713,17,5.561,4.512
1137.31336,12226.87713,17,5.566,4.511
1137.31336,12226.87713,17,5.565,4.512
1137.31336,12226.87713,17,5.561,4.511
1137.31336,12226.87713,17,5.56,4.512
1137.31336,12226.87713,17,5.562,4.512
1137.31336,12226.87713,17,5.561,4.51
1137.31336,12226.87713,17,5.561,4.51
1137.31336,12226.87713,17,5.557,4.51
1137.31336,12226.87713,17,5.56,4.508
1137.31336,12226.87713,17,5.559,4.509
1137.31336,12226.87713,17,5.563,4.508
1137.31336,12226.87713,17,5.562,4.509
1137.31336,12226.87713,17,5.557,4.508
1137.31336,12226.87713,17,5.561,4.508
1137.31336,12226.87713,17,5.563,4.508
1137.31336,12226.87713,17,5.56,4.509
1137.31336,12226.87713,17,5.565,4.508
1137.31336,12226.87713,17,5.564,4.508
1137.31336,12226.87713,17,5.565,4.509
1137.31336,12226.87713,17,5.565,4.508
1137.31336,12226.87713,17,5.56,4.508
1137.31336,12226.87713,17,5.561,4.508
1137.31336,12226.87713,17,5.562,4.508
1137.31336,12226.87713,17,5.561,4.508
1137.31336,12226.87713,17,5.563,4.508
1137.31336,12226.87713,17,5.559,4.508
1137.31336,12226.87713,17,5.559,4.508
1137.31336,12226.87713,17,5.563,4.507
1137.31336,12226.87713,17,5.564,4.506
1137.31336,12226.87713,17,5.562,4.506
1137.31336,12226.87713,17,5.561,4.505
1137.31336,12226.87713,17,5.56,4.506
1137.31336,12226.87713,17,5.557,4.506
1137.31336,12226.87713,17,5.561,4.506
1137.31336,12226.87713,17,5.559,4.506
1137.31336,12226.87713,17,5.555,4.506
1137.31336,12226.87713,17,5.554,4.506
1137.31336,12226.87713,17,5.558,4.508
1137.31336,12226.87713,17,5.556,4.508
1137.31336,12226.87713,17,5.561,4.508
1137.31336,12226.87713,17,5.56,4.508
1137.31336,12226.87713,17,5.557,4.508
1137.31336,12226.87713,17,5.559,4.508
1137.31336,12226.87713,17,5.559,4.508
1137.31336,12226.87713,17,5.558,4.508
1137.31336,12226.87713,17,5.558,4.508
1137.31336,12226.87713,17,5.562,4.508
1137.31336,12226.87713,17,5.562,4.507
1137.31336,12226.87713,17,5.564,4.507
1137.31336,12226.87713,17,5.556,4.508
1137.31336,12226.87713,17,5.558,4.507
1137.31336,12226.87713,17,5.558,4.507
1137.31336,12226.87713,17,5.559,4.507
1137.31336,12226.87713,17,5.559,4.506
1137.31336,12226.87713,17,5.558,4.506
1137.31336,12226.87713,17,5.559,4.505
1137.31336,12226.87713,17,5.562,4.506
1137.31336,12226.87713,17,5.555,4.507
1137.31336,12226.87713,17,5.561,4.506
1137.31336,12226.87713,17,5.561,4.506
1137.31336,12226.87713,17,5.564,4.506
1137.31336,12226.87713,17,5.564,4.507
1136.18517,12228.3138,15,7.128,0.013
1136.18517,12228.3138,15,7.13,0.017
1136.18517,12228.3138,15,7.131,0.022
1136.18517,12228.3138,15,7.124,0.03
1136.18517,12228.3138,15,7.118,0.038
1136.18517,12228.3138,15,7.121,0.044
1136.18517,12228.3138,15,7.114,0.05
1136.18517,12228.3138,15,7.118,0.052
1136.18517,12228.3138,15,7.118,0.059
1136.18517,12228.3138,15,7.118,0.059
1136.18517,12228.3138,15,7.12,0.069
1136.18517,12228.3138,15,7.12,0.069
1136.18517,12228.3138,15,7.123,0.076
1136.18517,12228.3138,15,7.122,0.082
1136.18517,12228.3138,15,7.123,0.088
1136.18517,12228.3138,15,7.13,0.098
1136.18517,12228.3138,15,7.129,0.103
1136.18517,12228.3138,15,7.129,0.109
1136.18517,12228.3138,15,7.122,0.119
1136.18517,12228.3138,15,7.125,0.132
1136.18517,12228.3138,15,7.13,0.147
1136.18517,12228.3138,15,7.127,0.164
1136.18517,12228.3138,15,7.124,0.182
1136.18517,12228.3138,15,7.128,0.202
1136.18517,12228.3138,15,7.128,0.223
1136.18517,12228.3138,15,7.13,0.241
1136.18517,12228.3138,15,7.137,0.267
1136.18517,12228.3138,15,7.139,0.29
1136.18517,12228.3138,15,7.128,0.311
1136.18517,12228.3138,15,7.129,0.333
1136.18517,12228.3138,15,7.133,0.35
1136.18517,12228.3138,15,7.133,0.367
1136.18517,12228.3138,15,7.136,0.386
1136.18517,12228.3138,15,7.135,0.41
1136.18517,12228.3138,15,7.142,0.435
1136.18517,12228.3138,15,7.136,0.455
1136.18517,12228.3138,15,7.135,0.471
1136.18517,12228.3138,15,7.135,0.486
1136.18517,12228.3138,15,7.128,0.496
1136.18517,12228.3138,15,7.131,0.505
1136.18517,12228.3138,15,7.134,0.513
1136.18517,12228.3138,15,7.131,0.518
1136.18517,12228.3138,15,7.135,0.525
1136.18517,12228.3138,15,7.136,0.535
1136.18517,12228.3138,15,7.135,0.544
1136.18517,12228.3138,15,7.141,0.555
1136.18517,12228.3138,15,7.14,0.572
1136.18517,12228.3138,15,7.141,0.587
1136.18517,12228.3138,15,7.14,0.604
1136.18517,12228.3138,15,7.137,0.615
1136.18517,12228.3138,15,7.139,0.629
1136.18517,12228.3138,15,7.137,0.639
1136.18517,12228.3138,15,7.134,0.651
1136.18517,12228.3138,15,7.136,0.663
1136.18517,12228.3138,15,7.14,0.677
1136.18517,12228.3138,15,7.139,0.689
1136.18517,12228.3138,15,7.143,0.698
1136.18517,12228.3138,15,7.149,0.706
1136.18517,12228.3138,15,7.16,0.704
1136.18517,12228.3138,15,7.163,0.703
1136.18517,12228.3138,15,7.162,0.702
1136.18517,12228.3138,15,7.161,0.699
1136.18517,12228.3138,15,7.17,0.698
1136.18517,12228.3138,15,7.17,0.694
1136.18517,12228.3138,15,7.165,0.692
1136.18517,12228.3138,15,7.172,0.689
1136.18517,12228.3138,15,7.161,0.686
1136.18517,12228.3138,15,7.161,0.686
1136.18517,12228.3138,15,7.157,0.686
1136.18517,12228.3138,15,7.16,0.686
1136.18517,12228.3138,15,7.162,0.687
1136.18517,12228.3138,15,7.168,0.69
1136.18517,12228.3138,15,7.171,0.692
1136.18517,12228.3138,15,7.169,0.696
1136.18517,12228.3138,15,7.165,0.701
1136.18517,12228.3138,15,7.163,0.705
1136.18517,12228.3138,15,7.168,0.712
1136.18517,12228.3138,15,7.169,0.722
1136.18517,12228.3138,15,7.168,0.732
1136.18517,12228.3138,15,7.165,0.741
1136.18517,12228.3138,15,7.177,0.749
1136.18517,12228.3138,15,7.183,0.758
1136.18517,12228.3138,15,7.183,0.764
1136.18517,12228.3138,15,7.183,0.771
1136.18517,12228.3138,15,7.187,0.783
1136.18517,12228.3138,15,7.186,0.795
1136.18517,12228.3138,15,7.186,0.807
1136.18517,12228.3138,15,7.186,0.818
1136.18517,12228.3138,15,7.182,0.826
1136.18517,12228.3138,15,7.18,0.839
1136.18517,12228.3138,15,7.175,0.855
1136.18517,12228.3138,15,7.175,0.871
1136.18517,12228.3138,15,7.172,0.892
1136.18517,12228.3138,15,7.169,0.911
1136.18517,12228.3138,15,7.167,0.928
1136.18517,12228.3138,15,7.161,0.946
1136.18517,12228.3138,15,7.155,0.968
1136.18517,12228.3138,15,7.155,0.993
1136.18517,12228.3138,15,7.155,1.019
1136.18517,12228.3138,15,7.155,1.045
1136.18517,12228.3138,15,7.149,1.071
1136.18517,12228.3138,15,7.156,1.098
1136.18517,12228.3138,15,7.16,1.123
1136.18517,12228.3138,15,7.162,1.148
1136.18517,12228.3138,15,7.162,1.172
1136.18517,12228.3138,15,7.164,1.193
1136.18517,12228.3138,15,7.175,1.208
1136.18517,12228.3138,15,7.174,1.222
1136.18517,12228.3138,15,7.172,1.234
1136.18517,12228.3138,15,7.167,1.251
1136.18517,12228.3138,15,7.148,1.27
1136.18517,12228.3138,15,7.125,1.293
1136.18517,12228.3138,15,7.106,1.316
1136.18517,12228.3138,15,7.087,1.337
1136.18517,12228.3138,15,7.07,1.356
1136.18517,12228.3138,15,7.043,1.374
1136.18517,12228.3138,15,7.009,1.39
1136.18517,12228.3138,15,6.971,1.404
1136.18517,12228.3138,15,6.936,1.415
1136.18517,12228.3138,15,6.898,1.429
1136.18517,12228.3138,15,6.869,1.441
1136.18517,12228.3138,15,6.847,1.453
1136.18517,12228.3138,15,6.825,1.47
1136.18517,12228.3138,15,6.806,1.486
1136.18517,12228.3138,15,6.806,1.486
1136.18517,12228.3138,15,6.788,1.501
1136.18517,12228.3138,15,6.777,1.515
1136.18517,12228.3138,15,6.759,1.522
1136.18517,12228.3138,15,6.755,1.529
1136.18517,12228.3138,15,6.748,1.534
1136.18517,12228.3138,15,6.729,1.54
1136.18517,12228.3138,15,6.716,1.55
1136.18517,12228.3138,15,6.7,1.565
1136.18517,12228.3138,15,6.691,1.581
1136.18517,12228.3138,15,6.682,1.6
1136.18517,12228.3138,15,6.675,1.619
1136.18517,12228.3138,15,6.671,1.639
1136.18517,12228.3138,15,6.663,1.656
1136.18517,12228.3138,15,6.658,1.674
1136.18517,12228.3138,15,6.659,1.686
1136.18517,12228.3138,15,6.653,1.703
1136.18517,12228.3138,15,6.641,1.72
1136.18517,12228.3138,15,6.639,1.739
1136.18517,12228.3138,15,6.636,1.76
1136.18517,12228.3138,15,6.629,1.775
1136.18517,12228.3138,15,6.621,1.787
1136.18517,12228.3138,15,6.613,1.799
1136.18517,12228.3138,15,6.602,1.807
