Latitude,Longitude,Comment,G&G-DO,Depth [m]
1133.98622,12229.26987,2,5.48,5.541
1133.98622,12229.26987,2,5.477,5.558
1133.98622,12229.26987,2,5.475,5.572
1133.98622,12229.26987,2,5.477,5.589
1133.98622,12229.26987,2,5.478,5.606
1133.98622,12229.26987,2,5.474,5.62
1133.98622,12229.26987,2,5.474,5.636
1133.98622,12229.26987,2,5.475,5.651
1133.98622,12229.26987,2,5.475,5.663
1133.98622,12229.26987,2,5.472,5.676
1133.98622,12229.26987,2,5.471,5.683
1133.98622,12229.26987,2,5.476,5.688
1133.98622,12229.26987,2,5.473,5.694
1133.98622,12229.26987,2,5.477,5.696
1133.98622,12229.26987,2,5.478,5.699
1133.98622,12229.26987,2,5.479,5.704
1133.98622,12229.26987,2,5.476,5.716
1133.98622,12229.26987,2,5.477,5.734
1133.98622,12229.26987,2,5.476,5.752
1133.98622,12229.26987,2,5.474,5.769
1133.98622,12229.26987,2,5.475,5.779
1133.98622,12229.26987,2,5.473,5.779
1133.98622,12229.26987,2,5.474,5.78
1133.98622,12229.26987,2,5.477,5.774
1133.98622,12229.26987,2,5.48,5.771
1133.98622,12229.26987,2,5.475,5.765
1133.98622,12229.26987,2,5.476,5.762
1133.98622,12229.26987,2,5.478,5.757
1133.98622,12229.26987,2,5.475,5.755
1133.98622,12229.26987,2,5.476,5.751
1133.98622,12229.26987,2,5.476,5.75
1133.98622,12229.26987,2,5.478,5.75
1133.98622,12229.26987,2,5.478,5.749
1133.98622,12229.26987,2,5.479,5.753
1133.98622,12229.26987,2,5.48,5.757
1133.98622,12229.26987,2,5.478,5.766
1133.98622,12229.26987,2,5.476,5.773
1133.98622,12229.26987,2,5.479,5.781
1133.98622,12229.26987,2,5.479,5.781
1133.98622,12229.26987,2,5.48,5.785
1133.98622,12229.26987,2,5.479,5.791
1133.98622,12229.26987,2,5.479,5.798
1133.98622,12229.26987,2,5.477,5.808
1133.98622,12229.26987,2,5.477,5.819
1133.98622,12229.26987,2,5.475,5.837
1133.98622,12229.26987,2,5.476,5.859
1133.98622,12229.26987,2,5.474,5.88
1133.98622,12229.26987,2,5.469,5.901
1133.98622,12229.26987,2,5.474,5.919
1133.98622,12229.26987,2,5.478,5.935
1133.98622,12229.26987,2,5.48,5.949
1133.98622,12229.26987,2,5.477,5.959
1133.98622,12229.26987,2,5.478,5.967
1133.98622,12229.26987,2,5.478,5.979
1133.98622,12229.26987,2,5.48,5.987
1133.98622,12229.26987,2,5.476,5.997
1133.98622,12229.26987,2,5.473,6.006
1133.98622,12229.26987,2,5.474,6.015
1133.98622,12229.26987,2,5.476,6.027
1133.98622,12229.26987,2,5.477,6.041
1133.98622,12229.26987,2,5.476,6.054
1133.98622,12229.26987,2,5.473,6.068
1133.98622,12229.26987,2,5.474,6.082
1133.98622,12229.26987,2,5.474,6.094
1133.98622,12229.26987,2,5.472,6.107
1133.98622,12229.26987,2,5.474,6.121
1133.98622,12229.26987,2,5.474,6.135
1133.98622,12229.26987,2,5.474,6.149
1133.98622,12229.26987,2,5.479,6.162
1133.98622,12229.26987,2,5.479,6.177
1133.98622,12229.26987,2,5.481,6.191
1133.98622,12229.26987,2,5.481,6.204
1133.98622,12229.26987,2,5.482,6.214
1133.98622,12229.26987,2,5.482,6.223
1133.98622,12229.26987,2,5.481,6.232
1133.98622,12229.26987,2,5.48,6.236
1133.98622,12229.26987,2,5.484,6.237
1133.98622,12229.26987,2,5.485,6.235
1133.98622,12229.26987,2,5.484,6.236
1133.98622,12229.26987,2,5.482,6.235
1133.98622,12229.26987,2,5.485,6.234
1133.98622,12229.26987,2,5.481,6.242
1133.98622,12229.26987,2,5.479,6.247
1133.98622,12229.26987,2,5.475,6.262
1133.98622,12229.26987,2,5.477,6.283
1133.98622,12229.26987,2,5.481,6.309
1133.98622,12229.26987,2,5.48,6.339
1133.98622,12229.26987,2,5.483,6.363
1133.98622,12229.26987,2,5.476,6.383
1133.98622,12229.26987,2,5.479,6.399
1133.98622,12229.26987,2,5.48,6.412
1133.98622,12229.26987,2,5.475,6.426
1133.98622,12229.26987,2,5.479,6.442
1133.98622,12229.26987,2,5.481,6.462
1133.98622,12229.26987,2,5.479,6.482
1133.98622,12229.26987,2,5.48,6.501
1133.98622,12229.26987,2,5.479,6.522
1133.98622,12229.26987,2,5.479,6.522
1133.98622,12229.26987,2,5.474,6.544
1133.98622,12229.26987,2,5.474,6.567
1133.98622,12229.26987,2,5.471,6.589
1133.98622,12229.26987,2,5.476,6.609
1133.98622,12229.26987,2,5.479,6.63
1133.98622,12229.26987,2,5.479,6.645
1133.98622,12229.26987,2,5.479,6.659
1133.98622,12229.26987,2,5.482,6.675
1133.98622,12229.26987,2,5.477,6.685
1133.98622,12229.26987,2,5.475,6.694
1133.98622,12229.26987,2,5.47,6.705
1133.98622,12229.26987,2,5.47,6.712
1133.98622,12229.26987,2,5.474,6.723
1133.98622,12229.26987,2,5.479,6.737
1133.98622,12229.26987,2,5.478,6.752
1133.98622,12229.26987,2,5.472,6.772
1133.98622,12229.26987,2,5.471,6.793
1133.98622,12229.26987,2,5.471,6.815
1133.98622,12229.26987,2,5.479,6.839
1133.98622,12229.26987,2,5.48,6.858
1133.98622,12229.26987,2,5.475,6.874
1133.98622,12229.26987,2,5.479,6.884
1133.98622,12229.26987,2,5.478,6.894
1133.98622,12229.26987,2,5.477,6.904
1133.98622,12229.26987,2,5.475,6.913
1133.98622,12229.26987,2,5.476,6.919
1133.98622,12229.26987,2,5.477,6.921
1133.98622,12229.26987,2,5.476,6.925
1133.98622,12229.26987,2,5.476,6.925
1133.98622,12229.26987,2,5.478,6.928
1133.98622,12229.26987,2,5.478,6.932
1133.98622,12229.26987,2,5.474,6.94
1133.98622,12229.26987,2,5.475,6.954
1133.98622,12229.26987,2,5.474,6.966
1133.98622,12229.26987,2,5.474,6.973
1133.98622,12229.26987,2,5.477,6.978
1133.98622,12229.26987,2,5.473,6.977
1133.98622,12229.26987,2,5.471,6.971
1133.98622,12229.26987,2,5.469,6.972
1133.98622,12229.26987,2,5.478,6.97
1133.98622,12229.26987,2,5.479,6.972
1133.98622,12229.26987,2,5.475,6.969
1133.98622,12229.26987,2,5.474,6.975
1133.98622,12229.26987,2,5.476,6.984
1133.98622,12229.26987,2,5.476,6.987
1133.98622,12229.26987,2,5.476,6.995
1133.98622,12229.26987,2,5.474,6.998
1133.98622,12229.26987,2,5.472,7.006
1133.98622,12229.26987,2,5.472,7.019
1133.98622,12229.26987,2,5.471,7.04
1133.98622,12229.26987,2,5.473,7.068
1133.98622,12229.26987,2,5.468,7.098
1133.98622,12229.26987,2,5.473,7.127
1133.98622,12229.26987,2,5.473,7.153
1133.98622,12229.26987,2,5.473,7.175
1133.98622,12229.26987,2,5.475,7.191
1133.98622,12229.26987,2,5.47,7.202
1133.98622,12229.26987,2,5.47,7.211
1133.98622,12229.26987,2,5.47,7.211
1133.98622,12229.26987,2,5.472,7.215
1133.98622,12229.26987,2,5.473,7.219
1133.98622,12229.26987,2,5.476,7.222
1133.98622,12229.26987,2,5.476,7.234
1133.98622,12229.26987,2,5.472,7.254
1133.98622,12229.26987,2,5.475,7.277
1133.98622,12229.26987,2,5.475,7.305
1133.98622,12229.26987,2,5.471,7.326
1133.98622,12229.26987,2,5.473,7.343
1133.98622,12229.26987,2,5.474,7.353
1133.98622,12229.26987,2,5.476,7.362
1133.98622,12229.26987,2,5.479,7.372
1133.98622,12229.26987,2,5.478,7.385
1133.98622,12229.26987,2,5.474,7.404
1133.98622,12229.26987,2,5.474,7.427
1133.98622,12229.26987,2,5.476,7.457
1133.98622,12229.26987,2,5.478,7.479
1133.98622,12229.26987,2,5.477,7.499
1133.98622,12229.26987,2,5.474,7.515
1133.98622,12229.26987,2,5.474,7.529
1133.98622,12229.26987,2,5.476,7.541
1133.98622,12229.26987,2,5.475,7.547
1133.98622,12229.26987,2,5.475,7.555
1133.98622,12229.26987,2,5.474,7.558
1133.98622,12229.26987,2,5.474,7.559
1133.98622,12229.26987,2,5.48,7.562
1133.98622,12229.26987,2,5.477,7.568
1133.98622,12229.26987,2,5.471,7.568
1133.98622,12229.26987,2,5.471,7.57
1133.98622,12229.26987,2,5.47,7.575
1133.98622,12229.26987,2,5.474,7.573
1133.98622,12229.26987,2,5.47,7.577
1133.98622,12229.26987,2,5.47,7.577
1133.98622,12229.26987,2,5.472,7.579
1133.98622,12229.26987,2,5.47,7.58
1133.98622,12229.26987,2,5.471,7.581
1133.98622,12229.26987,2,5.472,7.58
1133.98622,12229.26987,2,5.473,7.584
1133.98622,12229.26987,2,5.471,7.583
1133.98622,12229.26987,2,5.471,7.586
1133.98622,12229.26987,2,5.47,7.584
1133.98622,12229.26987,2,5.472,7.584
1133.98622,12229.26987,2,5.469,7.583
1133.98622,12229.26987,2,5.47,7.588
1133.98622,12229.26987,2,5.473,7.585
1133.98622,12229.26987,2,5.467,7.59
1133.98622,12229.26987,2,5.468,7.591
1133.98622,12229.26987,2,5.468,7.593
1133.98622,12229.26987,2,5.465,7.594
1133.98622,12229.26987,2,5.472,7.596
1133.98622,12229.26987,2,5.469,7.598
1133.98622,12229.26987,2,5.469,7.598
1133.98622,12229.26987,2,5.468,7.601
1133.98622,12229.26987,2,5.466,7.605
1133.98622,12229.26987,2,5.469,7.605
1133.98622,12229.26987,2,5.468,7.608
1133.98622,12229.26987,2,5.468,7.608
1133.98622,12229.26987,2,5.464,7.608
1133.98622,12229.26987,2,5.466,7.608
1133.98622,12229.26987,2,5.466,7.608
1133.98622,12229.26987,2,5.469,7.606
1133.98622,12229.26987,2,5.471,7.606
1133.98622,12229.26987,2,5.471,7.605
1133.98622,12229.26987,2,5.474,7.601
1133.98622,12229.26987,2,5.471,7.604
1133.98622,12229.26987,2,5.469,7.599
1133.98622,12229.26987,2,5.468,7.595
1133.98622,12229.26987,2,5.465,7.596
1133.98622,12229.26987,2,5.462,7.592
1133.98622,12229.26987,2,5.463,7.593
1133.98622,12229.26987,2,5.466,7.594
1133.98622,12229.26987,2,5.463,7.591
1133.98622,12229.26987,2,5.459,7.59
1133.98622,12229.26987,2,5.457,7.587
1133.98622,12229.26987,2,5.456,7.583
1133.98622,12229.26987,2,5.449,7.581
1133.98622,12229.26987,2,5.448,7.579
1133.98622,12229.26987,2,5.448,7.577
1133.98622,12229.26987,2,5.449,7.579
1133.98622,12229.26987,2,5.45,7.58
1133.98622,12229.26987,2,5.448,7.584
1133.98622,12229.26987,2,5.443,7.586
1133.98622,12229.26987,2,5.44,7.59
1133.98622,12229.26987,2,5.442,7.595
1133.98622,12229.26987,2,5.437,7.601
1133.98622,12229.26987,2,5.437,7.602
1133.98622,12229.26987,2,5.432,7.604
1133.98622,12229.26987,2,5.434,7.603
1133.98622,12229.26987,2,5.436,7.604
1133.98622,12229.26987,2,5.432,7.602
1133.98622,12229.26987,2,5.43,7.601
1133.98622,12229.26987,2,5.43,7.597
1133.98622,12229.26987,2,5.431,7.6
1133.98622,12229.26987,2,5.426,7.603
1133.98622,12229.26987,2,5.425,7.608
1133.98622,12229.26987,2,5.42,7.613
1133.98622,12229.26987,2,5.418,7.616
1133.98622,12229.26987,2,5.423,7.619
1133.98622,12229.26987,2,5.418,7.618
1133.98622,12229.26987,2,5.413,7.621
1133.98622,12229.26987,2,5.412,7.622
1133.98622,12229.26987,2,5.411,7.622
1133.98622,12229.26987,2,5.411,7.624
1133.98622,12229.26987,2,5.412,7.626
1133.98622,12229.26987,2,5.414,7.622
1133.98622,12229.26987,2,5.414,7.627
1133.98622,12229.26987,2,5.415,7.625
1133.98622,12229.26987,2,5.411,7.622
1133.98622,12229.26987,2,5.41,7.62
1133.98622,12229.26987,2,5.41,7.616
1133.98622,12229.26987,2,5.405,7.616
1133.98622,12229.26987,2,5.404,7.616
1133.98622,12229.26987,2,5.407,7.619
1133.98622,12229.26987,2,5.403,7.62
1133.98622,12229.26987,2,5.402,7.618
1133.98622,12229.26987,2,5.402,7.618
1133.98622,12229.26987,2,5.4,7.618
1133.98622,12229.26987,2,5.402,7.613
1133.98622,12229.26987,2,5.403,7.609
1133.98622,12229.26987,2,5.4,7.606
1133.98622,12229.26987,2,5.401,7.603
1133.98622,12229.26987,2,5.399,7.6
1133.98622,12229.26987,2,5.396,7.597
1133.98622,12229.26987,2,5.395,7.593
1133.98622,12229.26987,2,5.392,7.591
1133.98622,12229.26987,2,5.381,7.591
1133.98622,12229.26987,2,5.376,7.592
1133.98622,12229.26987,2,5.377,7.59
1133.98622,12229.26987,2,5.373,7.591
1133.98622,12229.26987,2,5.375,7.591
1133.98622,12229.26987,2,5.377,7.593
1133.98622,12229.26987,2,5.379,7.594
1133.98622,12229.26987,2,5.385,7.597
1133.98622,12229.26987,2,5.391,7.605
1133.98622,12229.26987,2,5.397,7.609
1133.98622,12229.26987,2,5.407,7.608
1133.98622,12229.26987,2,5.413,7.611
1133.98622,12229.26987,2,5.419,7.608
1133.98622,12229.26987,2,5.426,7.61
1133.98622,12229.26987,2,5.426,7.612
1133.98622,12229.26987,2,5.429,7.613
1133.98622,12229.26987,2,5.429,7.614
1133.98622,12229.26987,2,5.429,7.615
1133.98622,12229.26987,2,5.433,7.616
1133.98622,12229.26987,2,5.434,7.622
1133.98622,12229.26987,2,5.434,7.623
1133.98622,12229.26987,2,5.437,7.626
1133.98622,12229.26987,2,5.436,7.63
1133.98622,12229.26987,2,5.433,7.63
1133.98622,12229.26987,2,5.435,7.632
1133.98622,12229.26987,2,5.429,7.635
1133.98622,12229.26987,2,5.429,7.635
1133.98622,12229.26987,2,5.43,7.635
1133.98622,12229.26987,2,5.432,7.634
1133.98622,12229.26987,2,5.431,7.635
1133.98622,12229.26987,2,5.431,7.636
1133.98622,12229.26987,2,5.434,7.635
1133.98622,12229.26987,2,5.428,7.636
1133.98622,12229.26987,2,5.427,7.637
1133.98622,12229.26987,2,5.426,7.635
1133.98622,12229.26987,2,5.424,7.636
1133.98622,12229.26987,2,5.419,7.637
1133.98622,12229.26987,2,5.425,7.636
1133.98622,12229.26987,2,5.421,7.639
1133.98622,12229.26987,2,5.416,7.637
1133.98622,12229.26987,2,5.418,7.64
1133.98622,12229.26987,2,5.415,7.641
1133.98622,12229.26987,2,5.412,7.64
1133.98622,12229.26987,2,5.41,7.641
1133.98622,12229.26987,2,5.405,7.642
1133.98622,12229.26987,2,5.403,7.642
1133.98622,12229.26987,2,5.402,7.645
1133.98622,12229.26987,2,5.406,7.647
1133.98622,12229.26987,2,5.406,7.647
1133.98622,12229.26987,2,5.405,7.651
1133.98622,12229.26987,2,5.402,7.655
1133.98622,12229.26987,2,5.396,7.658
1133.98622,12229.26987,2,5.395,7.661
1133.98622,12229.26987,2,5.394,7.66
1133.98622,12229.26987,2,5.396,7.657
1133.98622,12229.26987,2,5.398,7.657
1133.98622,12229.26987,2,5.396,7.656
1133.98622,12229.26987,2,5.393,7.653
1133.98622,12229.26987,2,5.396,7.653
1133.98622,12229.26987,2,5.392,7.651
1133.98622,12229.26987,2,5.392,7.648
1133.98622,12229.26987,2,5.391,7.644
1133.98622,12229.26987,2,5.392,7.638
1133.98622,12229.26987,2,5.395,7.635
1133.98622,12229.26987,2,5.39,7.629
1133.98622,12229.26987,2,5.39,7.624
1133.98622,12229.26987,2,5.39,7.62
1133.98622,12229.26987,2,5.389,7.618
1133.98622,12229.26987,2,5.393,7.615
1133.98622,12229.26987,2,5.391,7.615
1133.98622,12229.26987,2,5.392,7.614
1133.98622,12229.26987,2,5.395,7.616
1133.98622,12229.26987,2,5.394,7.623
1133.98622,12229.26987,2,5.391,7.629
1133.98622,12229.26987,2,5.391,7.64
1133.98622,12229.26987,2,5.391,7.647
1133.98622,12229.26987,2,5.392,7.655
1133.98622,12229.26987,2,5.389,7.66
1133.98622,12229.26987,2,5.387,7.657
1133.98622,12229.26987,2,5.384,7.653
1133.98622,12229.26987,2,5.381,7.651
1133.98622,12229.26987,2,5.385,7.646
1133.98622,12229.26987,2,5.383,7.644
1133.98622,12229.26987,2,5.379,7.643
1133.98622,12229.26987,2,5.379,7.638
1133.98622,12229.26987,2,5.377,7.639
1133.98622,12229.26987,2,5.38,7.64
1133.98622,12229.26987,2,5.38,7.641
1133.98622,12229.26987,2,5.379,7.642
1133.98622,12229.26987,2,5.377,7.641
1133.98622,12229.26987,2,5.375,7.641
1133.98622,12229.26987,2,5.374,7.641
1133.98622,12229.26987,2,5.379,7.64
1133.98622,12229.26987,2,5.377,7.639
1133.98622,12229.26987,2,5.374,7.639
1133.98622,12229.26987,2,5.377,7.639
1133.98622,12229.26987,2,5.378,7.639
1133.98622,12229.26987,2,5.378,7.639
1133.98622,12229.26987,2,5.38,7.641
1133.98622,12229.26987,2,5.381,7.645
1133.98622,12229.26987,2,5.382,7.647
1133.98622,12229.26987,2,5.384,7.649
1133.98622,12229.26987,2,5.381,7.648
1133.98622,12229.26987,2,5.387,7.647
1133.98622,12229.26987,2,5.38,7.645
1133.98622,12229.26987,2,5.381,7.641
1133.98622,12229.26987,2,5.381,7.641
1133.98622,12229.26987,2,5.388,7.64
1133.98622,12229.26987,2,5.388,7.638
1133.98622,12229.26987,2,5.385,7.631
1133.98622,12229.26987,2,5.387,7.628
1133.98622,12229.26987,2,5.38,7.624
1133.98622,12229.26987,2,5.378,7.617
1133.98622,12229.26987,2,5.383,7.615
1133.98622,12229.26987,2,5.38,7.61
1133.98622,12229.26987,2,5.377,7.609
1133.98622,12229.26987,2,5.373,7.61
1133.98622,12229.26987,2,5.376,7.614
1133.98622,12229.26987,2,5.383,7.621
1133.98622,12229.26987,2,5.384,7.627
1133.98622,12229.26987,2,5.386,7.628
1133.98622,12229.26987,2,5.387,7.628
1133.98622,12229.26987,2,5.384,7.624
1133.98622,12229.26987,2,5.384,7.625
1133.98622,12229.26987,2,5.387,7.624
1133.98622,12229.26987,2,5.39,7.627
1133.98622,12229.26987,2,5.391,7.629
1133.98622,12229.26987,2,5.391,7.633
1133.98622,12229.26987,2,5.393,7.634
1133.98622,12229.26987,2,5.398,7.634
1133.98622,12229.26987,2,5.392,7.638
1133.98622,12229.26987,2,5.394,7.641
1133.98622,12229.26987,2,5.393,7.644
1133.98622,12229.26987,2,5.387,7.644
1133.98622,12229.26987,2,5.388,7.645
1133.98622,12229.26987,2,5.395,7.645
1133.98622,12229.26987,2,5.393,7.642
1133.98622,12229.26987,2,5.39,7.642
1133.98622,12229.26987,2,5.392,7.641
1133.98622,12229.26987,2,5.392,7.64
1133.98622,12229.26987,2,5.393,7.639
1133.98622,12229.26987,2,5.394,7.64
1133.98622,12229.26987,2,5.397,7.64
1133.98622,12229.26987,2,5.395,7.64
1133.98622,12229.26987,2,5.396,7.639
1133.98622,12229.26987,2,5.402,7.639
1133.98622,12229.26987,2,5.4,7.639
1133.98622,12229.26987,2,5.407,7.638
1133.98622,12229.26987,2,5.408,7.639
1133.98622,12229.26987,2,5.405,7.641
1133.98622,12229.26987,2,5.401,7.643
1133.98622,12229.26987,2,5.404,7.647
1133.98622,12229.26987,2,5.403,7.65
1133.98622,12229.26987,2,5.404,7.652
1133.98622,12229.26987,2,5.402,7.652
1133.98622,12229.26987,2,5.401,7.651
1133.98622,12229.26987,2,5.401,7.651
1133.98622,12229.26987,2,5.405,7.654
1133.98622,12229.26987,2,5.409,7.653
1133.98622,12229.26987,2,5.406,7.654
1133.98622,12229.26987,2,5.404,7.652
1133.98622,12229.26987,2,5.406,7.644
1133.98622,12229.26987,2,5.404,7.638
1133.98622,12229.26987,2,5.407,7.629
1133.98622,12229.26987,2,5.407,7.629
1133.98622,12229.26987,2,5.412,7.626
1133.98622,12229.26987,2,5.411,7.62
1133.98622,12229.26987,2,5.407,7.617
1133.98622,12229.26987,2,5.409,7.616
1133.98622,12229.26987,2,5.41,7.617
1133.98622,12229.26987,2,5.413,7.621
1133.98622,12229.26987,2,5.41,7.626
1133.98622,12229.26987,2,5.413,7.629
1133.98622,12229.26987,2,5.416,7.632
1133.98622,12229.26987,2,5.412,7.637
1133.98622,12229.26987,2,5.413,7.638
1133.98622,12229.26987,2,5.421,7.646
1133.98622,12229.26987,2,5.412,7.649
1133.98622,12229.26987,2,5.411,7.653
1133.98622,12229.26987,2,5.414,7.658
1133.98622,12229.26987,2,5.413,7.667
1133.98622,12229.26987,2,5.414,7.678
1133.98622,12229.26987,2,5.411,7.685
1133.98622,12229.26987,2,5.415,7.696
1133.98622,12229.26987,2,5.415,7.701
1133.98622,12229.26987,2,5.412,7.701
1133.98622,12229.26987,2,5.414,7.701
1133.98622,12229.26987,2,5.42,7.704
1133.98622,12229.26987,2,5.421,7.709
1133.98622,12229.26987,2,5.419,7.711
1133.98622,12229.26987,2,5.425,7.711
1133.98622,12229.26987,2,5.42,7.711
1133.98622,12229.26987,2,5.419,7.712
1133.98622,12229.26987,2,5.424,7.717
1133.98622,12229.26987,2,5.426,7.721
1133.98622,12229.26987,2,5.429,7.719
1133.98622,12229.26987,2,5.432,7.721
1133.98622,12229.26987,2,5.436,7.718
1133.98622,12229.26987,2,5.441,7.721
1133.98622,12229.26987,2,5.443,7.72
1133.98622,12229.26987,2,5.441,7.721
1133.98622,12229.26987,2,5.445,7.721
1133.98622,12229.26987,2,5.443,7.718
1133.98622,12229.26987,2,5.448,7.721
1133.98622,12229.26987,2,5.443,7.72
1133.98622,12229.26987,2,5.438,7.716
1133.98622,12229.26987,2,5.444,7.714
1133.98622,12229.26987,2,5.448,7.71
1133.98622,12229.26987,2,5.451,7.705
1133.98622,12229.26987,2,5.451,7.698
1133.98622,12229.26987,2,5.45,7.69
1133.98622,12229.26987,2,5.455,7.686
1133.98622,12229.26987,2,5.456,7.681
1133.98622,12229.26987,2,5.453,7.677
1133.98622,12229.26987,2,5.448,7.678
1133.98622,12229.26987,2,5.45,7.68
1133.98622,12229.26987,2,5.458,7.683
1133.98622,12229.26987,2,5.458,7.688
1133.98622,12229.26987,2,5.459,7.69
1133.98622,12229.26987,2,5.463,7.689
1133.98622,12229.26987,2,5.461,7.694
1133.98622,12229.26987,2,5.467,7.692
1133.98622,12229.26987,2,5.469,7.7
1133.98622,12229.26987,2,5.467,7.708
1133.98622,12229.26987,2,5.467,7.708
1133.98622,12229.26987,2,5.468,7.71
1133.98622,12229.26987,2,5.466,7.717
1133.98622,12229.26987,2,5.468,7.714
1133.98622,12229.26987,2,5.469,7.71
1133.98622,12229.26987,2,5.468,7.706
1133.98622,12229.26987,2,5.463,7.702
1133.98622,12229.26987,2,5.458,7.7
1133.98622,12229.26987,2,5.457,7.699
1133.98622,12229.26987,2,5.46,7.7
1133.98622,12229.26987,2,5.462,7.704
1133.98622,12229.26987,2,5.459,7.708
1133.98622,12229.26987,2,5.458,7.713
1133.98622,12229.26987,2,5.447,7.717
1133.98622,12229.26987,2,5.449,7.719
1133.98622,12229.26987,2,5.448,7.719
1133.98622,12229.26987,2,5.449,7.721
1133.98622,12229.26987,2,5.45,7.72
1133.98622,12229.26987,2,5.452,7.718
1133.98622,12229.26987,2,5.448,7.718
1133.98622,12229.26987,2,5.445,7.716
1133.98622,12229.26987,2,5.448,7.714
1133.98622,12229.26987,2,5.447,7.71
1133.98622,12229.26987,2,5.447,7.706
1133.98622,12229.26987,2,5.447,7.699
1133.98622,12229.26987,2,5.443,7.693
1133.98622,12229.26987,2,5.443,7.686
1133.98622,12229.26987,2,5.446,7.681
1133.98622,12229.26987,2,5.437,7.677
1133.98622,12229.26987,2,5.437,7.677
1133.98622,12229.26987,2,5.431,7.679
1133.98622,12229.26987,2,5.438,7.685
1133.98622,12229.26987,2,5.442,7.688
1133.98622,12229.26987,2,5.435,7.693
1133.98622,12229.26987,2,5.434,7.696
1133.98622,12229.26987,2,5.44,7.694
1133.98622,12229.26987,2,5.436,7.695
1133.98622,12229.26987,2,5.439,7.697
1133.98622,12229.26987,2,5.432,7.701
1133.98622,12229.26987,2,5.428,7.703
1133.98622,12229.26987,2,5.424,7.706
1133.98622,12229.26987,2,5.422,7.709
1133.98622,12229.26987,2,5.419,7.71
1133.98622,12229.26987,2,5.416,7.712
1133.98622,12229.26987,2,5.412,7.716
1133.98622,12229.26987,2,5.404,7.721
1133.98622,12229.26987,2,5.397,7.723
1133.98622,12229.26987,2,5.395,7.733
1133.98622,12229.26987,2,5.397,7.733
1133.98622,12229.26987,2,5.394,7.737
1133.98622,12229.26987,2,5.399,7.738
1133.98622,12229.26987,2,5.395,7.74
1133.98622,12229.26987,2,5.395,7.739
1133.98622,12229.26987,2,5.394,7.739
1133.98622,12229.26987,2,5.391,7.739
1133.98622,12229.26987,2,5.4,7.739
1133.98622,12229.26987,2,5.404,7.74
1133.98622,12229.26987,2,5.404,7.74
1133.98622,12229.26987,2,5.404,7.739
1133.98622,12229.26987,2,5.398,7.739
1133.98622,12229.26987,2,5.394,7.741
1133.98622,12229.26987,2,5.397,7.739
1133.98622,12229.26987,2,5.392,7.737
1133.98622,12229.26987,2,5.393,7.737
1133.98622,12229.26987,2,5.396,7.735
1133.98622,12229.26987,2,5.397,7.735
1133.98622,12229.26987,2,5.391,7.732
1133.98622,12229.26987,2,5.398,7.729
1133.98622,12229.26987,2,5.403,7.728
1133.98622,12229.26987,2,5.401,7.724
1133.98622,12229.26987,2,5.401,7.725
1133.98622,12229.26987,2,5.406,7.725
1133.98622,12229.26987,2,5.4,7.726
1133.98622,12229.26987,2,5.401,7.727
1133.98622,12229.26987,2,5.399,7.729
1133.98622,12229.26987,2,5.402,7.727
1133.98622,12229.26987,2,5.408,7.729
1133.98622,12229.26987,2,5.407,7.73
1133.98622,12229.26987,2,5.404,7.731
1133.98622,12229.26987,2,5.4,7.731
1133.98622,12229.26987,2,5.398,7.731
1133.98622,12229.26987,2,5.404,7.73
1133.98622,12229.26987,2,5.401,7.73
1133.98622,12229.26987,2,5.402,7.727
1133.98622,12229.26987,2,5.402,7.727
1133.98622,12229.26987,2,5.401,7.726
1133.98622,12229.26987,2,5.406,7.724
1133.98622,12229.26987,2,5.407,7.722
1133.98622,12229.26987,2,5.404,7.719
1133.98622,12229.26987,2,5.406,7.715
1133.98622,12229.26987,2,5.4,7.714
1133.98622,12229.26987,2,5.404,7.712
1133.98622,12229.26987,2,5.407,7.709
1133.98622,12229.26987,2,5.404,7.715
1133.98622,12229.26987,2,5.403,7.715
1133.98622,12229.26987,2,5.404,7.715
1133.98622,12229.26987,2,5.406,7.713
1133.98622,12229.26987,2,5.409,7.71
1133.98622,12229.26987,2,5.417,7.708
1133.98622,12229.26987,2,5.424,7.704
1133.98622,12229.26987,2,5.427,7.7
1133.98622,12229.26987,2,5.424,7.699
1133.98622,12229.26987,2,5.419,7.698
1133.98622,12229.26987,2,5.426,7.702
1133.98622,12229.26987,2,5.426,7.708
1133.98622,12229.26987,2,5.433,7.709
1133.98622,12229.26987,2,5.423,7.717
1133.98622,12229.26987,2,5.417,7.721
1133.98622,12229.26987,2,5.418,7.722
1133.98622,12229.26987,2,5.418,7.718
1133.98622,12229.26987,2,5.425,7.712
1133.98622,12229.26987,2,5.431,7.711
1133.98622,12229.26987,2,5.431,7.708
1133.98622,12229.26987,2,5.43,7.709
1133.98622,12229.26987,2,5.427,7.71
1133.98622,12229.26987,2,5.433,7.714
1133.98622,12229.26987,2,5.433,7.714
1133.98622,12229.26987,2,5.438,7.714
1133.98622,12229.26987,2,5.435,7.716
1133.98622,12229.26987,2,5.434,7.717
1133.98622,12229.26987,2,5.434,7.721
1133.98622,12229.26987,2,5.432,7.72
1133.98622,12229.26987,2,5.433,7.719
1133.98622,12229.26987,2,5.433,7.719
1133.98622,12229.26987,2,5.435,7.715
1133.98622,12229.26987,2,5.437,7.713
1133.98622,12229.26987,2,5.44,7.716
1133.98622,12229.26987,2,5.444,7.706
1133.98622,12229.26987,2,5.443,7.704
