Latitude,Longitude,Comment,Chl-a [µg/l],Depth [m]
1135.51354,12229.23124,13,2.929,3.4
1135.51354,12229.23124,13,2.837,3.424
1135.51354,12229.23124,13,2.744,3.447
1135.51354,12229.23124,13,2.765,3.469
1135.51354,12229.23124,13,2.773,3.487
1135.51354,12229.23124,13,2.908,3.505
1135.51354,12229.23124,13,2.936,3.521
1135.51354,12229.23124,13,2.815,3.535
1135.51354,12229.23124,13,2.894,3.547
1135.51354,12229.23124,13,2.78,3.561
1135.51354,12229.23124,13,2.78,3.573
1135.51354,12229.23124,13,3.043,3.591
1135.51354,12229.23124,13,2.936,3.61
1135.51354,12229.23124,13,3.051,3.631
1135.51354,12229.23124,13,3.15,3.656
1135.51354,12229.23124,13,2.936,3.679
1135.51354,12229.23124,13,3.001,3.695
1135.51354,12229.23124,13,2.822,3.708
1135.51354,12229.23124,13,3.072,3.72
1135.51354,12229.23124,13,3.072,3.72
1135.51354,12229.23124,13,2.929,3.735
1135.51354,12229.23124,13,3.1,3.753
1135.51354,12229.23124,13,3.086,3.775
1135.51354,12229.23124,13,2.936,3.801
1135.51354,12229.23124,13,2.936,3.823
1135.51354,12229.23124,13,2.993,3.845
1135.51354,12229.23124,13,2.844,3.867
1135.51354,12229.23124,13,2.837,3.889
1135.51354,12229.23124,13,2.808,3.912
1135.51354,12229.23124,13,3.3,3.935
1135.51354,12229.23124,13,3.108,3.955
1135.51354,12229.23124,13,2.901,3.974
1135.51354,12229.23124,13,2.965,3.991
1135.51354,12229.23124,13,3.485,4.01
1135.51354,12229.23124,13,3.343,4.027
1135.51354,12229.23124,13,3.328,4.045
1135.51354,12229.23124,13,3.186,4.061
1135.51354,12229.23124,13,2.936,4.084
1135.51354,12229.23124,13,2.758,4.111
1135.51354,12229.23124,13,2.751,4.139
1135.51354,12229.23124,13,2.844,4.165
1135.51354,12229.23124,13,2.687,4.188
1135.51354,12229.23124,13,2.773,4.212
1135.51354,12229.23124,13,2.858,4.232
1135.51354,12229.23124,13,2.858,4.251
1135.51354,12229.23124,13,2.894,4.271
1135.51354,12229.23124,13,2.787,4.294
1135.51354,12229.23124,13,2.758,4.312
1135.51354,12229.23124,13,2.958,4.329
1135.51354,12229.23124,13,2.915,4.343
1135.51354,12229.23124,13,2.936,4.357
1135.51354,12229.23124,13,2.958,4.375
1135.51354,12229.23124,13,3.001,4.392
1135.51354,12229.23124,13,2.908,4.408
1135.51354,12229.23124,13,2.922,4.425
1135.51354,12229.23124,13,2.929,4.438
1135.51354,12229.23124,13,2.972,4.453
1135.51354,12229.23124,13,3.015,4.471
1135.51354,12229.23124,13,2.879,4.492
1135.51354,12229.23124,13,2.787,4.512
1135.51354,12229.23124,13,2.936,4.534
1135.51354,12229.23124,13,3.136,4.563
1135.51354,12229.23124,13,3.029,4.59
1135.51354,12229.23124,13,3.307,4.619
1135.51354,12229.23124,13,3.093,4.648
1135.51354,12229.23124,13,2.951,4.675
1135.51354,12229.23124,13,2.915,4.698
1135.51354,12229.23124,13,2.851,4.717
1135.51354,12229.23124,13,2.915,4.732
1135.51354,12229.23124,13,3.165,4.747
1135.51354,12229.23124,13,2.986,4.76
1135.51354,12229.23124,13,2.68,4.776
1135.51354,12229.23124,13,3.051,4.797
1135.51354,12229.23124,13,3.143,4.822
1135.51354,12229.23124,13,3.293,4.853
1135.51354,12229.23124,13,2.993,4.886
1135.51354,12229.23124,13,2.993,4.886
1135.51354,12229.23124,13,2.83,4.92
1135.51354,12229.23124,13,2.659,4.951
1135.51354,12229.23124,13,2.623,4.981
1135.51354,12229.23124,13,2.737,5.01
1135.51354,12229.23124,13,2.879,5.041
1135.51354,12229.23124,13,2.865,5.066
1135.51354,12229.23124,13,3.122,5.085
1135.51354,12229.23124,13,3.25,5.102
1135.51354,12229.23124,13,3.336,5.11
1135.51354,12229.23124,13,3.713,5.115
1135.51354,12229.23124,13,3.293,5.119
1135.51354,12229.23124,13,3.15,5.119
1135.51354,12229.23124,13,2.972,5.119
1135.51354,12229.23124,13,3.1,5.122
1135.51354,12229.23124,13,2.908,5.125
1135.51354,12229.23124,13,2.78,5.13
1135.51354,12229.23124,13,2.887,5.147
1135.51354,12229.23124,13,2.822,5.161
1135.51354,12229.23124,13,2.851,5.184
1135.51354,12229.23124,13,3.357,5.205
1135.51354,12229.23124,13,3.079,5.224
1135.51354,12229.23124,13,2.965,5.244
1135.51354,12229.23124,13,2.872,5.26
1135.51354,12229.23124,13,2.915,5.276
1135.51354,12229.23124,13,2.808,5.295
1135.51354,12229.23124,13,2.744,5.315
1135.51354,12229.23124,13,2.53,5.337
1135.51354,12229.23124,13,2.609,5.36
1135.51354,12229.23124,13,2.751,5.38
1135.51354,12229.23124,13,2.616,5.398
1135.51354,12229.23124,13,2.659,5.412
1135.51354,12229.23124,13,2.716,5.429
1135.51354,12229.23124,13,2.794,5.446
1135.51354,12229.23124,13,2.737,5.467
1135.51354,12229.23124,13,2.687,5.492
1135.51354,12229.23124,13,2.78,5.523
1135.51354,12229.23124,13,2.773,5.554
1135.51354,12229.23124,13,2.63,5.583
1135.51354,12229.23124,13,2.701,5.607
1135.51354,12229.23124,13,2.936,5.625
1135.51354,12229.23124,13,2.837,5.641
1135.51354,12229.23124,13,2.751,5.653
1135.51354,12229.23124,13,2.659,5.668
1135.51354,12229.23124,13,2.73,5.68
1135.51354,12229.23124,13,2.822,5.694
1135.51354,12229.23124,13,2.808,5.714
1135.51354,12229.23124,13,2.879,5.737
1135.51354,12229.23124,13,2.701,5.764
1135.51354,12229.23124,13,2.601,5.795
1135.51354,12229.23124,13,2.737,5.824
1135.51354,12229.23124,13,2.936,5.853
1135.51354,12229.23124,13,2.708,5.88
1135.51354,12229.23124,13,2.694,5.911
1135.51354,12229.23124,13,2.708,5.948
1135.51354,12229.23124,13,2.758,5.987
1135.51354,12229.23124,13,2.78,6.021
1135.51354,12229.23124,13,2.837,6.053
1135.51354,12229.23124,13,2.837,6.053
1135.51354,12229.23124,13,2.708,6.078
1135.51354,12229.23124,13,2.773,6.096
1135.51354,12229.23124,13,2.822,6.109
1135.51354,12229.23124,13,2.858,6.123
1135.51354,12229.23124,13,2.858,6.136
1135.51354,12229.23124,13,2.751,6.157
1135.51354,12229.23124,13,2.609,6.18
1135.51354,12229.23124,13,2.659,6.213
1135.51354,12229.23124,13,2.822,6.242
1135.51354,12229.23124,13,2.787,6.272
1135.51354,12229.23124,13,2.651,6.3
1135.51354,12229.23124,13,2.594,6.324
1135.51354,12229.23124,13,2.587,6.343
1135.51354,12229.23124,13,2.68,6.361
1135.51354,12229.23124,13,2.651,6.374
1135.51354,12229.23124,13,2.716,6.392
1135.51354,12229.23124,13,2.815,6.415
1135.51354,12229.23124,13,2.851,6.445
1135.51354,12229.23124,13,2.659,6.474
1135.51354,12229.23124,13,2.594,6.504
1135.51354,12229.23124,13,2.623,6.53
1135.51354,12229.23124,13,2.48,6.557
1135.51354,12229.23124,13,2.381,6.587
1135.51354,12229.23124,13,2.373,6.617
1135.51354,12229.23124,13,2.601,6.647
1135.51354,12229.23124,13,2.459,6.674
1135.51354,12229.23124,13,2.438,6.699
1135.51354,12229.23124,13,2.43,6.718
1135.51354,12229.23124,13,2.502,6.735
1135.51354,12229.23124,13,2.573,6.75
1135.51354,12229.23124,13,2.609,6.764
1135.51354,12229.23124,13,2.601,6.774
1135.51354,12229.23124,13,2.552,6.782
1135.51354,12229.23124,13,2.495,6.79
1135.51354,12229.23124,13,2.466,6.798
1135.51354,12229.23124,13,2.552,6.81
1135.51354,12229.23124,13,2.516,6.823
1135.51354,12229.23124,13,2.544,6.842
1135.51354,12229.23124,13,2.616,6.863
1135.51354,12229.23124,13,2.659,6.888
1135.51354,12229.23124,13,2.58,6.915
1135.51354,12229.23124,13,2.43,6.947
1135.51354,12229.23124,13,2.466,6.981
1135.51354,12229.23124,13,2.438,7.01
1135.51354,12229.23124,13,2.48,7.034
1135.51354,12229.23124,13,2.373,7.057
1135.51354,12229.23124,13,2.452,7.074
1135.51354,12229.23124,13,2.587,7.091
1135.51354,12229.23124,13,2.502,7.117
1135.51354,12229.23124,13,2.523,7.147
1135.51354,12229.23124,13,2.495,7.183
1135.51354,12229.23124,13,2.445,7.223
1135.51354,12229.23124,13,2.395,7.26
1135.51354,12229.23124,13,2.544,7.295
1135.51354,12229.23124,13,2.744,7.326
1135.51354,12229.23124,13,2.552,7.351
1135.51354,12229.23124,13,2.452,7.375
1135.51354,12229.23124,13,2.452,7.375
1135.51354,12229.23124,13,2.644,7.395
1135.51354,12229.23124,13,2.58,7.414
1135.51354,12229.23124,13,2.566,7.437
1135.51354,12229.23124,13,2.544,7.458
1135.51354,12229.23124,13,2.601,7.479
1135.51354,12229.23124,13,2.666,7.502
1135.51354,12229.23124,13,2.659,7.52
1135.51354,12229.23124,13,2.63,7.536
1135.51354,12229.23124,13,2.552,7.563
1135.51354,12229.23124,13,2.566,7.587
1135.51354,12229.23124,13,2.701,7.615
1135.51354,12229.23124,13,2.637,7.646
1135.51354,12229.23124,13,2.644,7.674
1135.51354,12229.23124,13,2.601,7.703
1135.51354,12229.23124,13,2.659,7.727
1135.51354,12229.23124,13,2.936,7.747
1135.51354,12229.23124,13,2.894,7.766
1135.51354,12229.23124,13,2.801,7.783
1135.51354,12229.23124,13,2.566,7.799
1135.51354,12229.23124,13,2.794,7.815
1135.51354,12229.23124,13,3.286,7.82
1135.51354,12229.23124,13,3.371,7.831
1135.51354,12229.23124,13,3.592,7.834
1135.51354,12229.23124,13,3.663,7.833
1135.51354,12229.23124,13,3.535,7.835
1135.51354,12229.23124,13,3.528,7.837
1135.51354,12229.23124,13,3.414,7.838
1135.51354,12229.23124,13,3.328,7.84
1135.51354,12229.23124,13,3.585,7.84
1135.51354,12229.23124,13,3.571,7.841
1135.51354,12229.23124,13,4.355,7.843
1135.51354,12229.23124,13,5.267,7.843
1135.51354,12229.23124,13,5.246,7.843
1135.51354,12229.23124,13,4.419,7.846
1135.51354,12229.23124,13,4.084,7.846
1135.51354,12229.23124,13,3.956,7.848
1135.51354,12229.23124,13,3.87,7.849
1135.51354,12229.23124,13,3.934,7.851
1135.51354,12229.23124,13,4.105,7.853
1135.51354,12229.23124,13,4.013,7.854
1135.51354,12229.23124,13,3.806,7.855
1135.51354,12229.23124,13,3.649,7.855
1135.51354,12229.23124,13,3.606,7.853
1135.51354,12229.23124,13,3.5,7.85
1135.51354,12229.23124,13,3.492,7.846
1135.51354,12229.23124,13,3.4,7.845
1135.51354,12229.23124,13,3.4,7.843
1135.51354,12229.23124,13,3.5,7.844
1135.51354,12229.23124,13,3.899,7.846
1135.51354,12229.23124,13,4.754,7.848
1135.51354,12229.23124,13,5.852,7.848
1135.51354,12229.23124,13,5.901,7.851
1135.51354,12229.23124,13,5.823,7.85
1135.51354,12229.23124,13,8.496,7.85
1135.51354,12229.23124,13,12.102,7.848
1135.51354,12229.23124,13,12.102,7.848
1135.51354,12229.23124,13,13.057,7.843
1135.51354,12229.23124,13,12.359,7.837
1135.51354,12229.23124,13,13.791,7.83
1135.51354,12229.23124,13,21.717,7.822
1135.51354,12229.23124,13,22.772,7.816
1135.51354,12229.23124,13,27.811,7.813
1135.51354,12229.23124,13,25.986,7.812
1135.51354,12229.23124,13,23.057,7.81
1135.51354,12229.23124,13,17.647,7.809
1135.51354,12229.23124,13,11.461,7.806
1135.51354,12229.23124,13,7.541,7.805
1135.51354,12229.23124,13,5.46,7.8
1135.51354,12229.23124,13,4.355,7.794
1135.51354,12229.23124,13,3.628,7.79
1135.51354,12229.23124,13,3.393,7.785
1135.51354,12229.23124,13,3.157,7.782
1135.51354,12229.23124,13,3.193,7.781
1135.51354,12229.23124,13,3.122,7.781
1135.51354,12229.23124,13,3.136,7.784
1135.51354,12229.23124,13,2.965,7.79
1135.51354,12229.23124,13,2.872,7.794
1135.51354,12229.23124,13,2.951,7.803
1135.51354,12229.23124,13,3.108,7.81
1135.51354,12229.23124,13,3.165,7.816
1135.51354,12229.23124,13,3.271,7.825
1135.51354,12229.23124,13,3.507,7.825
1135.51354,12229.23124,13,3.257,7.827
1135.51354,12229.23124,13,2.944,7.828
1135.51354,12229.23124,13,3.029,7.825
1135.51354,12229.23124,13,2.965,7.825
1135.51354,12229.23124,13,2.73,7.826
1135.51354,12229.23124,13,2.951,7.83
1135.51354,12229.23124,13,5.552,7.833
1135.51354,12229.23124,13,7.562,7.836
1135.51354,12229.23124,13,5.239,7.839
1135.51354,12229.23124,13,3.735,7.844
1135.51354,12229.23124,13,3.279,7.848
1135.51354,12229.23124,13,3.086,7.849
1135.51354,12229.23124,13,2.773,7.85
1135.51354,12229.23124,13,2.822,7.841
1135.51354,12229.23124,13,2.773,7.832
1135.51354,12229.23124,13,2.673,7.82
1135.51354,12229.23124,13,2.63,7.81
1135.51354,12229.23124,13,2.651,7.8
1135.51354,12229.23124,13,2.666,7.793
1135.51354,12229.23124,13,2.651,7.792
1135.51354,12229.23124,13,2.894,7.793
1135.51354,12229.23124,13,2.837,7.792
1135.51354,12229.23124,13,2.659,7.797
1135.51354,12229.23124,13,2.58,7.8
1135.51354,12229.23124,13,2.666,7.802
1135.51354,12229.23124,13,2.837,7.805
1135.51354,12229.23124,13,2.815,7.811
1135.51354,12229.23124,13,3.45,7.809
1135.51354,12229.23124,13,4.754,7.804
1135.51354,12229.23124,13,4.533,7.8
1135.51354,12229.23124,13,3.749,7.793
1135.51354,12229.23124,13,3.749,7.793
1135.51354,12229.23124,13,3.564,7.791
1135.51354,12229.23124,13,3.535,7.791
1135.51354,12229.23124,13,3.257,7.789
1135.51354,12229.23124,13,2.83,7.79
1135.51354,12229.23124,13,3.115,7.787
1135.51354,12229.23124,13,3.008,7.786
1135.51354,12229.23124,13,2.915,7.782
1135.51354,12229.23124,13,3.328,7.778
1135.51354,12229.23124,13,3.443,7.77
1135.51354,12229.23124,13,3.542,7.763
1135.51354,12229.23124,13,4.825,7.757
1135.51354,12229.23124,13,3.963,7.754
1135.51354,12229.23124,13,3.2,7.756
1135.51354,12229.23124,13,2.879,7.757
1135.51354,12229.23124,13,2.659,7.762
1135.51354,12229.23124,13,2.78,7.762
1135.51354,12229.23124,13,2.958,7.761
1135.51354,12229.23124,13,3.008,7.759
1135.51354,12229.23124,13,2.872,7.758
1135.51354,12229.23124,13,2.815,7.754
1135.51354,12229.23124,13,3.086,7.747
1135.51354,12229.23124,13,2.951,7.744
1135.51354,12229.23124,13,2.701,7.744
1135.51354,12229.23124,13,2.552,7.743
1135.51354,12229.23124,13,2.666,7.747
1135.51354,12229.23124,13,2.723,7.751
1135.51354,12229.23124,13,2.673,7.757
1135.51354,12229.23124,13,2.879,7.765
1135.51354,12229.23124,13,3.172,7.768
1135.51354,12229.23124,13,3.065,7.774
1135.51354,12229.23124,13,2.929,7.779
1135.51354,12229.23124,13,3.157,7.784
1135.51354,12229.23124,13,3.35,7.787
1135.51354,12229.23124,13,3.207,7.791
1135.51354,12229.23124,13,2.965,7.798
1135.51354,12229.23124,13,2.83,7.806
1135.51354,12229.23124,13,2.872,7.81
1135.51354,12229.23124,13,2.915,7.813
1135.51354,12229.23124,13,3.115,7.816
1135.51354,12229.23124,13,3.229,7.816
1135.51354,12229.23124,13,3.086,7.818
1135.51354,12229.23124,13,3.022,7.818
1135.51354,12229.23124,13,2.972,7.817
1135.51354,12229.23124,13,2.822,7.814
1135.51354,12229.23124,13,2.822,7.809
1135.51354,12229.23124,13,2.958,7.802
1135.51354,12229.23124,13,2.936,7.797
1135.51354,12229.23124,13,2.944,7.791
1135.51354,12229.23124,13,3.008,7.788
1135.51354,12229.23124,13,2.901,7.786
1135.51354,12229.23124,13,2.808,7.785
1135.51354,12229.23124,13,2.83,7.783
1135.51354,12229.23124,13,2.708,7.781
1135.51354,12229.23124,13,2.751,7.777
1135.51354,12229.23124,13,2.908,7.776
1135.51354,12229.23124,13,2.765,7.773
1135.51354,12229.23124,13,2.765,7.773
1135.51354,12229.23124,13,2.637,7.772
1135.51354,12229.23124,13,2.544,7.773
1135.51354,12229.23124,13,2.438,7.774
1135.51354,12229.23124,13,2.473,7.779
1135.51354,12229.23124,13,2.623,7.784
1135.42522,12228.26258,14,3.179,0.006
1135.42522,12228.26258,14,3.179,0.012
1135.42522,12228.26258,14,3.108,0.011
1135.42522,12228.26258,14,3.079,0.014
1135.42522,12228.26258,14,2.986,0.013
1135.42522,12228.26258,14,3.029,0.014
1135.42522,12228.26258,14,3.086,0.013
1135.42522,12228.26258,14,3.1,0.012
1135.42522,12228.26258,14,3.072,0.014
1135.42522,12228.26258,14,3.108,0.018
1135.42522,12228.26258,14,3.236,0.021
1135.42522,12228.26258,14,3.328,0.026
1135.42522,12228.26258,14,3.3,0.033
1135.42522,12228.26258,14,3.25,0.041
1135.42522,12228.26258,14,3.271,0.05
1135.42522,12228.26258,14,3.15,0.057
1135.42522,12228.26258,14,3.129,0.062
1135.42522,12228.26258,14,3.143,0.071
1135.42522,12228.26258,14,3.136,0.076
1135.42522,12228.26258,14,3.129,0.088
1135.42522,12228.26258,14,3.172,0.101
1135.42522,12228.26258,14,3.2,0.109
1135.42522,12228.26258,14,3.229,0.117
1135.42522,12228.26258,14,3.236,0.127
1135.42522,12228.26258,14,3.314,0.134
1135.42522,12228.26258,14,3.357,0.142
1135.42522,12228.26258,14,3.321,0.146
1135.42522,12228.26258,14,3.343,0.151
1135.42522,12228.26258,14,3.457,0.157
1135.42522,12228.26258,14,3.5,0.163
1135.42522,12228.26258,14,3.321,0.172
1135.42522,12228.26258,14,3.25,0.186
1135.42522,12228.26258,14,3.457,0.206
1135.42522,12228.26258,14,3.443,0.226
1135.42522,12228.26258,14,3.385,0.247
1135.42522,12228.26258,14,3.371,0.273
1135.42522,12228.26258,14,3.343,0.298
1135.42522,12228.26258,14,3.293,0.322
1135.42522,12228.26258,14,3.328,0.35
1135.42522,12228.26258,14,3.279,0.376
1135.42522,12228.26258,14,3.186,0.397
1135.42522,12228.26258,14,3.328,0.417
1135.42522,12228.26258,14,3.328,0.417
1135.42522,12228.26258,14,3.236,0.438
1135.42522,12228.26258,14,3.029,0.456
1135.42522,12228.26258,14,3.001,0.474
1135.42522,12228.26258,14,3.065,0.491
1135.42522,12228.26258,14,3.072,0.507
1135.42522,12228.26258,14,3.043,0.519
1135.42522,12228.26258,14,2.915,0.533
1135.42522,12228.26258,14,3.015,0.55
1135.42522,12228.26258,14,2.965,0.565
1135.42522,12228.26258,14,2.922,0.583
1135.42522,12228.26258,14,2.601,0.6
1135.42522,12228.26258,14,2.316,0.616
1135.42522,12228.26258,14,2.095,0.629
1135.42522,12228.26258,14,1.917,0.64
1135.42522,12228.26258,14,1.753,0.643
1135.42522,12228.26258,14,1.81,0.646
1135.42522,12228.26258,14,1.924,0.646
1135.42522,12228.26258,14,2.06,0.645
1135.42522,12228.26258,14,2.195,0.645
1135.42522,12228.26258,14,2.124,0.643
1135.42522,12228.26258,14,1.939,0.643
1135.42522,12228.26258,14,1.981,0.645
1135.42522,12228.26258,14,2.046,0.651
1135.42522,12228.26258,14,1.989,0.658
1135.42522,12228.26258,14,1.917,0.672
1135.42522,12228.26258,14,1.874,0.686
1135.42522,12228.26258,14,1.782,0.703
1135.42522,12228.26258,14,1.768,0.724
1135.42522,12228.26258,14,1.703,0.743
1135.42522,12228.26258,14,1.789,0.765
1135.42522,12228.26258,14,2.053,0.788
1135.42522,12228.26258,14,2.487,0.811
1135.42522,12228.26258,14,3.072,0.835
1135.42522,12228.26258,14,3.414,0.858
1135.42522,12228.26258,14,3.685,0.879
1135.42522,12228.26258,14,4.041,0.897
1135.42522,12228.26258,14,4.298,0.911
1135.42522,12228.26258,14,4.504,0.923
1135.42522,12228.26258,14,5.096,0.935
1135.42522,12228.26258,14,5.673,0.947
1135.42522,12228.26258,14,7.427,0.956
1135.42522,12228.26258,14,10.32,0.963
1135.42522,12228.26258,14,13.806,0.965
1135.42522,12228.26258,14,16.564,0.969
1135.42522,12228.26258,14,17.02,0.971
1135.42522,12228.26258,14,18.488,0.977
1135.42522,12228.26258,14,20.776,0.983
1135.42522,12228.26258,14,21.653,0.988
1135.42522,12228.26258,14,19.536,0.991
1135.42522,12228.26258,14,17.084,0.992
1135.42522,12228.26258,14,15.709,0.992
1135.42522,12228.26258,14,15.509,0.991
1135.42522,12228.26258,14,15.965,0.989
1135.42522,12228.26258,14,16.258,0.989
1135.42522,12228.26258,14,16.585,0.989
1135.42522,12228.26258,14,16.792,0.987
1135.42522,12228.26258,14,16.357,0.988
1135.42522,12228.26258,14,15.502,0.986
1135.42522,12228.26258,14,15.502,0.986
1135.42522,12228.26258,14,14.34,0.986
1135.42522,12228.26258,14,13.663,0.987
1135.42522,12228.26258,14,12.936,0.988
1135.42522,12228.26258,14,11.539,0.991
1135.42522,12228.26258,14,10.135,0.993
1135.42522,12228.26258,14,9.608,0.99
1135.42522,12228.26258,14,10.021,0.993
1135.42522,12228.26258,14,10.541,0.994
1135.42522,12228.26258,14,11.831,0.993
1135.42522,12228.26258,14,11.646,0.995
1135.42522,12228.26258,14,10.762,0.994
1135.42522,12228.26258,14,10.107,0.994
1135.42522,12228.26258,14,9.216,0.995
1135.42522,12228.26258,14,8.881,0.992
1135.42522,12228.26258,14,8.118,0.991
1135.42522,12228.26258,14,7.576,0.991
1135.42522,12228.26258,14,7.434,0.99
1135.42522,12228.26258,14,7.327,0.991
1135.42522,12228.26258,14,7.655,0.99
1135.42522,12228.26258,14,7.512,0.989
1135.42522,12228.26258,14,7.313,0.991
1135.42522,12228.26258,14,7.192,0.992
1135.42522,12228.26258,14,6.842,0.992
1135.42522,12228.26258,14,6.571,0.994
1135.42522,12228.26258,14,6.529,0.993
1135.42522,12228.26258,14,6.536,0.993
1135.42522,12228.26258,14,6.201,0.995
1135.42522,12228.26258,14,6.03,0.994
1135.42522,12228.26258,14,5.823,0.992
1135.42522,12228.26258,14,5.759,0.992
1135.42522,12228.26258,14,5.873,0.989
1135.42522,12228.26258,14,5.901,0.989
1135.42522,12228.26258,14,6.165,0.987
1135.42522,12228.26258,14,6.229,0.988
1135.42522,12228.26258,14,6.179,0.988
1135.42522,12228.26258,14,6.108,0.987
1135.42522,12228.26258,14,6.13,0.988
1135.42522,12228.26258,14,6.258,0.989
1135.42522,12228.26258,14,6.422,0.988
1135.42522,12228.26258,14,6.229,0.989
1135.42522,12228.26258,14,6.108,0.989
1135.42522,12228.26258,14,6.165,0.99
1135.42522,12228.26258,14,6.236,0.991
1135.42522,12228.26258,14,6.443,0.989
1135.42522,12228.26258,14,6.564,0.989
1135.42522,12228.26258,14,6.522,0.988
1135.42522,12228.26258,14,6.693,0.986
1135.42522,12228.26258,14,6.714,0.987
1135.42522,12228.26258,14,6.8,0.985
1135.42522,12228.26258,14,6.842,0.985
1135.42522,12228.26258,14,6.8,0.983
1135.42522,12228.26258,14,6.792,0.982
1135.42522,12228.26258,14,6.878,0.982
1135.42522,12228.26258,14,6.892,0.982
1135.42522,12228.26258,14,6.935,0.983
1135.42522,12228.26258,14,6.935,0.983
1135.42522,12228.26258,14,7.113,0.983
1135.42522,12228.26258,14,7.341,0.983
1135.42522,12228.26258,14,7.626,0.984
1135.42522,12228.26258,14,7.683,0.985
1135.42522,12228.26258,14,7.712,0.984
1135.42522,12228.26258,14,7.448,0.983
1135.42522,12228.26258,14,7.341,0.983
1135.42522,12228.26258,14,6.821,0.982
1135.42522,12228.26258,14,6.179,0.983
1135.42522,12228.26258,14,5.709,0.985
1135.42522,12228.26258,14,5.388,0.986
1135.42522,12228.26258,14,5.239,0.991
1135.42522,12228.26258,14,5.231,0.997
1135.42522,12228.26258,14,5.374,1.004
1135.42522,12228.26258,14,5.795,1.014
1135.42522,12228.26258,14,6.137,1.022
1135.42522,12228.26258,14,6.921,1.03
1135.42522,12228.26258,14,6.906,1.036
1135.42522,12228.26258,14,7.149,1.038
1135.42522,12228.26258,14,7.028,1.043
1135.42522,12228.26258,14,9.95,1.045
1135.42522,12228.26258,14,13.207,1.045
1135.42522,12228.26258,14,18.731,1.046
1135.42522,12228.26258,14,20.648,1.044
1135.42522,12228.26258,14,20.876,1.041
1135.42522,12228.26258,14,19.657,1.039
1135.42522,12228.26258,14,18.902,1.035
1135.42522,12228.26258,14,20.541,1.031
1135.42522,12228.26258,14,22.216,1.029
1135.42522,12228.26258,14,27.241,1.026
1135.42522,12228.26258,14,40.148,1.023
1135.42522,12228.26258,14,47.91,1.024
1135.42522,12228.26258,14,54.225,1.022
1135.42522,12228.26258,14,60.747,1.021
1135.42522,12228.26258,14,64.859,1.021
1135.42522,12228.26258,14,63.704,1.022
1135.42522,12228.26258,14,59.834,1.023
1135.42522,12228.26258,14,60.105,1.022
1135.42522,12228.26258,14,54.04,1.023
1135.42522,12228.26258,14,42.693,1.024
1135.42522,12228.26258,14,35.922,1.022
1135.42522,12228.26258,14,35.715,1.022
1135.42522,12228.26258,14,36.271,1.021
1135.42522,12228.26258,14,40.761,1.022
1135.42522,12228.26258,14,46.363,1.023
1135.42522,12228.26258,14,46.371,1.023
1135.42522,12228.26258,14,40.576,1.023
1135.42522,12228.26258,14,38.274,1.024
1135.42522,12228.26258,14,37.918,1.024
1135.42522,12228.26258,14,28.517,1.028
1135.42522,12228.26258,14,23.72,1.027
1135.42522,12228.26258,14,22.694,1.027
1135.42522,12228.26258,14,22.494,1.028
1135.42522,12228.26258,14,20.491,1.027
1135.42522,12228.26258,14,16.222,1.029
1135.42522,12228.26258,14,14.476,1.032
1135.42522,12228.26258,14,12.68,1.034
1135.42522,12228.26258,14,12.68,1.034
1135.42522,12228.26258,14,11.874,1.037
1135.42522,12228.26258,14,12.002,1.037
1135.42522,12228.26258,14,11.297,1.038
1135.42522,12228.26258,14,11.411,1.039
1135.42522,12228.26258,14,12.466,1.038
1135.42522,12228.26258,14,14.226,1.038
1135.42522,12228.26258,14,16.364,1.039
1135.42522,12228.26258,14,19.458,1.038
1135.42522,12228.26258,14,22.159,1.037
1135.42522,12228.26258,14,21.325,1.037
1135.42522,12228.26258,14,20.726,1.036
1135.42522,12228.26258,14,21.967,1.036
1135.42522,12228.26258,14,20.805,1.037
1135.42522,12228.26258,14,17.441,1.036
1135.42522,12228.26258,14,13.941,1.039
1135.42522,12228.26258,14,10.983,1.04
1135.42522,12228.26258,14,9.344,1.042
1135.42522,12228.26258,14,8.446,1.044
1135.42522,12228.26258,14,8.51,1.043
1135.42522,12228.26258,14,9.159,1.044
1135.42522,12228.26258,14,9.936,1.046
1135.42522,12228.26258,14,11.197,1.045
1135.42522,12228.26258,14,12.209,1.045
1135.42522,12228.26258,14,12.238,1.046
1135.42522,12228.26258,14,12.409,1.046
1135.42522,12228.26258,14,12.851,1.048
1135.42522,12228.26258,14,15.509,1.048
1135.42522,12228.26258,14,18.232,1.05
1135.42522,12228.26258,14,22.715,1.052
1135.42522,12228.26258,14,29.892,1.052
1135.42522,12228.26258,14,37.483,1.054
1135.42522,12228.26258,14,43.099,1.054
1135.42522,12228.26258,14,44.525,1.053
1135.42522,12228.26258,14,46.399,1.053
1135.42522,12228.26258,14,46.428,1.054
1135.42522,12228.26258,14,41.246,1.053
1135.42522,12228.26258,14,37.91,1.053
1135.42522,12228.26258,14,37.597,1.052
1135.42522,12228.26258,14,36.905,1.051
1135.42522,12228.26258,14,37.583,1.051
1135.42522,12228.26258,14,34.867,1.048
1135.42522,12228.26258,14,31.168,1.049
1135.42522,12228.26258,14,31.731,1.051
1135.42522,12228.26258,14,34.404,1.054
1135.42522,12228.26258,14,39.357,1.055
1135.42522,12228.26258,14,41.51,1.056
1135.42522,12228.26258,14,40.761,1.058
1135.42522,12228.26258,14,34.931,1.061
1135.42522,12228.26258,14,28.795,1.066
