Latitude,Longitude,Comment,Chl-a [µg/l],Depth [m]
1134.20638,12228.47156,6,10.221,0.452
1134.20638,12228.47156,6,9.928,0.451
1134.20638,12228.47156,6,10.05,0.451
1134.20638,12228.47156,6,11.226,0.451
1134.20638,12228.47156,6,11.867,0.449
1134.20638,12228.47156,6,11.211,0.451
1134.20638,12228.47156,6,11.012,0.45
1134.20638,12228.47156,6,11.682,0.449
1134.20638,12228.47156,6,11.689,0.448
1134.20638,12228.47156,6,11.382,0.447
1134.20638,12228.47156,6,11.154,0.446
1134.20638,12228.47156,6,10.641,0.445
1134.20638,12228.47156,6,10.506,0.443
1134.20638,12228.47156,6,10.463,0.443
1134.20638,12228.47156,6,10.349,0.443
1134.20638,12228.47156,6,9.807,0.443
1134.20638,12228.47156,6,9.187,0.446
1134.20638,12228.47156,6,8.938,0.447
1134.20638,12228.47156,6,9.187,0.449
1134.20638,12228.47156,6,9.579,0.449
1134.20638,12228.47156,6,9.144,0.447
1134.20638,12228.47156,6,8.41,0.445
1134.20638,12228.47156,6,7.797,0.447
1134.20638,12228.47156,6,7.398,0.447
1134.20638,12228.47156,6,8.688,0.447
1134.20638,12228.47156,6,11.154,0.445
1134.20638,12228.47156,6,11.703,0.447
1134.20638,12228.47156,6,10.834,0.447
1134.59815,12227.73266,5,5.524,0.003
1134.59815,12227.73266,5,5.438,0.002
1134.59815,12227.73266,5,5.481,0.003
1134.59815,12227.73266,5,5.538,0.002
1134.59815,12227.73266,5,5.509,0.002
1134.59815,12227.73266,5,5.509,0.002
1134.59815,12227.73266,5,5.46,0.002
1134.59815,12227.73266,5,5.509,0.002
1134.59815,12227.73266,5,5.681,0.003
1134.59815,12227.73266,5,5.552,0.001
1134.59815,12227.73266,5,5.431,0.002
1134.59815,12227.73266,5,5.403,0.002
1134.59815,12227.73266,5,5.367,0.002
1134.59815,12227.73266,5,5.303,0.003
1134.59815,12227.73266,5,5.31,0.001
1134.59815,12227.73266,5,5.303,0.004
1134.59815,12227.73266,5,5.224,0.011
1134.59815,12227.73266,5,5.224,0.018
1134.59815,12227.73266,5,5.274,0.026
1134.59815,12227.73266,5,5.324,0.034
1134.59815,12227.73266,5,5.281,0.042
1134.59815,12227.73266,5,5.317,0.051
1134.59815,12227.73266,5,5.381,0.059
1134.59815,12227.73266,5,5.524,0.069
1134.59815,12227.73266,5,5.659,0.079
1134.59815,12227.73266,5,5.666,0.085
1134.59815,12227.73266,5,5.695,0.098
1134.59815,12227.73266,5,5.745,0.105
1134.59815,12227.73266,5,5.745,0.105
1134.59815,12227.73266,5,5.873,0.11
1134.59815,12227.73266,5,5.901,0.113
1134.59815,12227.73266,5,5.823,0.113
1134.59815,12227.73266,5,5.816,0.114
1134.59815,12227.73266,5,5.923,0.115
1134.59815,12227.73266,5,6.008,0.114
1134.59815,12227.73266,5,6.065,0.118
1134.59815,12227.73266,5,6.094,0.126
1134.59815,12227.73266,5,6.308,0.135
1134.59815,12227.73266,5,6.721,0.154
1134.59815,12227.73266,5,6.878,0.171
1134.59815,12227.73266,5,6.75,0.189
1134.59815,12227.73266,5,6.792,0.21
1134.59815,12227.73266,5,6.892,0.228
1134.59815,12227.73266,5,8.239,0.239
1134.59815,12227.73266,5,13.642,0.247
1134.59815,12227.73266,5,21.795,0.25
1134.59815,12227.73266,5,36.756,0.249
1134.59815,12227.73266,5,41.082,0.252
1134.59815,12227.73266,5,44.218,0.255
1134.59815,12227.73266,5,55.066,0.257
1134.59815,12227.73266,5,36.813,0.26
1134.59815,12227.73266,5,24.276,0.261
1134.59815,12227.73266,5,13.186,0.263
1134.59815,12227.73266,5,6.472,0.263
1134.59815,12227.73266,5,3.172,0.264
1134.59815,12227.73266,5,1.589,0.266
1134.59815,12227.73266,5,0.827,0.266
1134.59815,12227.73266,5,0.435,0.265
1134.59815,12227.73266,5,0.271,0.265
1134.59815,12227.73266,5,0.185,0.264
1134.59815,12227.73266,5,0.157,0.265
1134.59815,12227.73266,5,0.114,0.266
1134.59815,12227.73266,5,0.078,0.265
1134.59815,12227.73266,5,0.064,0.267
1134.59815,12227.73266,5,0.043,0.266
1134.59815,12227.73266,5,0.036,0.268
1134.59815,12227.73266,5,0.043,0.267
1134.59815,12227.73266,5,0.043,0.267
1134.59815,12227.73266,5,0.043,0.267
1134.59815,12227.73266,5,0.036,0.266
1134.59815,12227.73266,5,0.029,0.267
1134.59815,12227.73266,5,0.036,0.268
1134.59815,12227.73266,5,0.036,0.267
1134.59815,12227.73266,5,0.036,0.267
1134.59815,12227.73266,5,0.036,0.268
1134.59815,12227.73266,5,0.036,0.267
1134.59815,12227.73266,5,0.036,0.267
1134.59815,12227.73266,5,0.043,0.267
1134.59815,12227.73266,5,0.036,0.267
1134.59815,12227.73266,5,0.036,0.268
1134.59815,12227.73266,5,0.029,0.267
1134.59815,12227.73266,5,0.029,0.268
1134.59815,12227.73266,5,0.036,0.268
1134.59815,12227.73266,5,0.036,0.266
1134.59815,12227.73266,5,0.036,0.268
1134.59815,12227.73266,5,0.036,0.268
1134.59815,12227.73266,5,0.029,0.268
1134.59815,12227.73266,5,0.029,0.267
1134.59815,12227.73266,5,0.029,0.268
1134.59815,12227.73266,5,0.029,0.268
1134.59815,12227.73266,5,0.029,0.267
1134.59815,12227.73266,5,0.029,0.269
1134.59815,12227.73266,5,0.029,0.269
1134.59815,12227.73266,5,0.043,0.267
1134.59815,12227.73266,5,0.029,0.268
1134.59815,12227.73266,5,0.029,0.268
1134.59815,12227.73266,5,0.021,0.268
1134.59815,12227.73266,5,0.021,0.269
1134.59815,12227.73266,5,0.029,0.268
1134.59815,12227.73266,5,0.029,0.267
1134.59815,12227.73266,5,0.021,0.267
1134.59815,12227.73266,5,0.014,0.268
1134.59815,12227.73266,5,0.021,0.268
1134.59815,12227.73266,5,0.036,0.268
1134.59815,12227.73266,5,0.05,0.267
1134.59815,12227.73266,5,0.043,0.268
1134.59815,12227.73266,5,0.036,0.268
1134.59815,12227.73266,5,0.036,0.267
1134.59815,12227.73266,5,0.036,0.268
1134.59815,12227.73266,5,0.05,0.266
1134.59815,12227.73266,5,0.078,0.266
1134.59815,12227.73266,5,0.235,0.267
1134.59815,12227.73266,5,0.848,0.265
1134.59815,12227.73266,5,1.874,0.267
1134.59815,12227.73266,5,3.792,0.267
1134.59815,12227.73266,5,6.999,0.267
1134.59815,12227.73266,5,12.124,0.267
1134.59815,12227.73266,5,17.783,0.267
1134.59815,12227.73266,5,28.174,0.267
1134.59815,12227.73266,5,44.268,0.267
1134.59815,12227.73266,5,64.923,0.268
1134.59815,12227.73266,5,83.689,0.267
1134.59815,12227.73266,5,94.687,0.267
1134.59815,12227.73266,5,103.076,0.266
1134.59815,12227.73266,5,107.609,0.267
1134.59815,12227.73266,5,102.741,0.265
1134.59815,12227.73266,5,92.435,0.265
1134.59815,12227.73266,5,77.325,0.266
1134.59815,12227.73266,5,59.934,0.265
1134.59815,12227.73266,5,46.976,0.266
1134.59815,12227.73266,5,39.265,0.265
1134.59815,12227.73266,5,32.978,0.263
1134.59815,12227.73266,5,27.433,0.261
1134.59815,12227.73266,5,22.914,0.258
1134.59815,12227.73266,5,19.294,0.255
1134.59815,12227.73266,5,16.315,0.253
1134.59815,12227.73266,5,14.169,0.25
1134.59815,12227.73266,5,13.064,0.249
1134.59815,12227.73266,5,12.758,0.247
1134.59815,12227.73266,5,12.651,0.244
1134.59815,12227.73266,5,12.644,0.244
1134.59815,12227.73266,5,12.045,0.243
1134.59815,12227.73266,5,12.045,0.243
1134.59815,12227.73266,5,10.933,0.244
1134.59815,12227.73266,5,10.548,0.244
1134.59815,12227.73266,5,9.764,0.243
1134.59815,12227.73266,5,9.679,0.245
1134.59815,12227.73266,5,12.124,0.245
1134.59815,12227.73266,5,24.461,0.245
1134.59815,12227.73266,5,34.033,0.248
1134.59815,12227.73266,5,29.407,0.25
1134.59815,12227.73266,5,24.026,0.251
1134.59815,12227.73266,5,21.004,0.254
1134.59815,12227.73266,5,22.23,0.255
1134.59815,12227.73266,5,25.202,0.256
1134.59815,12227.73266,5,27.091,0.258
1134.59815,12227.73266,5,30.063,0.257
1134.59815,12227.73266,5,31.653,0.258
1134.59815,12227.73266,5,34.261,0.26
1134.59815,12227.73266,5,32.879,0.26
1134.59815,12227.73266,5,28.588,0.261
1134.59815,12227.73266,5,28.075,0.261
1134.59815,12227.73266,5,31.945,0.261
1134.59815,12227.73266,5,37.618,0.262
1134.59815,12227.73266,5,39.792,0.262
1134.59815,12227.73266,5,39.179,0.261
1134.59815,12227.73266,5,36.92,0.262
1134.59815,12227.73266,5,34.831,0.261
1134.59815,12227.73266,5,34.732,0.261
1134.59815,12227.73266,5,34.176,0.261
1134.59815,12227.73266,5,33.698,0.26
1134.59815,12227.73266,5,31.745,0.26
1134.59815,12227.73266,5,31.004,0.26
1134.59815,12227.73266,5,31.154,0.26
1134.59815,12227.73266,5,30.548,0.26
1134.59815,12227.73266,5,30.163,0.259
1134.59815,12227.73266,5,31.375,0.256
1134.59815,12227.73266,5,33.235,0.258
1134.59815,12227.73266,5,32.643,0.256
1134.59815,12227.73266,5,31.439,0.257
1134.59815,12227.73266,5,30.933,0.256
1134.59815,12227.73266,5,28.958,0.256
1134.59815,12227.73266,5,24.725,0.256
1134.59815,12227.73266,5,24.262,0.256
1134.59815,12227.73266,5,24.297,0.254
1134.59815,12227.73266,5,22.572,0.256
1134.59815,12227.73266,5,21.346,0.258
1134.59815,12227.73266,5,21.945,0.26
1134.59815,12227.73266,5,23.078,0.26
1134.59815,12227.73266,5,26.557,0.26
1134.59815,12227.73266,5,28.937,0.26
1134.59815,12227.73266,5,28.752,0.261
1134.59815,12227.73266,5,30.156,0.262
1134.59815,12227.73266,5,32.323,0.261
1134.59815,12227.73266,5,29.835,0.26
1134.59815,12227.73266,5,25.395,0.26
1134.59815,12227.73266,5,23.371,0.258
1134.59815,12227.73266,5,23.827,0.257
1134.59815,12227.73266,5,26.307,0.256
1134.59815,12227.73266,5,28.502,0.256
1134.59815,12227.73266,5,28.502,0.256
1134.59815,12227.73266,5,29.735,0.256
1134.59815,12227.73266,5,31.339,0.255
1134.59815,12227.73266,5,31.211,0.254
1134.59815,12227.73266,5,28.873,0.254
1134.59815,12227.73266,5,25.922,0.254
1134.59815,12227.73266,5,23.107,0.253
1134.59815,12227.73266,5,20.897,0.254
1134.59815,12227.73266,5,17.733,0.253
1134.59815,12227.73266,5,15.067,0.252
1134.59815,12227.73266,5,14.055,0.252
1134.59815,12227.73266,5,13.87,0.251
1134.59815,12227.73266,5,13.62,0.25
1134.59815,12227.73266,5,13.086,0.25
1134.59815,12227.73266,5,12.615,0.251
1134.59815,12227.73266,5,12.751,0.249
1134.59815,12227.73266,5,13.464,0.25
1134.59815,12227.73266,5,14.419,0.249
1134.59815,12227.73266,5,15.331,0.249
1134.59815,12227.73266,5,15.395,0.25
1134.59815,12227.73266,5,14.583,0.249
1134.59815,12227.73266,5,13.456,0.249
1134.59815,12227.73266,5,12.573,0.249
1134.59815,12227.73266,5,11.974,0.247
1134.59815,12227.73266,5,11.397,0.247
1134.59815,12227.73266,5,10.919,0.248
1134.59815,12227.73266,5,10.606,0.247
1134.59815,12227.73266,5,10.484,0.248
1134.59815,12227.73266,5,10.883,0.248
1134.59815,12227.73266,5,11.689,0.25
1134.59815,12227.73266,5,13.007,0.252
1134.59815,12227.73266,5,14.212,0.254
1134.59815,12227.73266,5,13.948,0.257
1134.59815,12227.73266,5,14.191,0.259
1134.59815,12227.73266,5,13.706,0.261
1134.59815,12227.73266,5,13.143,0.263
1134.59815,12227.73266,5,12.829,0.262
1134.59815,12227.73266,5,12.786,0.261
1134.59815,12227.73266,5,12.929,0.261
1134.59815,12227.73266,5,13.057,0.259
1134.59815,12227.73266,5,13.036,0.257
1134.59815,12227.73266,5,12.772,0.255
1134.59815,12227.73266,5,12.28,0.252
1134.59815,12227.73266,5,11.304,0.25
1134.59815,12227.73266,5,10.841,0.247
1134.59815,12227.73266,5,11.247,0.245
1134.59815,12227.73266,5,11.589,0.246
1134.59815,12227.73266,5,11.61,0.245
1134.59815,12227.73266,5,10.47,0.247
1134.59815,12227.73266,5,10.142,0.25
1134.59815,12227.73266,5,10.905,0.251
1134.59815,12227.73266,5,11.126,0.253
1134.59815,12227.73266,5,12.537,0.256
1134.59815,12227.73266,5,16.015,0.256
1134.59815,12227.73266,5,20.456,0.258
1134.59815,12227.73266,5,24.197,0.257
1134.59815,12227.73266,5,33.135,0.257
1134.59815,12227.73266,5,33.135,0.257
1135.91983,12230.01246,10,0.934,-0.014
1135.91983,12230.01246,10,0.934,-0.001
1135.91983,12230.01246,10,0.905,0.016
1135.91983,12230.01246,10,0.891,0.031
1135.91983,12230.01246,10,0.905,0.043
1135.91983,12230.01246,10,0.884,0.052
1135.91983,12230.01246,10,0.927,0.052
1135.91983,12230.01246,10,0.962,0.047
1135.91983,12230.01246,10,0.991,0.041
1135.91983,12230.01246,10,1.012,0.033
1135.91983,12230.01246,10,1.041,0.026
1135.91983,12230.01246,10,0.991,0.018
1135.91983,12230.01246,10,0.934,0.013
1135.91983,12230.01246,10,0.948,0.011
1135.91983,12230.01246,10,0.934,0.008
1135.91983,12230.01246,10,0.991,0.011
1135.91983,12230.01246,10,1.012,0.018
1135.91983,12230.01246,10,1.055,0.024
1135.91983,12230.01246,10,1.019,0.034
1135.91983,12230.01246,10,1.14,0.042
1135.91983,12230.01246,10,1.076,0.054
1135.91983,12230.01246,10,1.005,0.067
1135.91983,12230.01246,10,0.948,0.078
1135.91983,12230.01246,10,0.891,0.082
1135.91983,12230.01246,10,0.941,0.083
1135.91983,12230.01246,10,0.984,0.079
1135.91983,12230.01246,10,0.884,0.087
1135.91983,12230.01246,10,0.919,0.103
1135.91983,12230.01246,10,0.898,0.139
1135.91983,12230.01246,10,0.87,0.185
1135.91983,12230.01246,10,0.87,0.233
1135.91983,12230.01246,10,0.912,0.284
1135.91983,12230.01246,10,1.026,0.332
1135.91983,12230.01246,10,1.126,0.361
1135.91983,12230.01246,10,1.112,0.381
1135.91983,12230.01246,10,1.09,0.391
1135.91983,12230.01246,10,1.14,0.394
1135.91983,12230.01246,10,1.14,0.4
1135.91983,12230.01246,10,1.09,0.407
1135.91983,12230.01246,10,1.14,0.425
1135.91983,12230.01246,10,1.112,0.447
1135.91983,12230.01246,10,1.112,0.447
1135.91983,12230.01246,10,1.098,0.475
1135.91983,12230.01246,10,1.133,0.502
1135.91983,12230.01246,10,1.233,0.528
1135.91983,12230.01246,10,1.19,0.54
1135.91983,12230.01246,10,1.197,0.542
1135.91983,12230.01246,10,1.226,0.535
1135.91983,12230.01246,10,1.283,0.524
1135.91983,12230.01246,10,1.34,0.514
1135.91983,12230.01246,10,1.354,0.508
1135.91983,12230.01246,10,1.361,0.509
1135.91983,12230.01246,10,1.418,0.513
1135.91983,12230.01246,10,1.347,0.519
1135.91983,12230.01246,10,1.304,0.531
1135.91983,12230.01246,10,1.347,0.546
1135.91983,12230.01246,10,1.297,0.564
1135.91983,12230.01246,10,1.319,0.59
1135.91983,12230.01246,10,1.425,0.619
1135.91983,12230.01246,10,1.54,0.654
1135.91983,12230.01246,10,1.447,0.694
1135.91983,12230.01246,10,1.511,0.738
1135.91983,12230.01246,10,1.504,0.783
1135.91983,12230.01246,10,1.411,0.828
1135.91983,12230.01246,10,1.49,0.867
1135.91983,12230.01246,10,1.654,0.908
1135.91983,12230.01246,10,1.575,0.933
1135.91983,12230.01246,10,1.568,0.948
1135.91983,12230.01246,10,1.482,0.955
1135.91983,12230.01246,10,1.347,0.951
1135.91983,12230.01246,10,1.397,0.948
1135.91983,12230.01246,10,1.504,0.943
1135.91983,12230.01246,10,1.511,0.937
1135.91983,12230.01246,10,1.468,0.933
1135.91983,12230.01246,10,1.397,0.931
1135.91983,12230.01246,10,1.361,0.93
1135.91983,12230.01246,10,1.411,0.938
1135.91983,12230.01246,10,1.425,0.957
1135.91983,12230.01246,10,1.739,0.981
1135.91983,12230.01246,10,1.846,1.013
1135.91983,12230.01246,10,1.725,1.046
1135.91983,12230.01246,10,1.796,1.067
1135.91983,12230.01246,10,1.632,1.078
1135.91983,12230.01246,10,1.746,1.079
1135.91983,12230.01246,10,1.711,1.076
1135.91983,12230.01246,10,1.625,1.072
1135.91983,12230.01246,10,1.604,1.07
1135.91983,12230.01246,10,1.618,1.069
1135.91983,12230.01246,10,1.682,1.07
1135.91983,12230.01246,10,1.639,1.075
1135.91983,12230.01246,10,1.575,1.085
1135.91983,12230.01246,10,1.454,1.1
1135.91983,12230.01246,10,1.54,1.122
1135.91983,12230.01246,10,1.604,1.147
1135.91983,12230.01246,10,1.597,1.173
1135.91983,12230.01246,10,1.582,1.204
1135.91983,12230.01246,10,1.547,1.235
1135.91983,12230.01246,10,1.646,1.272
1135.91983,12230.01246,10,1.817,1.306
1135.91983,12230.01246,10,1.817,1.306
1135.91983,12230.01246,10,2.06,1.386
1135.91983,12230.01246,10,2.06,1.386
1135.91983,12230.01246,10,2.138,1.429
1135.91983,12230.01246,10,2.673,1.44
1135.91983,12230.01246,10,2.701,1.45
1135.91983,12230.01246,10,2.295,1.443
1135.91983,12230.01246,10,2.088,1.43
1135.91983,12230.01246,10,1.889,1.423
1135.91983,12230.01246,10,1.775,1.425
1135.91983,12230.01246,10,1.839,1.435
1135.91983,12230.01246,10,1.967,1.455
1135.91983,12230.01246,10,2.031,1.474
1135.91983,12230.01246,10,2.794,1.479
1135.91983,12230.01246,10,3.621,1.476
1135.91983,12230.01246,10,4.07,1.463
1135.91983,12230.01246,10,4.305,1.45
1135.91983,12230.01246,10,4.554,1.436
1135.91983,12230.01246,10,4.647,1.42
1135.91983,12230.01246,10,4.74,1.408
1135.91983,12230.01246,10,4.79,1.395
1135.91983,12230.01246,10,5.246,1.387
1135.91983,12230.01246,10,5.916,1.382
1135.91983,12230.01246,10,5.944,1.379
1135.91983,12230.01246,10,5.702,1.381
1135.91983,12230.01246,10,5.31,1.385
1135.91983,12230.01246,10,5.246,1.392
1135.91983,12230.01246,10,5.174,1.403
1135.91983,12230.01246,10,5.182,1.415
1135.91983,12230.01246,10,5.11,1.428
1135.91983,12230.01246,10,5.224,1.442
1135.91983,12230.01246,10,5.367,1.454
1135.91983,12230.01246,10,5.566,1.467
1135.91983,12230.01246,10,5.438,1.478
1135.91983,12230.01246,10,5.267,1.485
1135.91983,12230.01246,10,5.203,1.495
1135.91983,12230.01246,10,5.289,1.499
1135.91983,12230.01246,10,5.545,1.502
1135.91983,12230.01246,10,6.379,1.503
1135.91983,12230.01246,10,6.13,1.5
1135.91983,12230.01246,10,5.395,1.495
1135.91983,12230.01246,10,5.167,1.489
1135.91983,12230.01246,10,5.11,1.48
1135.91983,12230.01246,10,5.06,1.469
1135.91983,12230.01246,10,4.996,1.458
1135.91983,12230.01246,10,5.11,1.446
1135.91983,12230.01246,10,5.231,1.435
1135.91983,12230.01246,10,5.053,1.424
1135.91983,12230.01246,10,5.502,1.414
1135.91983,12230.01246,10,6.222,1.407
1135.91983,12230.01246,10,5.93,1.398
1135.91983,12230.01246,10,5.602,1.393
1135.91983,12230.01246,10,5.403,1.39
1135.91983,12230.01246,10,5.324,1.388
1135.91983,12230.01246,10,5.196,1.389
1135.91983,12230.01246,10,5.167,1.393
1135.91983,12230.01246,10,4.925,1.4
1135.91983,12230.01246,10,4.832,1.408
1135.91983,12230.01246,10,4.832,1.408
1135.91983,12230.01246,10,4.868,1.416
1135.91983,12230.01246,10,5.623,1.428
1135.91983,12230.01246,10,5.474,1.441
1135.91983,12230.01246,10,5.046,1.455
1135.91983,12230.01246,10,4.954,1.467
1135.91983,12230.01246,10,5.139,1.478
1135.91983,12230.01246,10,5.274,1.487
1135.91983,12230.01246,10,5.125,1.496
1135.91983,12230.01246,10,4.925,1.5
1135.91983,12230.01246,10,4.911,1.502
1135.91983,12230.01246,10,4.968,1.502
1135.91983,12230.01246,10,5.26,1.497
1135.91983,12230.01246,10,5.745,1.489
1135.91983,12230.01246,10,5.581,1.482
1135.91983,12230.01246,10,5.096,1.472
1135.91983,12230.01246,10,5.403,1.461
1135.91983,12230.01246,10,5.075,1.451
1135.91983,12230.01246,10,5.16,1.441
1135.91983,12230.01246,10,4.968,1.433
1135.91983,12230.01246,10,4.904,1.426
1135.91983,12230.01246,10,5.709,1.42
1135.91983,12230.01246,10,5.78,1.417
1135.91983,12230.01246,10,5.467,1.411
1135.91983,12230.01246,10,5.958,1.412
1135.91983,12230.01246,10,6.236,1.413
1135.91983,12230.01246,10,5.859,1.414
1135.91983,12230.01246,10,5.246,1.417
1135.91983,12230.01246,10,4.861,1.421
1135.91983,12230.01246,10,4.547,1.425
1135.91983,12230.01246,10,4.483,1.434
1135.91983,12230.01246,10,5.645,1.439
1135.91983,12230.01246,10,6.144,1.446
1135.91983,12230.01246,10,5.431,1.453
1135.91983,12230.01246,10,5.125,1.46
1135.91983,12230.01246,10,5.631,1.466
1135.91983,12230.01246,10,5.616,1.471
1135.91983,12230.01246,10,5.474,1.475
1135.91983,12230.01246,10,8.346,1.479
1135.91983,12230.01246,10,6.949,1.481
1135.91983,12230.01246,10,5.98,1.484
1135.91983,12230.01246,10,5.196,1.483
1135.91983,12230.01246,10,4.654,1.481
1135.91983,12230.01246,10,4.882,1.48
1135.91983,12230.01246,10,4.654,1.475
1135.91983,12230.01246,10,4.362,1.471
1135.91983,12230.01246,10,4.398,1.465
1135.91983,12230.01246,10,4.54,1.457
1135.91983,12230.01246,10,4.554,1.451
1135.91983,12230.01246,10,4.526,1.446
1135.91983,12230.01246,10,4.611,1.439
1135.91983,12230.01246,10,4.64,1.436
1135.91983,12230.01246,10,4.547,1.434
1135.91983,12230.01246,10,4.483,1.433
1135.91983,12230.01246,10,4.497,1.436
1135.91983,12230.01246,10,4.341,1.438
1135.91983,12230.01246,10,4.376,1.443
1135.91983,12230.01246,10,4.376,1.443
1135.91983,12230.01246,10,4.604,1.449
1135.91983,12230.01246,10,4.775,1.455
1135.91983,12230.01246,10,4.611,1.461
1135.91983,12230.01246,10,4.526,1.466
1135.91983,12230.01246,10,4.462,1.471
1135.91983,12230.01246,10,4.69,1.475
1135.91983,12230.01246,10,5.174,1.478
1135.91983,12230.01246,10,5.317,1.478
1135.91983,12230.01246,10,5.21,1.479
1135.91983,12230.01246,10,4.939,1.477
1135.91983,12230.01246,10,4.604,1.472
1135.91983,12230.01246,10,4.305,1.468
1135.91983,12230.01246,10,4.426,1.462
1135.91983,12230.01246,10,4.326,1.454
1135.91983,12230.01246,10,4.383,1.446
1135.91983,12230.01246,10,4.369,1.438
1135.91983,12230.01246,10,4.262,1.432
1135.91983,12230.01246,10,4.312,1.427
1135.91983,12230.01246,10,4.676,1.422
1135.91983,12230.01246,10,4.961,1.421
1135.91983,12230.01246,10,5.182,1.42
1135.91983,12230.01246,10,5.039,1.423
1135.91983,12230.01246,10,4.911,1.428
1135.91983,12230.01246,10,4.576,1.434
1135.91983,12230.01246,10,4.326,1.444
1135.91983,12230.01246,10,4.255,1.455
1135.91983,12230.01246,10,4.419,1.463
1135.91983,12230.01246,10,4.683,1.473
1135.91983,12230.01246,10,4.74,1.48
1135.91983,12230.01246,10,4.668,1.486
1135.91983,12230.01246,10,4.533,1.491
1135.91983,12230.01246,10,4.512,1.492
1135.91983,12230.01246,10,4.376,1.491
1135.91983,12230.01246,10,4.355,1.49
1135.91983,12230.01246,10,4.376,1.485
1135.91983,12230.01246,10,4.433,1.48
1135.91983,12230.01246,10,4.341,1.473
1135.91983,12230.01246,10,4.291,1.464
1135.91983,12230.01246,10,4.326,1.455
1135.91983,12230.01246,10,5.231,1.446
1135.91983,12230.01246,10,5.132,1.439
1135.91983,12230.01246,10,4.839,1.434
1135.91983,12230.01246,10,4.569,1.429
1135.91983,12230.01246,10,4.405,1.425
1135.91983,12230.01246,10,4.49,1.424
1135.91983,12230.01246,10,4.412,1.423
1135.91983,12230.01246,10,4.483,1.422
1135.91983,12230.01246,10,4.497,1.424
1135.91983,12230.01246,10,4.704,1.425
1135.91983,12230.01246,10,4.747,1.429
1135.91983,12230.01246,10,4.975,1.43
1135.91983,12230.01246,10,4.711,1.435
1135.91983,12230.01246,10,4.49,1.438
1135.91983,12230.01246,10,4.212,1.442
1135.91983,12230.01246,10,4.12,1.447
1135.91983,12230.01246,10,4.212,1.452
1135.91983,12230.01246,10,4.405,1.457
1135.91983,12230.01246,10,4.405,1.457
1135.91983,12230.01246,10,4.276,1.462
1135.91983,12230.01246,10,4.284,1.465
1135.91983,12230.01246,10,4.447,1.468
1135.91983,12230.01246,10,4.526,1.472
1135.91983,12230.01246,10,4.455,1.472
1135.91983,12230.01246,10,4.626,1.473
1135.91983,12230.01246,10,4.547,1.473
1135.91983,12230.01246,10,4.312,1.472
1135.91983,12230.01246,10,4.191,1.47
1135.91983,12230.01246,10,4.369,1.468
1135.91983,12230.01246,10,4.576,1.466
1135.91983,12230.01246,10,4.526,1.464
1135.91983,12230.01246,10,4.39,1.461
1135.91983,12230.01246,10,4.355,1.457
1135.91983,12230.01246,10,4.376,1.455
1135.91983,12230.01246,10,4.583,1.451
1135.91983,12230.01246,10,4.455,1.451
1135.91983,12230.01246,10,4.234,1.45
1135.91983,12230.01246,10,4.262,1.447
1135.91983,12230.01246,10,4.319,1.445
1135.91983,12230.01246,10,4.469,1.444
1135.91983,12230.01246,10,4.626,1.442
1135.91983,12230.01246,10,4.476,1.442
1135.91983,12230.01246,10,4.469,1.441
1135.91983,12230.01246,10,4.562,1.441
1135.91983,12230.01246,10,4.348,1.44
1135.91983,12230.01246,10,4.077,1.438
1135.91983,12230.01246,10,4.191,1.44
1135.91983,12230.01246,10,4.341,1.441
1135.91983,12230.01246,10,4.447,1.443
1135.91983,12230.01246,10,4.412,1.445
1135.91983,12230.01246,10,4.348,1.447
1135.91983,12230.01246,10,4.426,1.448
1135.91983,12230.01246,10,4.348,1.451
1135.91983,12230.01246,10,4.69,1.451
1135.91983,12230.01246,10,4.554,1.451
1135.91983,12230.01246,10,4.305,1.453
1135.91983,12230.01246,10,4.376,1.45
1135.91983,12230.01246,10,4.469,1.451
1135.91983,12230.01246,10,4.533,1.45
1135.91983,12230.01246,10,4.433,1.45
1135.91983,12230.01246,10,4.227,1.45
1135.91983,12230.01246,10,4.383,1.448
1135.91983,12230.01246,10,4.212,1.448
1135.91983,12230.01246,10,4.212,1.449
1135.91983,12230.01246,10,4.198,1.449
1135.91983,12230.01246,10,4.376,1.451
1135.91983,12230.01246,10,4.747,1.452
1135.91983,12230.01246,10,4.49,1.452
1135.91983,12230.01246,10,4.44,1.452
1135.91983,12230.01246,10,4.262,1.454
1135.91983,12230.01246,10,4.562,1.456
1135.91983,12230.01246,10,4.611,1.459
1135.91983,12230.01246,10,4.668,1.461
1135.91983,12230.01246,10,4.661,1.465
1135.91983,12230.01246,10,4.533,1.469
1135.91983,12230.01246,10,4.447,1.473
1135.91983,12230.01246,10,4.683,1.478
1135.91983,12230.01246,10,4.683,1.478
1135.91983,12230.01246,10,4.718,1.48
1135.91983,12230.01246,10,4.497,1.481
1135.91983,12230.01246,10,4.17,1.482
1135.91983,12230.01246,10,4.098,1.48
1135.91983,12230.01246,10,4.041,1.48
1135.91983,12230.01246,10,4.191,1.477
1135.91983,12230.01246,10,4.098,1.471
1135.91983,12230.01246,10,4.07,1.465
1135.91983,12230.01246,10,4.569,1.457
1135.91983,12230.01246,10,4.569,1.448
1135.91983,12230.01246,10,4.604,1.44
1135.91983,12230.01246,10,4.775,1.431
1135.91983,12230.01246,10,4.604,1.422
1135.91983,12230.01246,10,4.49,1.415
1135.91983,12230.01246,10,4.512,1.408
1135.91983,12230.01246,10,4.512,1.402
