Latitude,Longitude,Comment,Sal.,Depth [m]
1133.98622,12229.26987,2,26.356,7.725
1133.98622,12229.26987,2,26.356,7.725
1133.98622,12229.26987,2,26.357,7.725
1133.98622,12229.26987,2,26.358,7.724
1133.98622,12229.26987,2,26.359,7.722
1133.98622,12229.26987,2,26.36,7.722
1133.98622,12229.26987,2,26.35,7.721
1133.98622,12229.26987,2,26.33,7.721
1133.98622,12229.26987,2,26.346,7.721
1133.98622,12229.26987,2,26.356,7.72
1133.98622,12229.26987,2,26.354,7.717
1133.98622,12229.26987,2,26.359,7.719
1133.98622,12229.26987,2,26.37,7.718
1133.98622,12229.26987,2,26.379,7.72
1133.98622,12229.26987,2,26.376,7.722
1133.98622,12229.26987,2,26.374,7.724
1133.98622,12229.26987,2,26.359,7.724
1133.98622,12229.26987,2,26.356,7.724
1133.98622,12229.26987,2,26.361,7.721
1133.98622,12229.26987,2,26.352,7.72
1133.98622,12229.26987,2,26.324,7.719
1133.98622,12229.26987,2,26.311,7.718
1133.98622,12229.26987,2,26.294,7.718
1133.98622,12229.26987,2,26.291,7.72
1133.98622,12229.26987,2,26.3,7.727
1133.98622,12229.26987,2,26.317,7.725
1133.98622,12229.26987,2,26.311,7.721
1133.98622,12229.26987,2,26.292,7.718
1133.98622,12229.26987,2,26.282,7.715
1133.98622,12229.26987,2,26.317,7.713
1133.98622,12229.26987,2,26.344,7.712
1133.98622,12229.26987,2,26.378,7.709
1133.98622,12229.26987,2,26.347,7.707
1133.98622,12229.26987,2,26.349,7.707
1133.98622,12229.26987,2,26.334,7.707
1133.98622,12229.26987,2,26.331,7.712
1133.98622,12229.26987,2,26.342,7.717
1133.98622,12229.26987,2,26.35,7.72
1133.98622,12229.26987,2,26.309,7.719
1133.98622,12229.26987,2,26.305,7.718
1133.98622,12229.26987,2,26.27,7.717
1133.98622,12229.26987,2,26.263,7.717
1133.98622,12229.26987,2,26.247,7.716
1133.98622,12229.26987,2,26.25,7.715
1133.98622,12229.26987,2,26.254,7.716
1133.98622,12229.26987,2,26.241,7.715
1133.98622,12229.26987,2,26.246,7.713
1133.98622,12229.26987,2,26.289,7.711
1133.98622,12229.26987,2,26.312,7.712
1133.98622,12229.26987,2,26.295,7.714
1133.98622,12229.26987,2,26.282,7.714
1133.98622,12229.26987,2,26.335,7.716
1133.98622,12229.26987,2,26.396,7.719
1133.98622,12229.26987,2,26.451,7.72
1133.98622,12229.26987,2,26.454,7.721
1133.98622,12229.26987,2,26.433,7.719
1133.98622,12229.26987,2,26.435,7.721
1133.98622,12229.26987,2,26.418,7.717
1133.98622,12229.26987,2,26.455,7.718
1133.98622,12229.26987,2,26.455,7.718
1133.98622,12229.26987,2,26.453,7.717
1133.98622,12229.26987,2,26.45,7.721
1133.98622,12229.26987,2,26.443,7.715
1133.98622,12229.26987,2,26.376,7.711
1133.98622,12229.26987,2,26.309,7.706
1133.98622,12229.26987,2,26.37,7.705
1133.98622,12229.26987,2,26.371,7.704
1133.98622,12229.26987,2,26.363,7.712
1133.98622,12229.26987,2,26.368,7.712
1133.98622,12229.26987,2,26.365,7.715
1133.98622,12229.26987,2,26.372,7.717
1133.98622,12229.26987,2,26.37,7.726
1133.98622,12229.26987,2,26.284,7.727
1133.98622,12229.26987,2,26.29,7.725
1133.98622,12229.26987,2,26.419,7.722
1133.98622,12229.26987,2,26.428,7.722
1133.98622,12229.26987,2,26.419,7.725
1133.98622,12229.26987,2,26.411,7.728
1133.98622,12229.26987,2,26.432,7.726
1133.98622,12229.26987,2,26.442,7.725
1133.98622,12229.26987,2,26.438,7.726
1133.98622,12229.26987,2,26.434,7.725
1133.98622,12229.26987,2,26.439,7.725
1133.98622,12229.26987,2,26.44,7.728
1133.98622,12229.26987,2,26.413,7.728
1133.98622,12229.26987,2,26.385,7.728
1133.98622,12229.26987,2,26.396,7.728
1133.98622,12229.26987,2,26.397,7.728
1133.98622,12229.26987,2,26.416,7.731
1133.98622,12229.26987,2,26.411,7.73
1133.98622,12229.26987,2,26.426,7.729
1133.98622,12229.26987,2,26.428,7.73
1133.98622,12229.26987,2,26.416,7.729
1133.98622,12229.26987,2,26.417,7.729
1133.98622,12229.26987,2,26.424,7.729
1133.98622,12229.26987,2,26.405,7.729
1133.98622,12229.26987,2,26.36,7.73
1133.98622,12229.26987,2,26.39,7.728
1133.98622,12229.26987,2,26.384,7.728
1133.98622,12229.26987,2,26.381,7.728
1133.98622,12229.26987,2,26.381,7.727
1133.98622,12229.26987,2,26.382,7.729
1133.98622,12229.26987,2,26.373,7.731
1133.98622,12229.26987,2,26.371,7.727
1133.98622,12229.26987,2,26.354,7.727
1133.98622,12229.26987,2,26.38,7.726
1133.98622,12229.26987,2,26.395,7.726
1133.98622,12229.26987,2,26.381,7.729
1133.98622,12229.26987,2,26.359,7.73
1133.98622,12229.26987,2,26.372,7.728
1133.98622,12229.26987,2,26.372,7.728
1133.98622,12229.26987,2,26.37,7.727
1133.98622,12229.26987,2,26.371,7.726
1133.98622,12229.26987,2,26.36,7.725
1133.98622,12229.26987,2,26.349,7.726
1133.98622,12229.26987,2,26.346,7.73
1133.98622,12229.26987,2,26.36,7.731
1133.98622,12229.26987,2,26.36,7.731
1133.98622,12229.26987,2,26.379,7.729
1133.98622,12229.26987,2,26.429,7.728
1133.98622,12229.26987,2,26.445,7.725
1133.98622,12229.26987,2,26.442,7.729
1133.98622,12229.26987,2,26.438,7.728
1133.98622,12229.26987,2,26.434,7.727
1133.98622,12229.26987,2,26.44,7.728
1133.98622,12229.26987,2,26.438,7.727
1133.98622,12229.26987,2,26.433,7.727
1133.98622,12229.26987,2,26.431,7.727
1133.98622,12229.26987,2,26.429,7.726
1133.98622,12229.26987,2,26.43,7.727
1133.98622,12229.26987,2,26.43,7.726
1133.98622,12229.26987,2,26.428,7.727
1133.98622,12229.26987,2,26.43,7.727
1133.98622,12229.26987,2,26.43,7.728
1133.98622,12229.26987,2,26.428,7.727
1133.98622,12229.26987,2,26.43,7.728
1133.98622,12229.26987,2,26.434,7.727
1133.98622,12229.26987,2,26.431,7.727
1133.98622,12229.26987,2,26.429,7.728
1133.98622,12229.26987,2,26.429,7.724
1133.98622,12229.26987,2,26.417,7.723
1133.98622,12229.26987,2,26.415,7.724
1133.98622,12229.26987,2,26.401,7.723
1133.98622,12229.26987,2,26.381,7.723
1133.98622,12229.26987,2,26.375,7.721
1133.98622,12229.26987,2,26.353,7.721
1133.98622,12229.26987,2,26.326,7.72
1133.98622,12229.26987,2,26.32,7.718
1133.98622,12229.26987,2,26.329,7.718
1133.98622,12229.26987,2,26.323,7.719
1133.98622,12229.26987,2,26.312,7.717
1133.98622,12229.26987,2,26.288,7.717
1133.98622,12229.26987,2,26.313,7.715
1133.98622,12229.26987,2,26.36,7.715
1133.98622,12229.26987,2,26.342,7.714
1133.98622,12229.26987,2,26.348,7.713
1133.98622,12229.26987,2,26.321,7.713
1133.98622,12229.26987,2,26.321,7.715
1133.98622,12229.26987,2,26.311,7.714
1133.98622,12229.26987,2,26.34,7.721
1133.98622,12229.26987,2,26.341,7.72
1133.98622,12229.26987,2,26.345,7.717
1133.98622,12229.26987,2,26.346,7.718
1133.98622,12229.26987,2,26.344,7.716
1133.98622,12229.26987,2,26.322,7.713
1133.98622,12229.26987,2,26.318,7.718
1133.98622,12229.26987,2,26.287,7.717
1133.98622,12229.26987,2,26.217,7.715
1133.98622,12229.26987,2,26.244,7.711
1133.98622,12229.26987,2,26.244,7.711
1133.98622,12229.26987,2,26.254,7.711
1133.98622,12229.26987,2,26.256,7.713
1133.98622,12229.26987,2,26.258,7.715
1133.98622,12229.26987,2,26.258,7.717
1133.98622,12229.26987,2,26.257,7.716
1133.98622,12229.26987,2,26.258,7.719
1133.98622,12229.26987,2,26.258,7.719
1133.98622,12229.26987,2,26.257,7.718
1133.98622,12229.26987,2,26.257,7.715
1133.98622,12229.26987,2,26.259,7.715
1133.98622,12229.26987,2,26.265,7.714
1133.98622,12229.26987,2,26.274,7.715
1133.98622,12229.26987,2,26.27,7.719
1133.98622,12229.26987,2,26.262,7.714
1133.98622,12229.26987,2,26.255,7.712
1133.98622,12229.26987,2,26.246,7.71
1133.98622,12229.26987,2,26.236,7.709
1133.98622,12229.26987,2,26.25,7.711
1133.98622,12229.26987,2,26.263,7.71
1133.98622,12229.26987,2,26.269,7.707
1133.98622,12229.26987,2,26.276,7.703
1133.98622,12229.26987,2,26.265,7.705
1133.98622,12229.26987,2,26.25,7.709
1133.98622,12229.26987,2,26.229,7.71
1133.98622,12229.26987,2,26.212,7.713
1133.98622,12229.26987,2,26.237,7.722
1133.98622,12229.26987,2,26.36,7.715
1133.98622,12229.26987,2,26.401,7.715
1133.98622,12229.26987,2,26.37,7.715
1133.98622,12229.26987,2,26.383,7.715
1133.98622,12229.26987,2,26.409,7.714
1133.98622,12229.26987,2,26.415,7.715
1133.98622,12229.26987,2,26.43,7.713
1133.98622,12229.26987,2,26.432,7.713
1133.98622,12229.26987,2,26.438,7.711
1133.98622,12229.26987,2,26.435,7.712
1133.98622,12229.26987,2,26.438,7.713
1133.98622,12229.26987,2,26.419,7.71
1133.98622,12229.26987,2,26.409,7.719
1133.98622,12229.26987,2,26.423,7.718
1133.98622,12229.26987,2,26.453,7.712
1133.98622,12229.26987,2,26.455,7.714
1133.98622,12229.26987,2,26.45,7.715
1133.98622,12229.26987,2,26.442,7.714
1133.98622,12229.26987,2,26.455,7.714
1133.98622,12229.26987,2,26.458,7.715
1133.98622,12229.26987,2,26.47,7.713
1133.98622,12229.26987,2,26.469,7.714
1133.98622,12229.26987,2,26.47,7.714
1133.98622,12229.26987,2,26.465,7.714
1133.98622,12229.26987,2,26.468,7.716
1133.98622,12229.26987,2,26.471,7.713
1133.98622,12229.26987,2,26.471,7.715
1133.98622,12229.26987,2,26.465,7.715
1133.98622,12229.26987,2,26.464,7.713
1133.98622,12229.26987,2,26.464,7.715
1133.98622,12229.26987,2,26.463,7.715
1133.98622,12229.26987,2,26.457,7.715
1133.98622,12229.26987,2,26.458,7.715
1133.98622,12229.26987,2,26.456,7.713
1133.98622,12229.26987,2,26.459,7.715
1133.98622,12229.26987,2,26.458,7.717
1133.98622,12229.26987,2,26.456,7.714
1133.98622,12229.26987,2,26.464,7.714
1133.98622,12229.26987,2,26.464,7.714
1133.98622,12229.26987,2,26.461,7.714
1133.98622,12229.26987,2,26.462,7.713
1133.98622,12229.26987,2,26.47,7.714
1133.98622,12229.26987,2,26.47,7.714
1133.98622,12229.26987,2,26.476,7.714
1133.98622,12229.26987,2,26.479,7.714
1133.98622,12229.26987,2,26.479,7.71
1133.98622,12229.26987,2,26.477,7.709
1133.98622,12229.26987,2,26.467,7.71
1133.98622,12229.26987,2,26.431,7.712
1133.98622,12229.26987,2,26.425,7.716
1133.98622,12229.26987,2,26.244,7.713
1133.98622,12229.26987,2,24.289,7.712
1133.98622,12229.26987,2,25.726,7.712
1133.98622,12229.26987,2,25.946,7.713
1133.98622,12229.26987,2,26.4,7.71
1133.98622,12229.26987,2,26.408,7.71
1133.98622,12229.26987,2,26.434,7.712
1133.98622,12229.26987,2,26.452,7.714
1133.98622,12229.26987,2,26.473,7.714
1133.98622,12229.26987,2,26.472,7.713
1133.98622,12229.26987,2,26.468,7.708
1133.98622,12229.26987,2,26.472,7.714
1133.98622,12229.26987,2,26.469,7.707
1133.98622,12229.26987,2,26.459,7.71
1133.98622,12229.26987,2,26.455,7.709
1133.98622,12229.26987,2,26.457,7.708
1133.98622,12229.26987,2,26.459,7.709
1133.98622,12229.26987,2,26.457,7.708
1133.98622,12229.26987,2,26.456,7.71
1133.98622,12229.26987,2,26.455,7.711
1133.98622,12229.26987,2,26.455,7.708
1133.98622,12229.26987,2,26.456,7.707
1133.98622,12229.26987,2,26.453,7.707
1133.98622,12229.26987,2,26.438,7.709
1133.98622,12229.26987,2,26.436,7.711
1133.98622,12229.26987,2,26.436,7.709
1133.98622,12229.26987,2,26.435,7.711
1133.98622,12229.26987,2,26.42,7.711
1133.98622,12229.26987,2,26.425,7.708
1133.98622,12229.26987,2,26.427,7.708
1133.98622,12229.26987,2,26.42,7.709
1133.98622,12229.26987,2,26.426,7.71
1133.98622,12229.26987,2,26.436,7.711
1133.98622,12229.26987,2,26.44,7.708
1133.98622,12229.26987,2,26.436,7.708
1133.98622,12229.26987,2,26.438,7.705
1133.98622,12229.26987,2,26.438,7.705
1133.98622,12229.26987,2,26.439,7.703
1133.98622,12229.26987,2,26.439,7.701
1133.98622,12229.26987,2,26.438,7.701
1133.98622,12229.26987,2,26.442,7.701
1133.98622,12229.26987,2,26.439,7.7
1133.98622,12229.26987,2,26.438,7.702
1133.98622,12229.26987,2,26.439,7.701
1133.98622,12229.26987,2,26.439,7.701
1133.98622,12229.26987,2,26.441,7.698
1133.98622,12229.26987,2,26.443,7.699
1133.98622,12229.26987,2,26.449,7.704
1133.98622,12229.26987,2,26.45,7.703
1133.98622,12229.26987,2,26.451,7.706
1133.98622,12229.26987,2,26.449,7.7
1133.98622,12229.26987,2,26.43,7.699
1133.98622,12229.26987,2,26.434,7.699
1133.98622,12229.26987,2,26.435,7.698
1133.98622,12229.26987,2,26.436,7.7
1133.98622,12229.26987,2,26.438,7.703
1133.98622,12229.26987,2,26.432,7.703
1133.98622,12229.26987,2,26.424,7.701
1133.98622,12229.26987,2,26.433,7.699
1133.98622,12229.26987,2,26.443,7.698
1133.98622,12229.26987,2,26.439,7.697
1133.98622,12229.26987,2,26.428,7.694
1133.98622,12229.26987,2,26.42,7.694
1133.98622,12229.26987,2,26.431,7.696
1133.98622,12229.26987,2,26.438,7.696
1133.98622,12229.26987,2,26.44,7.695
1133.98622,12229.26987,2,26.436,7.694
1133.98622,12229.26987,2,26.435,7.69
1133.98622,12229.26987,2,26.436,7.69
1133.98622,12229.26987,2,26.43,7.691
1133.98622,12229.26987,2,26.413,7.694
1133.98622,12229.26987,2,26.407,7.696
1133.98622,12229.26987,2,26.423,7.695
1133.98622,12229.26987,2,26.427,7.701
1133.98622,12229.26987,2,26.408,7.698
1133.98622,12229.26987,2,26.404,7.695
1133.98622,12229.26987,2,26.407,7.696
1133.98622,12229.26987,2,26.395,7.694
1133.98622,12229.26987,2,26.4,7.696
1133.98622,12229.26987,2,26.407,7.697
1133.98622,12229.26987,2,26.403,7.696
1133.98622,12229.26987,2,26.411,7.693
1133.98622,12229.26987,2,26.431,7.693
1133.98622,12229.26987,2,26.425,7.691
1133.98622,12229.26987,2,26.433,7.691
1133.98622,12229.26987,2,26.439,7.691
1133.98622,12229.26987,2,26.433,7.69
1133.98622,12229.26987,2,26.434,7.69
1133.98622,12229.26987,2,26.432,7.691
1133.98622,12229.26987,2,26.41,7.694
1133.98622,12229.26987,2,26.406,7.696
1133.98622,12229.26987,2,26.404,7.697
1133.98622,12229.26987,2,26.405,7.699
1133.98622,12229.26987,2,26.406,7.696
1133.98622,12229.26987,2,26.401,7.697
1133.98622,12229.26987,2,26.395,7.697
1133.98622,12229.26987,2,26.395,7.697
1133.98622,12229.26987,2,26.401,7.698
1133.98622,12229.26987,2,26.406,7.699
1133.98622,12229.26987,2,26.401,7.702
1133.98622,12229.26987,2,26.397,7.703
1133.98622,12229.26987,2,26.398,7.702
1133.98622,12229.26987,2,26.398,7.702
1133.98622,12229.26987,2,26.392,7.705
1133.98622,12229.26987,2,26.402,7.701
1133.98622,12229.26987,2,26.405,7.699
1133.98622,12229.26987,2,26.411,7.699
1133.98622,12229.26987,2,26.411,7.701
1133.98622,12229.26987,2,26.405,7.7
1133.98622,12229.26987,2,26.408,7.7
1133.98622,12229.26987,2,26.421,7.698
1133.98622,12229.26987,2,26.415,7.695
1133.98622,12229.26987,2,26.423,7.695
1133.98622,12229.26987,2,26.425,7.694
1133.98622,12229.26987,2,26.421,7.694
1133.98622,12229.26987,2,26.415,7.697
1133.98622,12229.26987,2,26.416,7.698
1133.98622,12229.26987,2,26.422,7.698
1133.98622,12229.26987,2,26.422,7.696
1133.98622,12229.26987,2,26.421,7.695
1133.98622,12229.26987,2,26.415,7.698
1133.98622,12229.26987,2,26.402,7.7
1133.98622,12229.26987,2,26.402,7.702
1133.98622,12229.26987,2,26.405,7.701
1133.98622,12229.26987,2,26.401,7.701
1133.98622,12229.26987,2,26.404,7.702
1133.98622,12229.26987,2,26.382,7.703
1133.98622,12229.26987,2,26.386,7.7
1133.98622,12229.26987,2,26.389,7.7
1133.98622,12229.26987,2,26.393,7.7
1133.98622,12229.26987,2,26.397,7.701
1133.98622,12229.26987,2,26.412,7.701
1133.98622,12229.26987,2,26.416,7.698
1133.98622,12229.26987,2,26.414,7.697
1133.98622,12229.26987,2,26.408,7.701
1133.98622,12229.26987,2,26.411,7.704
1133.98622,12229.26987,2,26.411,7.705
1133.98622,12229.26987,2,26.404,7.702
1133.98622,12229.26987,2,26.419,7.7
1133.98622,12229.26987,2,26.421,7.7
1133.98622,12229.26987,2,26.419,7.703
1133.98622,12229.26987,2,26.415,7.704
1133.98622,12229.26987,2,26.409,7.705
1133.98622,12229.26987,2,26.429,7.703
1133.98622,12229.26987,2,26.426,7.704
1133.98622,12229.26987,2,26.43,7.704
1133.98622,12229.26987,2,26.432,7.704
1133.98622,12229.26987,2,26.435,7.704
1133.98622,12229.26987,2,26.432,7.707
1133.98622,12229.26987,2,26.435,7.706
1133.98622,12229.26987,2,26.437,7.708
1133.98622,12229.26987,2,26.436,7.709
1133.98622,12229.26987,2,26.436,7.71
1133.98622,12229.26987,2,26.436,7.711
1133.98622,12229.26987,2,26.435,7.711
1133.98622,12229.26987,2,26.437,7.713
1133.98622,12229.26987,2,26.439,7.713
1133.98622,12229.26987,2,26.442,7.711
1133.98622,12229.26987,2,26.439,7.712
1133.98622,12229.26987,2,26.438,7.712
1133.98622,12229.26987,2,26.445,7.712
1133.98622,12229.26987,2,26.445,7.712
1133.98622,12229.26987,2,26.443,7.711
1133.98622,12229.26987,2,26.448,7.71
1133.98622,12229.26987,2,26.447,7.713
1133.98622,12229.26987,2,26.441,7.712
1133.98622,12229.26987,2,26.435,7.712
1133.98622,12229.26987,2,26.424,7.712
1133.98622,12229.26987,2,26.429,7.709
1133.98622,12229.26987,2,26.428,7.71
1133.98622,12229.26987,2,26.425,7.71
1133.98622,12229.26987,2,26.421,7.709
1133.98622,12229.26987,2,26.419,7.709
1133.98622,12229.26987,2,26.419,7.71
1133.98622,12229.26987,2,26.419,7.709
1133.98622,12229.26987,2,26.42,7.711
1133.98622,12229.26987,2,26.421,7.713
1133.98622,12229.26987,2,26.423,7.713
1133.98622,12229.26987,2,26.421,7.713
1133.98622,12229.26987,2,26.423,7.713
1133.98622,12229.26987,2,26.424,7.712
1133.98622,12229.26987,2,26.424,7.712
1133.98622,12229.26987,2,26.425,7.711
1133.98622,12229.26987,2,26.424,7.712
1133.98622,12229.26987,2,26.423,7.713
1133.98622,12229.26987,2,26.424,7.713
1133.98622,12229.26987,2,26.421,7.715
1133.98622,12229.26987,2,26.421,7.715
1133.98622,12229.26987,2,26.421,7.714
1133.98622,12229.26987,2,26.421,7.716
1133.98622,12229.26987,2,26.419,7.716
1133.98622,12229.26987,2,26.413,7.716
1133.98622,12229.26987,2,26.409,7.718
1133.98622,12229.26987,2,26.422,7.718
1133.98622,12229.26987,2,26.408,7.716
1133.98622,12229.26987,2,26.412,7.717
1133.98622,12229.26987,2,26.412,7.716
1133.98622,12229.26987,2,26.415,7.717
1133.98622,12229.26987,2,26.41,7.717
1133.98622,12229.26987,2,26.411,7.716
1133.98622,12229.26987,2,26.418,7.716
1133.98622,12229.26987,2,26.413,7.716
1133.98622,12229.26987,2,26.411,7.715
1133.98622,12229.26987,2,26.412,7.714
1133.98622,12229.26987,2,26.413,7.714
1133.98622,12229.26987,2,26.414,7.714
1133.98622,12229.26987,2,26.414,7.713
1133.98622,12229.26987,2,26.413,7.713
1133.98622,12229.26987,2,26.415,7.713
1133.98622,12229.26987,2,26.414,7.71
1133.98622,12229.26987,2,26.411,7.711
1133.98622,12229.26987,2,26.405,7.711
1133.98622,12229.26987,2,26.405,7.71
1133.98622,12229.26987,2,26.41,7.71
1133.98622,12229.26987,2,26.412,7.71
1133.98622,12229.26987,2,26.418,7.709
1133.98622,12229.26987,2,26.413,7.71
1133.98622,12229.26987,2,26.419,7.708
1133.98622,12229.26987,2,26.418,7.709
1133.98622,12229.26987,2,26.415,7.71
1133.98622,12229.26987,2,26.414,7.709
1133.98622,12229.26987,2,26.414,7.709
1133.98622,12229.26987,2,26.416,7.71
1133.98622,12229.26987,2,26.419,7.709
1133.98622,12229.26987,2,26.419,7.708
1133.98622,12229.26987,2,26.42,7.709
1133.98622,12229.26987,2,26.417,7.709
1133.98622,12229.26987,2,26.415,7.709
1133.98622,12229.26987,2,26.412,7.709
1133.98622,12229.26987,2,26.415,7.708
1133.98622,12229.26987,2,26.418,7.709
1133.98622,12229.26987,2,26.417,7.71
1133.98622,12229.26987,2,26.413,7.708
1133.98622,12229.26987,2,26.41,7.711
1133.98622,12229.26987,2,26.397,7.709
1133.98622,12229.26987,2,26.376,7.711
1133.98622,12229.26987,2,26.353,7.713
1133.98622,12229.26987,2,26.361,7.712
1133.98622,12229.26987,2,26.423,7.712
1133.98622,12229.26987,2,26.422,7.713
1133.98622,12229.26987,2,26.358,7.712
1133.98622,12229.26987,2,26.386,7.713
1133.98622,12229.26987,2,26.42,7.714
1133.98622,12229.26987,2,26.42,7.712
1133.98622,12229.26987,2,26.42,7.712
1133.98622,12229.26987,2,26.425,7.712
1133.98622,12229.26987,2,26.42,7.712
1133.98622,12229.26987,2,26.421,7.712
1133.98622,12229.26987,2,26.423,7.712
1133.98622,12229.26987,2,26.421,7.712
1133.98622,12229.26987,2,26.42,7.713
1133.98622,12229.26987,2,26.422,7.712
1133.98622,12229.26987,2,26.422,7.711
1133.98622,12229.26987,2,26.423,7.711
1133.98622,12229.26987,2,26.424,7.712
1133.98622,12229.26987,2,26.424,7.712
1133.98622,12229.26987,2,26.423,7.711
1133.98622,12229.26987,2,26.422,7.711
1133.98622,12229.26987,2,26.422,7.711
1133.98622,12229.26987,2,26.42,7.71
1133.98622,12229.26987,2,26.421,7.712
1133.98622,12229.26987,2,26.421,7.711
1133.98622,12229.26987,2,26.418,7.711
1133.98622,12229.26987,2,26.421,7.712
1133.98622,12229.26987,2,26.426,7.711
1133.98622,12229.26987,2,26.427,7.712
1133.98622,12229.26987,2,26.424,7.712
1133.98622,12229.26987,2,26.421,7.711
1133.98622,12229.26987,2,26.42,7.712
1133.98622,12229.26987,2,26.414,7.712
1133.98622,12229.26987,2,26.413,7.712
1133.98622,12229.26987,2,26.414,7.713
1133.98622,12229.26987,2,26.412,7.712
1133.98622,12229.26987,2,26.412,7.713
1133.98622,12229.26987,2,26.414,7.713
1133.98622,12229.26987,2,26.413,7.711
1133.98622,12229.26987,2,26.414,7.712
1133.98622,12229.26987,2,26.412,7.713
1133.98622,12229.26987,2,26.412,7.713
1133.98622,12229.26987,2,26.414,7.712
1133.98622,12229.26987,2,26.415,7.713
1133.98622,12229.26987,2,26.414,7.713
1133.98622,12229.26987,2,26.416,7.713
1133.98622,12229.26987,2,26.415,7.713
1133.98622,12229.26987,2,26.414,7.712
1133.98622,12229.26987,2,26.414,7.713
1133.98622,12229.26987,2,26.415,7.712
1133.98622,12229.26987,2,26.414,7.712
1133.98622,12229.26987,2,26.414,7.713
1133.98622,12229.26987,2,26.415,7.712
1133.98622,12229.26987,2,26.415,7.712
1133.98622,12229.26987,2,26.415,7.713
1133.98622,12229.26987,2,26.415,7.712
1133.98622,12229.26987,2,26.412,7.712
1133.98622,12229.26987,2,26.408,7.712
1133.98622,12229.26987,2,26.405,7.711
1133.98622,12229.26987,2,26.403,7.711
1133.98622,12229.26987,2,26.405,7.712
1133.98622,12229.26987,2,26.406,7.711
1133.98622,12229.26987,2,26.408,7.711
1133.98622,12229.26987,2,26.409,7.711
1133.98622,12229.26987,2,26.41,7.711
1133.98622,12229.26987,2,26.412,7.711
1133.98622,12229.26987,2,26.412,7.711
1133.98622,12229.26987,2,26.409,7.71
1133.98622,12229.26987,2,26.406,7.711
1133.98622,12229.26987,2,26.406,7.71
1133.98622,12229.26987,2,26.408,7.712
1133.98622,12229.26987,2,26.412,7.711
1133.98622,12229.26987,2,26.414,7.712
1133.98622,12229.26987,2,26.411,7.712
1133.98622,12229.26987,2,26.407,7.711
1133.98622,12229.26987,2,26.407,7.712
1133.98622,12229.26987,2,26.411,7.712
1133.98622,12229.26987,2,26.412,7.713
1133.98622,12229.26987,2,26.41,7.711
1133.98622,12229.26987,2,26.411,7.712
1133.98622,12229.26987,2,26.41,7.711
1133.98622,12229.26987,2,26.41,7.712
1133.98622,12229.26987,2,26.41,7.711
1133.98622,12229.26987,2,26.409,7.711
1133.98622,12229.26987,2,26.409,7.712
1133.98622,12229.26987,2,26.409,7.71
1133.98622,12229.26987,2,26.408,7.711
1133.98622,12229.26987,2,26.408,7.712
1133.98622,12229.26987,2,26.407,7.711
1133.65323,12228.63062,3,11.255,-0.009
1133.65323,12228.63062,3,11.369,-0.007
1133.65323,12228.63062,3,11.382,-0.007
1133.65323,12228.63062,3,11.578,-0.005
1133.65323,12228.63062,3,11.618,-0.004
1133.65323,12228.63062,3,11.236,-0.004
1133.65323,12228.63062,3,11.0,-0.002
1133.65323,12228.63062,3,10.973,-0.003
1133.65323,12228.63062,3,11.068,-0.004
1133.65323,12228.63062,3,11.128,-0.004
1133.65323,12228.63062,3,11.167,-0.007
1133.65323,12228.63062,3,11.125,-0.007
1133.65323,12228.63062,3,11.133,-0.007
1133.65323,12228.63062,3,11.163,-0.009
1133.65323,12228.63062,3,11.249,-0.008
1133.65323,12228.63062,3,11.353,-0.008
1133.65323,12228.63062,3,11.45,-0.009
1133.65323,12228.63062,3,11.494,-0.009
1133.65323,12228.63062,3,11.342,-0.008
1133.65323,12228.63062,3,11.43,-0.007
1133.65323,12228.63062,3,11.371,-0.004
1133.65323,12228.63062,3,11.311,0.001
1133.65323,12228.63062,3,11.274,0.013
1133.65323,12228.63062,3,11.175,0.026
1133.65323,12228.63062,3,11.142,0.038
1133.65323,12228.63062,3,11.204,0.054
1133.65323,12228.63062,3,11.321,0.069
1133.65323,12228.63062,3,11.408,0.086
1133.65323,12228.63062,3,11.539,0.097
1133.65323,12228.63062,3,11.772,0.106
1133.65323,12228.63062,3,11.941,0.114
1133.65323,12228.63062,3,12.051,0.123
1133.65323,12228.63062,3,12.142,0.135
1133.65323,12228.63062,3,12.202,0.149
1133.65323,12228.63062,3,12.255,0.162
1133.65323,12228.63062,3,12.337,0.179
1133.65323,12228.63062,3,12.478,0.197
1133.65323,12228.63062,3,12.637,0.209
1133.65323,12228.63062,3,12.777,0.22
1133.65323,12228.63062,3,12.9,0.225
1133.65323,12228.63062,3,13.103,0.226
1133.65323,12228.63062,3,13.213,0.232
1133.65323,12228.63062,3,13.264,0.24
1133.65323,12228.63062,3,13.303,0.247
1133.65323,12228.63062,3,13.342,0.252
1133.65323,12228.63062,3,13.342,0.252
1133.65323,12228.63062,3,13.375,0.249
1133.65323,12228.63062,3,13.367,0.25
1133.65323,12228.63062,3,13.38,0.251
1133.65323,12228.63062,3,13.389,0.256
1133.65323,12228.63062,3,13.38,0.266
1133.65323,12228.63062,3,13.376,0.278
1133.65323,12228.63062,3,13.375,0.295
1133.65323,12228.63062,3,13.391,0.314
1133.65323,12228.63062,3,13.418,0.33
1133.65323,12228.63062,3,13.437,0.348
1133.65323,12228.63062,3,13.449,0.364
1133.65323,12228.63062,3,13.453,0.38
1133.65323,12228.63062,3,13.457,0.397
1133.65323,12228.63062,3,13.463,0.413
1133.65323,12228.63062,3,13.469,0.427
1133.65323,12228.63062,3,13.477,0.442
